BIN_10.genome.CDS.2129,group01153
BIN_10.genome.CDS.1660,group00925
BIN_10.genome.CDS.1579,group12542
BIN_10.genome.CDS.1997,group00781
BIN_10.genome.CDS.1524,group00405
BIN_10.genome.CDS.1336,group01026
BIN_10.genome.CDS.165,group12509
BIN_10.genome.CDS.818,group12571
BIN_10.genome.CDS.1298,group00582
BIN_10.genome.CDS.1562,group00503
BIN_10.genome.CDS.1740,group00109
BIN_10.genome.CDS.1299,group12516
BIN_10.genome.CDS.472,group00108
BIN_10.genome.CDS.473,group04828
BIN_10.genome.CDS.1469,group04800
BIN_10.genome.CDS.1468,group00486
BIN_10.genome.CDS.1465,group00263
BIN_10.genome.CDS.1464,group00773
BIN_10.genome.CDS.1467,group00390
BIN_10.genome.CDS.1466,group01051
BIN_10.genome.CDS.1461,group00913
BIN_10.genome.CDS.1460,group12535
BIN_10.genome.CDS.1463,group01242
BIN_10.genome.CDS.1462,group00756
BIN_10.genome.CDS.1502,group02170
BIN_10.genome.CDS.68,group00432
BIN_10.genome.CDS.1500,group01402
BIN_10.genome.CDS.1501,group01152
BIN_10.genome.CDS.1506,group00768
BIN_10.genome.CDS.1918,group00250
BIN_10.genome.CDS.1504,group01200
BIN_10.genome.CDS.1505,group00714
BIN_10.genome.CDS.1263,group00533
BIN_10.genome.CDS.1262,group00533
BIN_10.genome.CDS.1261,group00532
BIN_10.genome.CDS.1916,group00160
BIN_10.genome.CDS.1267,group01275
BIN_10.genome.CDS.1910,group00379
BIN_10.genome.CDS.1265,group03370
BIN_10.genome.CDS.1264,group00105
BIN_10.genome.CDS.1861,group00537
BIN_10.genome.CDS.1860,group01004
BIN_10.genome.CDS.1863,group01792
BIN_10.genome.CDS.1862,group00539
BIN_10.genome.CDS.1865,group01116
BIN_10.genome.CDS.1864,group01397
BIN_10.genome.CDS.1867,group00863
BIN_10.genome.CDS.1866,group00383
BIN_10.genome.CDS.1869,group12565
BIN_10.genome.CDS.1748,group00013
BIN_10.genome.CDS.2086,group00047
BIN_10.genome.CDS.2087,group12591
BIN_10.genome.CDS.2085,group00068
BIN_10.genome.CDS.2082,group00291
BIN_10.genome.CDS.2083,group00080
BIN_10.genome.CDS.2080,group02331
BIN_10.genome.CDS.2081,group00491
BIN_10.genome.CDS.573,group00337
BIN_10.genome.CDS.1207,group00067
BIN_10.genome.CDS.2088,group00100
BIN_10.genome.CDS.2089,group00099
BIN_10.genome.CDS.1609,group00976
BIN_10.genome.CDS.1608,group00880
BIN_10.genome.CDS.683,group12559
BIN_10.genome.CDS.1218,group00579
BIN_10.genome.CDS.1219,group00596
BIN_10.genome.CDS.1216,group00569
BIN_10.genome.CDS.1600,group00002
BIN_10.genome.CDS.1603,group00445
BIN_10.genome.CDS.1602,group00268
BIN_10.genome.CDS.1212,group02695
BIN_10.genome.CDS.1213,group03016
BIN_10.genome.CDS.1607,group00461
BIN_10.genome.CDS.1606,group00492
BIN_10.genome.CDS.46,group00834
BIN_10.genome.CDS.44,group01146
BIN_10.genome.CDS.1692,group02058
BIN_10.genome.CDS.1693,group01481
BIN_10.genome.CDS.1690,group00939
BIN_10.genome.CDS.1691,group00228
BIN_10.genome.CDS.1696,group02171
BIN_10.genome.CDS.1697,group01755
BIN_10.genome.CDS.1694,group04809
BIN_10.genome.CDS.1695,group04810
BIN_10.genome.CDS.1698,group12552
BIN_10.genome.CDS.1699,group12551
BIN_10.genome.CDS.1599,group00215
BIN_10.genome.CDS.1598,group00057
BIN_10.genome.CDS.373,group00691
BIN_10.genome.CDS.270,group00806
BIN_10.genome.CDS.628,group12553
BIN_10.genome.CDS.1593,group03879
BIN_10.genome.CDS.1592,group00750
BIN_10.genome.CDS.1595,group00906
BIN_10.genome.CDS.1594,group00226
BIN_10.genome.CDS.1597,group00060
BIN_10.genome.CDS.1596,group00152
BIN_10.genome.CDS.1735,group00110
BIN_10.genome.CDS.1734,group00120
BIN_10.genome.CDS.1737,group00336
BIN_10.genome.CDS.1736,group00040
BIN_10.genome.CDS.1731,group00166
BIN_10.genome.CDS.1730,group00294
BIN_10.genome.CDS.1045,group00222
BIN_10.genome.CDS.1732,group00125
BIN_10.genome.CDS.1739,group00772
BIN_10.genome.CDS.1738,group00601
BIN_10.genome.CDS.1766,group00281
BIN_10.genome.CDS.2149,group00881
BIN_10.genome.CDS.2148,group00441
BIN_10.genome.CDS.2143,group00079
BIN_10.genome.CDS.2142,group00353
BIN_10.genome.CDS.2141,group00805
BIN_10.genome.CDS.2146,group00332
BIN_10.genome.CDS.2145,group00360
BIN_10.genome.CDS.1491,group00304
BIN_10.genome.CDS.1889,group00815
BIN_10.genome.CDS.978,group12590
BIN_10.genome.CDS.415,group00234
BIN_10.genome.CDS.207,group12517
BIN_10.genome.CDS.1888,group00232
BIN_10.genome.CDS.1372,group00715
BIN_10.genome.CDS.1285,group00075
BIN_10.genome.CDS.1284,group12510
BIN_10.genome.CDS.1287,group00164
BIN_10.genome.CDS.1286,group12515
BIN_10.genome.CDS.1281,group00705
BIN_10.genome.CDS.1282,group00705
BIN_10.genome.CDS.1322,group00669
BIN_10.genome.CDS.194,group00156
BIN_10.genome.CDS.1320,group02011
BIN_10.genome.CDS.1321,group00801
BIN_10.genome.CDS.1326,group00148
BIN_10.genome.CDS.1288,group00195
BIN_10.genome.CDS.1324,group00198
BIN_10.genome.CDS.1325,group00419
BIN_10.genome.CDS.1193,group00071
BIN_10.genome.CDS.1209,group00940
BIN_10.genome.CDS.2138,group01119
BIN_10.genome.CDS.2139,group00481
BIN_10.genome.CDS.2136,group00695
BIN_10.genome.CDS.1883,group00625
BIN_10.genome.CDS.2134,group00416
BIN_10.genome.CDS.2135,group00721
BIN_10.genome.CDS.2132,group00803
BIN_10.genome.CDS.2133,group01070
BIN_10.genome.CDS.2130,group00421
BIN_10.genome.CDS.1882,group00624
BIN_10.genome.CDS.2037,group00218
BIN_10.genome.CDS.2036,group01392
BIN_10.genome.CDS.2035,group01104
BIN_10.genome.CDS.2034,group01286
BIN_10.genome.CDS.2033,group01253
BIN_10.genome.CDS.1881,group00231
BIN_10.genome.CDS.2031,group00728
BIN_10.genome.CDS.2030,group00770
BIN_10.genome.CDS.2117,group00076
BIN_10.genome.CDS.2039,group00607
BIN_10.genome.CDS.2038,group00218
BIN_10.genome.CDS.107,group00271
BIN_10.genome.CDS.2144,group00130
BIN_10.genome.CDS.1765,group01018
BIN_10.genome.CDS.1399,group00642
BIN_10.genome.CDS.1641,group00112
BIN_10.genome.CDS.1398,group01564
BIN_10.genome.CDS.1139,group00859
BIN_10.genome.CDS.1138,group00313
BIN_10.genome.CDS.1137,group00659
BIN_10.genome.CDS.1136,group00314
BIN_10.genome.CDS.1135,group00293
BIN_10.genome.CDS.1134,group00144
BIN_10.genome.CDS.1133,group00377
BIN_10.genome.CDS.1132,group00498
BIN_10.genome.CDS.1131,group00599
BIN_10.genome.CDS.1130,group00719
BIN_10.genome.CDS.539,group01118
BIN_10.genome.CDS.2056,group00507
BIN_10.genome.CDS.531,group12545
BIN_10.genome.CDS.1421,group00467
BIN_10.genome.CDS.1420,group01073
BIN_10.genome.CDS.1423,group00745
BIN_10.genome.CDS.1422,group00746
BIN_10.genome.CDS.1425,group00678
BIN_10.genome.CDS.1424,group00953
BIN_10.genome.CDS.1427,group00577
BIN_10.genome.CDS.1426,group03305
BIN_10.genome.CDS.1810,group00007
BIN_10.genome.CDS.1428,group00199
BIN_10.genome.CDS.1812,group00614
BIN_10.genome.CDS.1813,group00116
BIN_10.genome.CDS.1815,group12560
BIN_10.genome.CDS.1816,group12561
BIN_10.genome.CDS.1817,group00182
BIN_10.genome.CDS.1390,group00193
BIN_10.genome.CDS.1483,group00588
BIN_10.genome.CDS.1123,group00488
BIN_10.genome.CDS.1868,group00943
BIN_10.genome.CDS.1494,group00530
BIN_10.genome.CDS.1495,group04802
BIN_10.genome.CDS.1496,group01703
BIN_10.genome.CDS.1497,group01139
BIN_10.genome.CDS.1559,group00930
BIN_10.genome.CDS.1558,group00396
BIN_10.genome.CDS.1492,group00422
BIN_10.genome.CDS.1493,group00530
BIN_10.genome.CDS.1555,group00135
BIN_10.genome.CDS.1886,group00161
BIN_10.genome.CDS.1557,group00979
BIN_10.genome.CDS.1556,group01029
BIN_10.genome.CDS.1498,group01176
BIN_10.genome.CDS.1499,group01460
BIN_10.genome.CDS.1553,group00828
BIN_10.genome.CDS.1552,group00003
BIN_10.genome.CDS.1252,group00827
BIN_10.genome.CDS.1253,group01099
BIN_10.genome.CDS.1250,group00458
BIN_10.genome.CDS.1251,group00888
BIN_10.genome.CDS.1257,group00243
BIN_10.genome.CDS.1254,group00088
BIN_10.genome.CDS.1255,group00909
BIN_10.genome.CDS.1393,group00084
BIN_10.genome.CDS.1392,group00086
BIN_10.genome.CDS.1391,group00188
BIN_10.genome.CDS.1259,group00468
BIN_10.genome.CDS.1397,group12530
BIN_10.genome.CDS.1396,group00205
BIN_10.genome.CDS.1395,group00627
BIN_10.genome.CDS.1394,group00356
BIN_10.genome.CDS.1951,group00687
BIN_10.genome.CDS.1950,group03233
BIN_10.genome.CDS.1953,group00167
BIN_10.genome.CDS.1952,group03883
BIN_10.genome.CDS.1955,group03022
BIN_10.genome.CDS.1954,group03884
BIN_10.genome.CDS.1957,group02907
BIN_10.genome.CDS.1956,group02455
BIN_10.genome.CDS.1959,group00690
BIN_10.genome.CDS.1958,group00614
BIN_10.genome.CDS.1269,group12507
BIN_10.genome.CDS.1268,group00401
BIN_10.genome.CDS.1223,group00521
BIN_10.genome.CDS.1745,group00192
BIN_10.genome.CDS.1507,group00962
BIN_10.genome.CDS.1670,group00442
BIN_10.genome.CDS.1778,group00796
BIN_10.genome.CDS.1672,group00980
BIN_10.genome.CDS.1673,group00176
BIN_10.genome.CDS.1674,group00785
BIN_10.genome.CDS.1675,group00730
BIN_10.genome.CDS.1676,group00052
BIN_10.genome.CDS.1677,group00590
BIN_10.genome.CDS.1678,group03020
BIN_10.genome.CDS.1770,group00216
BIN_10.genome.CDS.1773,group01318
BIN_10.genome.CDS.1772,group00578
BIN_10.genome.CDS.1775,group01958
BIN_10.genome.CDS.1774,group00015
BIN_10.genome.CDS.1777,group00796
BIN_10.genome.CDS.15,group12538
BIN_10.genome.CDS.1915,group00159
BIN_10.genome.CDS.1914,group00134
BIN_10.genome.CDS.1508,group00932
BIN_10.genome.CDS.527,group03887
BIN_10.genome.CDS.82,group00117
BIN_10.genome.CDS.1509,group00931
BIN_10.genome.CDS.1456,group01090
BIN_10.genome.CDS.2070,group00217
BIN_10.genome.CDS.329,group00023
BIN_10.genome.CDS.1911,group00392
BIN_10.genome.CDS.1523,group00031
BIN_10.genome.CDS.1266,group00230
BIN_10.genome.CDS.715,group12562
BIN_10.genome.CDS.1913,group12568
BIN_10.genome.CDS.1912,group00275
BIN_10.genome.CDS.1173,group00283
BIN_10.genome.CDS.1172,group00283
BIN_10.genome.CDS.2137,group00406
BIN_10.genome.CDS.1170,group00597
BIN_10.genome.CDS.1177,group00554
BIN_10.genome.CDS.1176,group00693
BIN_10.genome.CDS.1175,group01198
BIN_10.genome.CDS.1174,group12588
BIN_10.genome.CDS.1179,group00223
BIN_10.genome.CDS.1178,group00241
BIN_10.genome.CDS.2172,group00893
BIN_10.genome.CDS.2173,group00444
BIN_10.genome.CDS.2170,group00227
BIN_10.genome.CDS.2078,group01393
BIN_10.genome.CDS.2176,group00063
BIN_10.genome.CDS.2177,group00082
BIN_10.genome.CDS.2174,group00883
BIN_10.genome.CDS.2175,group00048
BIN_10.genome.CDS.2073,group00333
BIN_10.genome.CDS.819,group12570
BIN_10.genome.CDS.2178,group00150
BIN_10.genome.CDS.2179,group00129
BIN_10.genome.CDS.2077,group01565
BIN_10.genome.CDS.2076,group01398
BIN_10.genome.CDS.2075,group01527
BIN_10.genome.CDS.2074,group00050
BIN_10.genome.CDS.663,group12554
BIN_10.genome.CDS.149,group00321
BIN_10.genome.CDS.666,group01131
BIN_10.genome.CDS.889,group12579
BIN_10.genome.CDS.668,group01233
BIN_10.genome.CDS.1430,group01320
BIN_10.genome.CDS.1375,group12529
BIN_10.genome.CDS.1374,group01128
BIN_10.genome.CDS.1377,group02535
BIN_10.genome.CDS.1431,group01021
BIN_10.genome.CDS.1371,group00764
BIN_10.genome.CDS.1370,group00825
BIN_10.genome.CDS.1373,group12528
BIN_10.genome.CDS.675,group00282
BIN_10.genome.CDS.1436,group00303
BIN_10.genome.CDS.1379,group00300
BIN_10.genome.CDS.1378,group00194
BIN_10.genome.CDS.1828,group00711
BIN_10.genome.CDS.1779,group00605
BIN_10.genome.CDS.861,group12575
BIN_10.genome.CDS.2008,group00352
BIN_10.genome.CDS.2009,group00479
BIN_10.genome.CDS.2006,group00878
BIN_10.genome.CDS.2007,group00904
BIN_10.genome.CDS.2004,group00905
BIN_10.genome.CDS.2005,group00973
BIN_10.genome.CDS.2002,group00430
BIN_10.genome.CDS.2003,group01130
BIN_10.genome.CDS.2000,group01076
BIN_10.genome.CDS.2001,group01105
BIN_10.genome.CDS.1533,group00784
BIN_10.genome.CDS.1824,group00324
BIN_10.genome.CDS.1438,group00945
BIN_10.genome.CDS.1826,group00685
BIN_10.genome.CDS.1341,group01115
BIN_10.genome.CDS.1821,group00714
BIN_10.genome.CDS.175,group12513
BIN_10.genome.CDS.1820,group00452
BIN_10.genome.CDS.1490,group00344
BIN_10.genome.CDS.1771,group00114
BIN_10.genome.CDS.1823,group00563
BIN_10.genome.CDS.1679,group12548
BIN_10.genome.CDS.1534,group00210
BIN_10.genome.CDS.1108,group00014
BIN_10.genome.CDS.1109,group01243
BIN_10.genome.CDS.1458,group01009
BIN_10.genome.CDS.1459,group00676
BIN_10.genome.CDS.1554,group01040
BIN_10.genome.CDS.1451,group00179
BIN_10.genome.CDS.1452,group00180
BIN_10.genome.CDS.1453,group00238
BIN_10.genome.CDS.1454,group00914
BIN_10.genome.CDS.1455,group01022
BIN_10.genome.CDS.2220,group00014
BIN_10.genome.CDS.1457,group00836
BIN_10.genome.CDS.1511,group00538
BIN_10.genome.CDS.1929,group00449
BIN_10.genome.CDS.1513,group01148
BIN_10.genome.CDS.1512,group00727
BIN_10.genome.CDS.1515,group01109
BIN_10.genome.CDS.1514,group03372
BIN_10.genome.CDS.1517,group00646
BIN_10.genome.CDS.1516,group02397
BIN_10.genome.CDS.1519,group12539
BIN_10.genome.CDS.1921,group00950
BIN_10.genome.CDS.1922,group00245
BIN_10.genome.CDS.1642,group00524
BIN_10.genome.CDS.1924,group03374
BIN_10.genome.CDS.1926,group00437
BIN_10.genome.CDS.1927,group00348
BIN_10.genome.CDS.1858,group00201
BIN_10.genome.CDS.1859,group00628
BIN_10.genome.CDS.1854,group01043
BIN_10.genome.CDS.1855,group04815
BIN_10.genome.CDS.1856,group00478
BIN_10.genome.CDS.1857,group00572
BIN_10.genome.CDS.1850,group00229
BIN_10.genome.CDS.1851,group00807
BIN_10.genome.CDS.1852,group00123
BIN_10.genome.CDS.1853,group00949
BIN_10.genome.CDS.2095,group00717
BIN_10.genome.CDS.2094,group00239
BIN_10.genome.CDS.2097,group00744
BIN_10.genome.CDS.2096,group00840
BIN_10.genome.CDS.2091,group00566
BIN_10.genome.CDS.2090,group00700
BIN_10.genome.CDS.2093,group00271
BIN_10.genome.CDS.2092,group00675
BIN_10.genome.CDS.2099,group12593
BIN_10.genome.CDS.2098,group00474
BIN_10.genome.CDS.691,group12558
BIN_10.genome.CDS.696,group12556
BIN_10.genome.CDS.1208,group01311
BIN_10.genome.CDS.1205,group00163
BIN_10.genome.CDS.1204,group12587
BIN_10.genome.CDS.698,group01062
BIN_10.genome.CDS.1206,group00190
BIN_10.genome.CDS.1201,group01458
BIN_10.genome.CDS.1200,group01386
BIN_10.genome.CDS.1203,group01964
BIN_10.genome.CDS.1202,group02105
BIN_10.genome.CDS.1635,group12546
BIN_10.genome.CDS.1636,group04806
BIN_10.genome.CDS.1637,group00049
BIN_10.genome.CDS.1630,group00823
BIN_10.genome.CDS.1631,group00763
BIN_10.genome.CDS.1632,group00662
BIN_10.genome.CDS.1633,group01959
BIN_10.genome.CDS.1638,group00541
BIN_10.genome.CDS.1639,group00540
BIN_10.genome.CDS.56,group12581
BIN_10.genome.CDS.1681,group01031
BIN_10.genome.CDS.1680,group00613
BIN_10.genome.CDS.1683,group02536
BIN_10.genome.CDS.1685,group00729
BIN_10.genome.CDS.1684,group03373
BIN_10.genome.CDS.1687,group00793
BIN_10.genome.CDS.1686,group00037
BIN_10.genome.CDS.1689,group00073
BIN_10.genome.CDS.1688,group00643
BIN_10.genome.CDS.595,group12549
BIN_10.genome.CDS.1601,group00564
BIN_10.genome.CDS.1217,group12506
BIN_10.genome.CDS.368,group00397
BIN_10.genome.CDS.1214,group01387
BIN_10.genome.CDS.1550,group00487
BIN_10.genome.CDS.1700,group12550
BIN_10.genome.CDS.1701,group01522
BIN_10.genome.CDS.1702,group01551
BIN_10.genome.CDS.1703,group00867
BIN_10.genome.CDS.1704,group00181
BIN_10.genome.CDS.1705,group02762
BIN_10.genome.CDS.1706,group01001
BIN_10.genome.CDS.1707,group02092
BIN_10.genome.CDS.1708,group01024
BIN_10.genome.CDS.1709,group01055
BIN_10.genome.CDS.1650,group00236
BIN_10.genome.CDS.1604,group00326
BIN_10.genome.CDS.919,group12586
BIN_10.genome.CDS.918,group12583
BIN_10.genome.CDS.1870,group01649
BIN_10.genome.CDS.916,group12584
BIN_10.genome.CDS.185,group00075
BIN_10.genome.CDS.182,group12511
BIN_10.genome.CDS.1590,group00736
BIN_10.genome.CDS.183,group00811
BIN_10.genome.CDS.1339,group01553
BIN_10.genome.CDS.1623,group12544
BIN_10.genome.CDS.622,group04829
BIN_10.genome.CDS.188,group00078
BIN_10.genome.CDS.189,group00078
BIN_10.genome.CDS.1331,group00402
BIN_10.genome.CDS.1330,group12525
BIN_10.genome.CDS.1333,group00001
BIN_10.genome.CDS.1332,group12524
BIN_10.genome.CDS.1335,group00024
BIN_10.genome.CDS.1334,group00002
BIN_10.genome.CDS.181,group12512
