AAA044D11.genome.CDS.2166,group11291
AAA044D11.genome.CDS.1364,group00206
AAA044D11.genome.CDS.1367,group05947
AAA044D11.genome.CDS.1369,group05945
AAA044D11.genome.CDS.1368,group05946
AAA044D11.genome.CDS.2284,group00406
AAA044D11.genome.CDS.1653,group00119
AAA044D11.genome.CDS.1167,group00746
AAA044D11.genome.CDS.1166,group00339
AAA044D11.genome.CDS.1169,group00467
AAA044D11.genome.CDS.1168,group01124
AAA044D11.genome.CDS.2289,group00010
AAA044D11.genome.CDS.2225,group00437
AAA044D11.genome.CDS.2224,group00245
AAA044D11.genome.CDS.2227,group00249
AAA044D11.genome.CDS.2226,group00225
AAA044D11.genome.CDS.2221,group01575
AAA044D11.genome.CDS.2220,group00123
AAA044D11.genome.CDS.2223,group08338
AAA044D11.genome.CDS.2222,group05932
AAA044D11.genome.CDS.2066,group00036
AAA044D11.genome.CDS.1560,group00405
AAA044D11.genome.CDS.2229,group05665
AAA044D11.genome.CDS.2032,group00234
AAA044D11.genome.CDS.2325,group00533
AAA044D11.genome.CDS.1189,group00255
AAA044D11.genome.CDS.1188,group07755
AAA044D11.genome.CDS.2033,group00762
AAA044D11.genome.CDS.2148,group00036
AAA044D11.genome.CDS.2149,group02225
AAA044D11.genome.CDS.1181,group00637
AAA044D11.genome.CDS.1180,group00826
AAA044D11.genome.CDS.1183,group02239
AAA044D11.genome.CDS.2147,group08977
AAA044D11.genome.CDS.1185,group00502
AAA044D11.genome.CDS.2141,group00979
AAA044D11.genome.CDS.1187,group00937
AAA044D11.genome.CDS.2035,group01901
AAA044D11.genome.CDS.1505,group00354
AAA044D11.genome.CDS.1504,group07147
AAA044D11.genome.CDS.1507,group08400
AAA044D11.genome.CDS.1469,group02749
AAA044D11.genome.CDS.1501,group00674
AAA044D11.genome.CDS.1500,group00276
AAA044D11.genome.CDS.1503,group00999
AAA044D11.genome.CDS.1502,group00703
AAA044D11.genome.CDS.1462,group03318
AAA044D11.genome.CDS.1463,group04410
AAA044D11.genome.CDS.1460,group00985
AAA044D11.genome.CDS.1461,group01012
AAA044D11.genome.CDS.1509,group00889
AAA044D11.genome.CDS.1508,group00025
AAA044D11.genome.CDS.1331,group00817
AAA044D11.genome.CDS.1465,group12857
AAA044D11.genome.CDS.2131,group08718
AAA044D11.genome.CDS.1426,group07818
AAA044D11.genome.CDS.1268,group00585
AAA044D11.genome.CDS.1269,group07471
AAA044D11.genome.CDS.2130,group04582
AAA044D11.genome.CDS.1264,group00556
AAA044D11.genome.CDS.1265,group00412
AAA044D11.genome.CDS.1266,group00493
AAA044D11.genome.CDS.1267,group04076
AAA044D11.genome.CDS.1260,group02257
AAA044D11.genome.CDS.1261,group00286
AAA044D11.genome.CDS.1262,group00107
AAA044D11.genome.CDS.1263,group00524
AAA044D11.genome.CDS.2139,group05918
AAA044D11.genome.CDS.2138,group05919
AAA044D11.genome.CDS.1864,group06649
AAA044D11.genome.CDS.1865,group00008
AAA044D11.genome.CDS.2034,group12642
AAA044D11.genome.CDS.1863,group00462
AAA044D11.genome.CDS.2036,group00430
AAA044D11.genome.CDS.2037,group04212
AAA044D11.genome.CDS.2038,group12822
AAA044D11.genome.CDS.2039,group06327
AAA044D11.genome.CDS.2133,group05923
AAA044D11.genome.CDS.2132,group09440
AAA044D11.genome.CDS.2135,group05921
AAA044D11.genome.CDS.2134,group13637
AAA044D11.genome.CDS.1868,group00208
AAA044D11.genome.CDS.1869,group00104
AAA044D11.genome.CDS.1981,group02033
AAA044D11.genome.CDS.1980,group00013
AAA044D11.genome.CDS.1983,group00146
AAA044D11.genome.CDS.1982,group00126
AAA044D11.genome.CDS.1985,group08483
AAA044D11.genome.CDS.1984,group00065
AAA044D11.genome.CDS.1987,group00066
AAA044D11.genome.CDS.1986,group00258
AAA044D11.genome.CDS.1989,group01917
AAA044D11.genome.CDS.1988,group00147
AAA044D11.genome.CDS.2136,group09064
AAA044D11.genome.CDS.1219,group03657
AAA044D11.genome.CDS.1218,group01469
AAA044D11.genome.CDS.1211,group05223
AAA044D11.genome.CDS.1210,group05533
AAA044D11.genome.CDS.1213,group13604
AAA044D11.genome.CDS.1212,group01071
AAA044D11.genome.CDS.1215,group00303
AAA044D11.genome.CDS.1214,group12495
AAA044D11.genome.CDS.1217,group00129
AAA044D11.genome.CDS.1676,group13626
AAA044D11.genome.CDS.309,group05873
AAA044D11.genome.CDS.1358,group00053
AAA044D11.genome.CDS.2100,group00543
AAA044D11.genome.CDS.2031,group03946
AAA044D11.genome.CDS.1919,group00972
AAA044D11.genome.CDS.1608,group07711
AAA044D11.genome.CDS.2101,group01121
AAA044D11.genome.CDS.1606,group00222
AAA044D11.genome.CDS.1913,group00266
AAA044D11.genome.CDS.1604,group00640
AAA044D11.genome.CDS.1911,group00069
AAA044D11.genome.CDS.1602,group00553
AAA044D11.genome.CDS.1917,group01023
AAA044D11.genome.CDS.1914,group08921
AAA044D11.genome.CDS.1601,group00966
AAA044D11.genome.CDS.842,group02651
AAA044D11.genome.CDS.1715,group00283
AAA044D11.genome.CDS.2116,group11409
AAA044D11.genome.CDS.2323,group00537
AAA044D11.genome.CDS.2261,group00720
AAA044D11.genome.CDS.2109,group00762
AAA044D11.genome.CDS.1519,group01035
AAA044D11.genome.CDS.1695,group02178
AAA044D11.genome.CDS.1346,group00754
AAA044D11.genome.CDS.2324,group00307
AAA044D11.genome.CDS.768,group05910
AAA044D11.genome.CDS.1345,group00315
AAA044D11.genome.CDS.1344,group00359
AAA044D11.genome.CDS.1343,group12041
AAA044D11.genome.CDS.607,group00122
AAA044D11.genome.CDS.910,group01733
AAA044D11.genome.CDS.1690,group02184
AAA044D11.genome.CDS.1341,group00233
AAA044D11.genome.CDS.1420,group00992
AAA044D11.genome.CDS.2189,group07304
AAA044D11.genome.CDS.1340,group13856
AAA044D11.genome.CDS.1732,group00197
AAA044D11.genome.CDS.1733,group00664
AAA044D11.genome.CDS.1730,group01895
AAA044D11.genome.CDS.1731,group01393
AAA044D11.genome.CDS.1736,group00632
AAA044D11.genome.CDS.1328,group00971
AAA044D11.genome.CDS.1734,group00676
AAA044D11.genome.CDS.1735,group11641
AAA044D11.genome.CDS.1325,group04119
AAA044D11.genome.CDS.1324,group01628
AAA044D11.genome.CDS.1327,group00983
AAA044D11.genome.CDS.1326,group06284
AAA044D11.genome.CDS.1321,group01127
AAA044D11.genome.CDS.1320,group14044
AAA044D11.genome.CDS.1323,group00711
AAA044D11.genome.CDS.1322,group00760
AAA044D11.genome.CDS.1421,group00922
AAA044D11.genome.CDS.1559,group00031
AAA044D11.genome.CDS.1748,group00560
AAA044D11.genome.CDS.2294,group00615
AAA044D11.genome.CDS.1427,group13688
AAA044D11.genome.CDS.1424,group13582
AAA044D11.genome.CDS.1425,group13787
AAA044D11.genome.CDS.1422,group10207
AAA044D11.genome.CDS.1423,group00920
AAA044D11.genome.CDS.2292,group00662
AAA044D11.genome.CDS.2293,group06574
AAA044D11.genome.CDS.1787,group00108
AAA044D11.genome.CDS.1785,group01045
AAA044D11.genome.CDS.1784,group01535
AAA044D11.genome.CDS.2298,group11392
AAA044D11.genome.CDS.1782,group00905
AAA044D11.genome.CDS.1781,group01358
AAA044D11.genome.CDS.1780,group08442
AAA044D11.genome.CDS.1303,group00967
AAA044D11.genome.CDS.690,group00667
AAA044D11.genome.CDS.1946,group01758
AAA044D11.genome.CDS.2175,group06943
AAA044D11.genome.CDS.2174,group02194
AAA044D11.genome.CDS.2278,group00034
AAA044D11.genome.CDS.2176,group00046
AAA044D11.genome.CDS.2171,group00013
AAA044D11.genome.CDS.2170,group07852
AAA044D11.genome.CDS.2173,group06917
AAA044D11.genome.CDS.1221,group00035
AAA044D11.genome.CDS.433,group00807
AAA044D11.genome.CDS.2273,group00587
AAA044D11.genome.CDS.2270,group00451
AAA044D11.genome.CDS.2271,group00973
AAA044D11.genome.CDS.2276,group04475
AAA044D11.genome.CDS.2277,group00421
AAA044D11.genome.CDS.2274,group07589
AAA044D11.genome.CDS.1302,group00320
AAA044D11.genome.CDS.2078,group00982
AAA044D11.genome.CDS.2079,group03330
AAA044D11.genome.CDS.2074,group08765
AAA044D11.genome.CDS.2075,group00911
AAA044D11.genome.CDS.2076,group00683
AAA044D11.genome.CDS.2077,group00686
AAA044D11.genome.CDS.2070,group13756
AAA044D11.genome.CDS.2071,group01001
AAA044D11.genome.CDS.2072,group00102
AAA044D11.genome.CDS.2073,group08240
AAA044D11.genome.CDS.2188,group01058
AAA044D11.genome.CDS.1254,group00144
AAA044D11.genome.CDS.1257,group00659
AAA044D11.genome.CDS.1256,group00314
AAA044D11.genome.CDS.1251,group01039
AAA044D11.genome.CDS.1250,group05402
AAA044D11.genome.CDS.1253,group00377
AAA044D11.genome.CDS.1252,group00641
AAA044D11.genome.CDS.1552,group07830
AAA044D11.genome.CDS.2181,group00419
AAA044D11.genome.CDS.2182,group00198
AAA044D11.genome.CDS.1551,group00857
AAA044D11.genome.CDS.1259,group00162
AAA044D11.genome.CDS.2185,group06921
AAA044D11.genome.CDS.1554,group00414
AAA044D11.genome.CDS.1555,group00238
AAA044D11.genome.CDS.1541,group00016
AAA044D11.genome.CDS.2091,group00952
AAA044D11.genome.CDS.1591,group04372
AAA044D11.genome.CDS.1540,group00004
AAA044D11.genome.CDS.2249,group01194
AAA044D11.genome.CDS.1956,group00885
AAA044D11.genome.CDS.2008,group00679
AAA044D11.genome.CDS.1954,group00133
AAA044D11.genome.CDS.1542,group00737
AAA044D11.genome.CDS.1952,group00480
AAA044D11.genome.CDS.1788,group00893
AAA044D11.genome.CDS.1819,group10186
AAA044D11.genome.CDS.1951,group00134
AAA044D11.genome.CDS.1817,group04954
AAA044D11.genome.CDS.1816,group09811
AAA044D11.genome.CDS.2003,group00366
AAA044D11.genome.CDS.1814,group05907
AAA044D11.genome.CDS.1813,group12283
AAA044D11.genome.CDS.2004,group00106
AAA044D11.genome.CDS.1811,group00893
AAA044D11.genome.CDS.1959,group00461
AAA044D11.genome.CDS.1916,group09128
AAA044D11.genome.CDS.1943,group04259
AAA044D11.genome.CDS.2098,group00593
AAA044D11.genome.CDS.1828,group00017
AAA044D11.genome.CDS.1802,group00254
AAA044D11.genome.CDS.2099,group01032
AAA044D11.genome.CDS.1429,group08128
AAA044D11.genome.CDS.1609,group00813
AAA044D11.genome.CDS.1912,group01053
AAA044D11.genome.CDS.1315,group00542
AAA044D11.genome.CDS.1607,group00769
AAA044D11.genome.CDS.1910,group04327
AAA044D11.genome.CDS.1479,group00101
AAA044D11.genome.CDS.2140,group01991
AAA044D11.genome.CDS.1605,group00878
AAA044D11.genome.CDS.1918,group00927
AAA044D11.genome.CDS.1338,group00736
AAA044D11.genome.CDS.1778,group07142
AAA044D11.genome.CDS.1779,group02683
AAA044D11.genome.CDS.1776,group00243
AAA044D11.genome.CDS.1777,group00708
AAA044D11.genome.CDS.1774,group00145
AAA044D11.genome.CDS.1775,group01005
AAA044D11.genome.CDS.1772,group00115
AAA044D11.genome.CDS.1773,group00172
AAA044D11.genome.CDS.1770,group00098
AAA044D11.genome.CDS.1603,group00665
AAA044D11.genome.CDS.1289,group09831
AAA044D11.genome.CDS.1600,group00526
AAA044D11.genome.CDS.1428,group00855
AAA044D11.genome.CDS.1915,group00501
AAA044D11.genome.CDS.1879,group00281
AAA044D11.genome.CDS.1550,group13608
AAA044D11.genome.CDS.1335,group00343
AAA044D11.genome.CDS.1677,group00242
AAA044D11.genome.CDS.1578,group08192
AAA044D11.genome.CDS.1675,group00804
AAA044D11.genome.CDS.1674,group02739
AAA044D11.genome.CDS.1673,group12593
AAA044D11.genome.CDS.1330,group00705
AAA044D11.genome.CDS.1671,group00810
AAA044D11.genome.CDS.1670,group00694
AAA044D11.genome.CDS.1708,group00993
AAA044D11.genome.CDS.2202,group06533
AAA044D11.genome.CDS.1679,group00029
AAA044D11.genome.CDS.1678,group01026
AAA044D11.genome.CDS.1589,group04316
AAA044D11.genome.CDS.1588,group05315
AAA044D11.genome.CDS.1585,group00025
AAA044D11.genome.CDS.1584,group03020
AAA044D11.genome.CDS.1587,group01659
AAA044D11.genome.CDS.1586,group04306
AAA044D11.genome.CDS.1581,group08680
AAA044D11.genome.CDS.1627,group00436
AAA044D11.genome.CDS.1583,group11935
AAA044D11.genome.CDS.795,group00336
AAA044D11.genome.CDS.2302,group01796
AAA044D11.genome.CDS.2303,group01484
AAA044D11.genome.CDS.2300,group01729
AAA044D11.genome.CDS.2301,group02030
AAA044D11.genome.CDS.2306,group02838
AAA044D11.genome.CDS.2307,group00000
AAA044D11.genome.CDS.2304,group01272
AAA044D11.genome.CDS.2305,group02399
AAA044D11.genome.CDS.2308,group01055
AAA044D11.genome.CDS.2309,group01027
AAA044D11.genome.CDS.1940,group04771
AAA044D11.genome.CDS.1372,group05942
AAA044D11.genome.CDS.1373,group00504
AAA044D11.genome.CDS.1862,group00495
AAA044D11.genome.CDS.1371,group03085
AAA044D11.genome.CDS.1376,group04768
AAA044D11.genome.CDS.1377,group01025
AAA044D11.genome.CDS.1374,group05941
AAA044D11.genome.CDS.1375,group01378
AAA044D11.genome.CDS.1378,group01389
AAA044D11.genome.CDS.1379,group00829
AAA044D11.genome.CDS.1904,group00732
AAA044D11.genome.CDS.2243,group00054
AAA044D11.genome.CDS.2248,group00877
AAA044D11.genome.CDS.1174,group00018
AAA044D11.genome.CDS.1175,group00925
AAA044D11.genome.CDS.1176,group01717
AAA044D11.genome.CDS.1177,group01129
AAA044D11.genome.CDS.1170,group00042
AAA044D11.genome.CDS.1171,group00744
AAA044D11.genome.CDS.1172,group00017
AAA044D11.genome.CDS.1173,group00702
AAA044D11.genome.CDS.1874,group00074
AAA044D11.genome.CDS.1629,group00717
AAA044D11.genome.CDS.2204,group00551
AAA044D11.genome.CDS.2084,group00319
AAA044D11.genome.CDS.1179,group00908
AAA044D11.genome.CDS.1672,group13219
AAA044D11.genome.CDS.2236,group00211
AAA044D11.genome.CDS.2237,group00916
AAA044D11.genome.CDS.2234,group00220
AAA044D11.genome.CDS.2235,group00182
AAA044D11.genome.CDS.2232,group00372
AAA044D11.genome.CDS.2233,group13639
AAA044D11.genome.CDS.2230,group00450
AAA044D11.genome.CDS.579,group07168
AAA044D11.genome.CDS.1949,group00481
AAA044D11.genome.CDS.2238,group00453
AAA044D11.genome.CDS.2239,group00129
AAA044D11.genome.CDS.1198,group00752
AAA044D11.genome.CDS.1199,group08059
AAA044D11.genome.CDS.1192,group00823
AAA044D11.genome.CDS.1193,group11758
AAA044D11.genome.CDS.1190,group00649
AAA044D11.genome.CDS.1191,group00005
AAA044D11.genome.CDS.1196,group00655
AAA044D11.genome.CDS.1197,group07485
AAA044D11.genome.CDS.1194,group00112
AAA044D11.genome.CDS.1195,group07708
AAA044D11.genome.CDS.1516,group01230
AAA044D11.genome.CDS.1517,group00474
AAA044D11.genome.CDS.1514,group00692
AAA044D11.genome.CDS.1515,group01235
AAA044D11.genome.CDS.1512,group00576
AAA044D11.genome.CDS.1513,group13751
AAA044D11.genome.CDS.1459,group00016
AAA044D11.genome.CDS.1458,group00004
AAA044D11.genome.CDS.1457,group00342
AAA044D11.genome.CDS.1456,group00724
AAA044D11.genome.CDS.1455,group04318
AAA044D11.genome.CDS.1454,group00282
AAA044D11.genome.CDS.1453,group00457
AAA044D11.genome.CDS.1452,group00523
AAA044D11.genome.CDS.1518,group01087
AAA044D11.genome.CDS.975,group11479
AAA044D11.genome.CDS.1291,group00034
AAA044D11.genome.CDS.1290,group04206
AAA044D11.genome.CDS.1293,group04731
AAA044D11.genome.CDS.1292,group01341
AAA044D11.genome.CDS.1295,group01239
AAA044D11.genome.CDS.1294,group03593
AAA044D11.genome.CDS.1297,group00955
AAA044D11.genome.CDS.1296,group00014
AAA044D11.genome.CDS.1299,group00510
AAA044D11.genome.CDS.1298,group00748
AAA044D11.genome.CDS.2045,group05930
AAA044D11.genome.CDS.2044,group03595
AAA044D11.genome.CDS.2047,group00021
AAA044D11.genome.CDS.2046,group00020
AAA044D11.genome.CDS.2041,group02058
AAA044D11.genome.CDS.2040,group00607
AAA044D11.genome.CDS.2043,group08655
AAA044D11.genome.CDS.2042,group01762
AAA044D11.genome.CDS.2122,group13878
AAA044D11.genome.CDS.2123,group13086
AAA044D11.genome.CDS.2120,group09639
AAA044D11.genome.CDS.2121,group07087
AAA044D11.genome.CDS.2049,group07495
AAA044D11.genome.CDS.2048,group05700
AAA044D11.genome.CDS.2124,group10223
AAA044D11.genome.CDS.2125,group13878
AAA044D11.genome.CDS.1992,group00067
AAA044D11.genome.CDS.1993,group00997
AAA044D11.genome.CDS.1859,group00629
AAA044D11.genome.CDS.1991,group05330
AAA044D11.genome.CDS.1996,group00592
AAA044D11.genome.CDS.1997,group00116
AAA044D11.genome.CDS.1994,group00160
AAA044D11.genome.CDS.1995,group00544
AAA044D11.genome.CDS.1853,group00003
AAA044D11.genome.CDS.1852,group00001
AAA044D11.genome.CDS.1851,group00002
AAA044D11.genome.CDS.1850,group00635
AAA044D11.genome.CDS.1857,group05913
AAA044D11.genome.CDS.1856,group00463
AAA044D11.genome.CDS.1855,group00520
AAA044D11.genome.CDS.1854,group02379
AAA044D11.genome.CDS.1435,group00917
AAA044D11.genome.CDS.1208,group08503
AAA044D11.genome.CDS.1209,group13631
AAA044D11.genome.CDS.991,group00036
AAA044D11.genome.CDS.2029,group05495
AAA044D11.genome.CDS.1283,group03567
AAA044D11.genome.CDS.1202,group00751
AAA044D11.genome.CDS.1203,group00906
AAA044D11.genome.CDS.1200,group00229
AAA044D11.genome.CDS.1201,group00497
AAA044D11.genome.CDS.1206,group00057
AAA044D11.genome.CDS.1529,group00789
AAA044D11.genome.CDS.1821,group01700
AAA044D11.genome.CDS.1205,group02837
AAA044D11.genome.CDS.1281,group00530
AAA044D11.genome.CDS.1633,group00566
AAA044D11.genome.CDS.1632,group13725
AAA044D11.genome.CDS.1631,group09639
AAA044D11.genome.CDS.1630,group01187
AAA044D11.genome.CDS.1637,group00130
AAA044D11.genome.CDS.1636,group00100
AAA044D11.genome.CDS.1929,group05911
AAA044D11.genome.CDS.1634,group00700
AAA044D11.genome.CDS.1927,group10249
AAA044D11.genome.CDS.1926,group08226
AAA044D11.genome.CDS.1925,group01019
AAA044D11.genome.CDS.1638,group00782
AAA044D11.genome.CDS.1923,group00991
AAA044D11.genome.CDS.1922,group03988
AAA044D11.genome.CDS.1921,group00968
AAA044D11.genome.CDS.1580,group09553
AAA044D11.genome.CDS.1523,group06547
AAA044D11.genome.CDS.1793,group00199
AAA044D11.genome.CDS.1909,group00783
AAA044D11.genome.CDS.1739,group00785
AAA044D11.genome.CDS.1288,group09292
AAA044D11.genome.CDS.68,group05938
AAA044D11.genome.CDS.1872,group00947
AAA044D11.genome.CDS.2177,group00052
AAA044D11.genome.CDS.1383,group00016
AAA044D11.genome.CDS.1799,group00759
AAA044D11.genome.CDS.202,group13878
AAA044D11.genome.CDS.1524,group00626
AAA044D11.genome.CDS.206,group08325
AAA044D11.genome.CDS.207,group05943
AAA044D11.genome.CDS.281,group04577
AAA044D11.genome.CDS.583,group00324
AAA044D11.genome.CDS.2143,group00940
AAA044D11.genome.CDS.1384,group00004
AAA044D11.genome.CDS.2053,group00607
AAA044D11.genome.CDS.1641,group01262
AAA044D11.genome.CDS.1549,group00364
AAA044D11.genome.CDS.2050,group01930
AAA044D11.genome.CDS.2118,group00773
AAA044D11.genome.CDS.857,group04116
AAA044D11.genome.CDS.1971,group00772
AAA044D11.genome.CDS.1707,group00678
AAA044D11.genome.CDS.1706,group01625
AAA044D11.genome.CDS.1705,group00981
AAA044D11.genome.CDS.1704,group05902
AAA044D11.genome.CDS.1703,group00806
AAA044D11.genome.CDS.1702,group00290
AAA044D11.genome.CDS.1701,group00023
AAA044D11.genome.CDS.1700,group02469
AAA044D11.genome.CDS.1336,group00620
AAA044D11.genome.CDS.1337,group00799
AAA044D11.genome.CDS.1334,group00735
AAA044D11.genome.CDS.2028,group04912
AAA044D11.genome.CDS.1332,group00704
AAA044D11.genome.CDS.1333,group00475
AAA044D11.genome.CDS.1709,group09939
AAA044D11.genome.CDS.1646,group00627
AAA044D11.genome.CDS.1860,group00875
AAA044D11.genome.CDS.1466,group00325
AAA044D11.genome.CDS.2111,group00234
AAA044D11.genome.CDS.2059,group07030
AAA044D11.genome.CDS.1790,group07796
AAA044D11.genome.CDS.1791,group05905
AAA044D11.genome.CDS.1389,group00010
AAA044D11.genome.CDS.1388,group00788
AAA044D11.genome.CDS.1794,group05904
AAA044D11.genome.CDS.1795,group00814
AAA044D11.genome.CDS.1797,group11729
AAA044D11.genome.CDS.1798,group00012
AAA044D11.genome.CDS.1382,group12081
AAA044D11.genome.CDS.1381,group00951
AAA044D11.genome.CDS.1380,group01949
AAA044D11.genome.CDS.1387,group01550
AAA044D11.genome.CDS.1386,group00634
AAA044D11.genome.CDS.1385,group00515
AAA044D11.genome.CDS.2341,group01292
AAA044D11.genome.CDS.1419,group00738
AAA044D11.genome.CDS.1418,group11549
AAA044D11.genome.CDS.1413,group05940
AAA044D11.genome.CDS.1412,group04032
AAA044D11.genome.CDS.1411,group00557
AAA044D11.genome.CDS.1410,group00777
AAA044D11.genome.CDS.1417,group00945
AAA044D11.genome.CDS.1416,group00946
AAA044D11.genome.CDS.1415,group00755
AAA044D11.genome.CDS.1414,group01365
