AAA027L17.genome.CDS.360,group03873
AAA027L17.genome.CDS.1912,group00019
AAA027L17.genome.CDS.1858,group01982
AAA027L17.genome.CDS.1859,group02525
AAA027L17.genome.CDS.1725,group01835
AAA027L17.genome.CDS.2054,group00696
AAA027L17.genome.CDS.1621,group03859
AAA027L17.genome.CDS.2014,group00520
AAA027L17.genome.CDS.1620,group01872
AAA027L17.genome.CDS.1831,group01857
AAA027L17.genome.CDS.1567,group00681
AAA027L17.genome.CDS.1623,group02847
AAA027L17.genome.CDS.1572,group12046
AAA027L17.genome.CDS.1150,group00448
AAA027L17.genome.CDS.1157,group00300
AAA027L17.genome.CDS.1762,group00778
AAA027L17.genome.CDS.1156,group00194
AAA027L17.genome.CDS.1763,group02757
AAA027L17.genome.CDS.1155,group00058
AAA027L17.genome.CDS.1678,group02728
AAA027L17.genome.CDS.1676,group03864
AAA027L17.genome.CDS.1677,group12061
AAA027L17.genome.CDS.1674,group12062
AAA027L17.genome.CDS.1154,group00137
AAA027L17.genome.CDS.1672,group00130
AAA027L17.genome.CDS.1673,group01167
AAA027L17.genome.CDS.1670,group00918
AAA027L17.genome.CDS.1671,group00885
AAA027L17.genome.CDS.2075,group00421
AAA027L17.genome.CDS.1250,group01684
AAA027L17.genome.CDS.2077,group00406
AAA027L17.genome.CDS.1459,group00706
AAA027L17.genome.CDS.2071,group00224
AAA027L17.genome.CDS.2070,group00521
AAA027L17.genome.CDS.2073,group01772
AAA027L17.genome.CDS.2072,group01869
AAA027L17.genome.CDS.2079,group12084
AAA027L17.genome.CDS.1159,group00349
AAA027L17.genome.CDS.1253,group12018
AAA027L17.genome.CDS.902,group02327
AAA027L17.genome.CDS.2088,group04793
AAA027L17.genome.CDS.1776,group00692
AAA027L17.genome.CDS.1775,group01506
AAA027L17.genome.CDS.1774,group00130
AAA027L17.genome.CDS.1773,group01606
AAA027L17.genome.CDS.1772,group01065
AAA027L17.genome.CDS.1771,group12067
AAA027L17.genome.CDS.1770,group01985
AAA027L17.genome.CDS.2080,group00050
AAA027L17.genome.CDS.2081,group00139
AAA027L17.genome.CDS.1628,group01230
AAA027L17.genome.CDS.2083,group00109
AAA027L17.genome.CDS.2084,group00022
AAA027L17.genome.CDS.1779,group01696
AAA027L17.genome.CDS.2087,group12089
AAA027L17.genome.CDS.1489,group02999
AAA027L17.genome.CDS.1488,group00778
AAA027L17.genome.CDS.1485,group01593
AAA027L17.genome.CDS.1484,group02314
AAA027L17.genome.CDS.1487,group01987
AAA027L17.genome.CDS.1481,group00691
AAA027L17.genome.CDS.1480,group01881
AAA027L17.genome.CDS.1483,group02160
AAA027L17.genome.CDS.1358,group01327
AAA027L17.genome.CDS.1440,group00774
AAA027L17.genome.CDS.308,group12033
AAA027L17.genome.CDS.309,group12039
AAA027L17.genome.CDS.1083,group02739
AAA027L17.genome.CDS.1272,group04762
AAA027L17.genome.CDS.1273,group01259
AAA027L17.genome.CDS.1270,group12021
AAA027L17.genome.CDS.147,group01282
AAA027L17.genome.CDS.1276,group00536
AAA027L17.genome.CDS.1735,group00403
AAA027L17.genome.CDS.1274,group03847
AAA027L17.genome.CDS.1750,group01552
AAA027L17.genome.CDS.1938,group00118
AAA027L17.genome.CDS.140,group02155
AAA027L17.genome.CDS.1278,group00982
AAA027L17.genome.CDS.1279,group01200
AAA027L17.genome.CDS.629,group12059
AAA027L17.genome.CDS.1753,group00568
AAA027L17.genome.CDS.1074,group00518
AAA027L17.genome.CDS.1075,group01082
AAA027L17.genome.CDS.1076,group01136
AAA027L17.genome.CDS.1200,group00992
AAA027L17.genome.CDS.1070,group01249
AAA027L17.genome.CDS.1071,group01184
AAA027L17.genome.CDS.1072,group01248
AAA027L17.genome.CDS.1073,group01183
AAA027L17.genome.CDS.1175,group01638
AAA027L17.genome.CDS.1207,group00886
AAA027L17.genome.CDS.1177,group00061
AAA027L17.genome.CDS.1176,group01489
AAA027L17.genome.CDS.1078,group04760
AAA027L17.genome.CDS.1170,group01718
AAA027L17.genome.CDS.1173,group01812
AAA027L17.genome.CDS.1172,group01433
AAA027L17.genome.CDS.1824,group01194
AAA027L17.genome.CDS.1205,group00921
AAA027L17.genome.CDS.1280,group00130
AAA027L17.genome.CDS.1879,group01368
AAA027L17.genome.CDS.1204,group00922
AAA027L17.genome.CDS.1406,group01997
AAA027L17.genome.CDS.1407,group02072
AAA027L17.genome.CDS.1098,group01993
AAA027L17.genome.CDS.1099,group01699
AAA027L17.genome.CDS.1092,group02311
AAA027L17.genome.CDS.1093,group00288
AAA027L17.genome.CDS.1804,group12071
AAA027L17.genome.CDS.1091,group04761
AAA027L17.genome.CDS.1096,group01882
AAA027L17.genome.CDS.1097,group01479
AAA027L17.genome.CDS.1094,group01845
AAA027L17.genome.CDS.1095,group00367
AAA027L17.genome.CDS.1416,group01475
AAA027L17.genome.CDS.1417,group01999
AAA027L17.genome.CDS.1414,group01305
AAA027L17.genome.CDS.1415,group01268
AAA027L17.genome.CDS.1412,group00230
AAA027L17.genome.CDS.497,group02009
AAA027L17.genome.CDS.1410,group02075
AAA027L17.genome.CDS.1558,group03355
AAA027L17.genome.CDS.1557,group02517
AAA027L17.genome.CDS.1556,group02751
AAA027L17.genome.CDS.1555,group02750
AAA027L17.genome.CDS.1554,group02749
AAA027L17.genome.CDS.1552,group02077
AAA027L17.genome.CDS.1418,group00027
AAA027L17.genome.CDS.1550,group00540
AAA027L17.genome.CDS.1391,group00078
AAA027L17.genome.CDS.1390,group01461
AAA027L17.genome.CDS.1393,group00039
AAA027L17.genome.CDS.1392,group00168
AAA027L17.genome.CDS.1395,group00944
AAA027L17.genome.CDS.1394,group00944
AAA027L17.genome.CDS.1397,group01413
AAA027L17.genome.CDS.1396,group01404
AAA027L17.genome.CDS.1399,group01996
AAA027L17.genome.CDS.1398,group02454
AAA027L17.genome.CDS.1838,group01890
AAA027L17.genome.CDS.1275,group02652
AAA027L17.genome.CDS.1409,group00365
AAA027L17.genome.CDS.477,group02532
AAA027L17.genome.CDS.1892,group01511
AAA027L17.genome.CDS.1893,group00576
AAA027L17.genome.CDS.1890,group03667
AAA027L17.genome.CDS.1891,group01750
AAA027L17.genome.CDS.1896,group12081
AAA027L17.genome.CDS.1897,group02648
AAA027L17.genome.CDS.1894,group01296
AAA027L17.genome.CDS.1895,group04788
AAA027L17.genome.CDS.1953,group00154
AAA027L17.genome.CDS.1952,group01574
AAA027L17.genome.CDS.1898,group01085
AAA027L17.genome.CDS.1899,group12080
AAA027L17.genome.CDS.1957,group02008
AAA027L17.genome.CDS.1956,group01423
AAA027L17.genome.CDS.1955,group02166
AAA027L17.genome.CDS.1954,group04790
AAA027L17.genome.CDS.1308,group02673
AAA027L17.genome.CDS.1309,group00051
AAA027L17.genome.CDS.1919,group00732
AAA027L17.genome.CDS.1302,group01700
AAA027L17.genome.CDS.1303,group02994
AAA027L17.genome.CDS.1300,group04766
AAA027L17.genome.CDS.1301,group12026
AAA027L17.genome.CDS.1306,group00247
AAA027L17.genome.CDS.1307,group01548
AAA027L17.genome.CDS.1304,group00479
AAA027L17.genome.CDS.1305,group00352
AAA027L17.genome.CDS.1959,group01287
AAA027L17.genome.CDS.557,group01443
AAA027L17.genome.CDS.234,group12019
AAA027L17.genome.CDS.1733,group04786
AAA027L17.genome.CDS.1732,group03006
AAA027L17.genome.CDS.1731,group00819
AAA027L17.genome.CDS.1730,group01271
AAA027L17.genome.CDS.1737,group00842
AAA027L17.genome.CDS.1736,group00581
AAA027L17.genome.CDS.1829,group01829
AAA027L17.genome.CDS.1828,group01737
AAA027L17.genome.CDS.1827,group03362
AAA027L17.genome.CDS.1826,group02410
AAA027L17.genome.CDS.1825,group02164
AAA027L17.genome.CDS.1738,group00972
AAA027L17.genome.CDS.1823,group01743
AAA027L17.genome.CDS.1822,group00464
AAA027L17.genome.CDS.1821,group00231
AAA027L17.genome.CDS.1820,group01040
AAA027L17.genome.CDS.1911,group00077
AAA027L17.genome.CDS.1910,group01381
AAA027L17.genome.CDS.1411,group02074
AAA027L17.genome.CDS.1077,group01112
AAA027L17.genome.CDS.1186,group00738
AAA027L17.genome.CDS.246,group00329
AAA027L17.genome.CDS.1130,group00725
AAA027L17.genome.CDS.2028,group01124
AAA027L17.genome.CDS.2029,group00087
AAA027L17.genome.CDS.2022,group00462
AAA027L17.genome.CDS.2023,group00298
AAA027L17.genome.CDS.2020,group00667
AAA027L17.genome.CDS.2021,group00494
AAA027L17.genome.CDS.2026,group00209
AAA027L17.genome.CDS.2027,group00103
AAA027L17.genome.CDS.2024,group00008
AAA027L17.genome.CDS.2025,group00171
AAA027L17.genome.CDS.1522,group01451
AAA027L17.genome.CDS.1607,group04781
AAA027L17.genome.CDS.1606,group02518
AAA027L17.genome.CDS.1605,group00052
AAA027L17.genome.CDS.1604,group03858
AAA027L17.genome.CDS.1603,group00856
AAA027L17.genome.CDS.1602,group00582
AAA027L17.genome.CDS.1238,group00724
AAA027L17.genome.CDS.1600,group02144
AAA027L17.genome.CDS.1236,group00457
AAA027L17.genome.CDS.1237,group00282
AAA027L17.genome.CDS.1234,group00580
AAA027L17.genome.CDS.1235,group00523
AAA027L17.genome.CDS.1232,group00619
AAA027L17.genome.CDS.1233,group02607
AAA027L17.genome.CDS.1230,group00610
AAA027L17.genome.CDS.1231,group00618
AAA027L17.genome.CDS.1132,group01508
AAA027L17.genome.CDS.1126,group01634
AAA027L17.genome.CDS.1199,group00738
AAA027L17.genome.CDS.1198,group00709
AAA027L17.genome.CDS.1197,group00945
AAA027L17.genome.CDS.1113,group03843
AAA027L17.genome.CDS.1195,group00558
AAA027L17.genome.CDS.1194,group00557
AAA027L17.genome.CDS.1193,group00771
AAA027L17.genome.CDS.1192,group00666
AAA027L17.genome.CDS.1191,group00801
AAA027L17.genome.CDS.1190,group00669
AAA027L17.genome.CDS.1122,group02148
AAA027L17.genome.CDS.1123,group02463
AAA027L17.genome.CDS.1120,group02992
AAA027L17.genome.CDS.1121,group02741
AAA027L17.genome.CDS.1694,group01787
AAA027L17.genome.CDS.1127,group01777
AAA027L17.genome.CDS.1124,group01928
AAA027L17.genome.CDS.1697,group00138
AAA027L17.genome.CDS.1701,group02756
AAA027L17.genome.CDS.1699,group01886
AAA027L17.genome.CDS.1128,group00127
AAA027L17.genome.CDS.1129,group00383
AAA027L17.genome.CDS.1287,group12025
AAA027L17.genome.CDS.1286,group02149
AAA027L17.genome.CDS.1284,group03850
AAA027L17.genome.CDS.1519,group00417
AAA027L17.genome.CDS.1518,group00029
AAA027L17.genome.CDS.1049,group01166
AAA027L17.genome.CDS.1048,group01165
AAA027L17.genome.CDS.1045,group00530
AAA027L17.genome.CDS.1044,group00422
AAA027L17.genome.CDS.1047,group01717
AAA027L17.genome.CDS.1510,group00339
AAA027L17.genome.CDS.1041,group12029
AAA027L17.genome.CDS.1040,group12030
AAA027L17.genome.CDS.1043,group00558
AAA027L17.genome.CDS.1042,group00557
AAA027L17.genome.CDS.1206,group00920
AAA027L17.genome.CDS.1179,group00327
AAA027L17.genome.CDS.1997,group00064
AAA027L17.genome.CDS.1996,group02206
AAA027L17.genome.CDS.1995,group01639
AAA027L17.genome.CDS.1994,group00203
AAA027L17.genome.CDS.1993,group04792
AAA027L17.genome.CDS.1992,group02168
AAA027L17.genome.CDS.1991,group03871
AAA027L17.genome.CDS.1990,group00026
AAA027L17.genome.CDS.1293,group00005
AAA027L17.genome.CDS.1999,group01315
AAA027L17.genome.CDS.1998,group02102
AAA027L17.genome.CDS.1346,group00679
AAA027L17.genome.CDS.1347,group12035
AAA027L17.genome.CDS.1344,group12037
AAA027L17.genome.CDS.1345,group12036
AAA027L17.genome.CDS.1342,group01423
AAA027L17.genome.CDS.1343,group00233
AAA027L17.genome.CDS.1340,group01676
AAA027L17.genome.CDS.1341,group00670
AAA027L17.genome.CDS.1467,group04771
AAA027L17.genome.CDS.1466,group01084
AAA027L17.genome.CDS.1465,group02313
AAA027L17.genome.CDS.1464,group01338
AAA027L17.genome.CDS.1463,group01614
AAA027L17.genome.CDS.1462,group02159
AAA027L17.genome.CDS.1461,group02158
AAA027L17.genome.CDS.1460,group02312
AAA027L17.genome.CDS.1299,group01819
AAA027L17.genome.CDS.1136,group01191
AAA027L17.genome.CDS.221,group03211
AAA027L17.genome.CDS.1901,group12078
AAA027L17.genome.CDS.223,group12022
AAA027L17.genome.CDS.1903,group00331
AAA027L17.genome.CDS.1904,group00441
AAA027L17.genome.CDS.1905,group01011
AAA027L17.genome.CDS.1906,group04789
AAA027L17.genome.CDS.1907,group03867
AAA027L17.genome.CDS.1908,group00672
AAA027L17.genome.CDS.1909,group12082
AAA027L17.genome.CDS.1245,group01635
AAA027L17.genome.CDS.1504,group00649
AAA027L17.genome.CDS.1869,group00006
AAA027L17.genome.CDS.1868,group00006
AAA027L17.genome.CDS.1505,group04775
AAA027L17.genome.CDS.1863,group00776
AAA027L17.genome.CDS.1243,group00035
AAA027L17.genome.CDS.1861,group01303
AAA027L17.genome.CDS.1790,group03825
AAA027L17.genome.CDS.1867,group00325
AAA027L17.genome.CDS.1054,group00533
AAA027L17.genome.CDS.1865,group12072
AAA027L17.genome.CDS.1864,group02391
AAA027L17.genome.CDS.1055,group00307
AAA027L17.genome.CDS.1793,group01917
AAA027L17.genome.CDS.1145,group00416
AAA027L17.genome.CDS.1052,group02309
AAA027L17.genome.CDS.1240,group02069
AAA027L17.genome.CDS.1053,group00532
AAA027L17.genome.CDS.980,group00135
AAA027L17.genome.CDS.1502,group04773
AAA027L17.genome.CDS.1051,group01499
AAA027L17.genome.CDS.1643,group00278
AAA027L17.genome.CDS.1642,group02162
AAA027L17.genome.CDS.1641,group00368
AAA027L17.genome.CDS.1640,group02319
AAA027L17.genome.CDS.1647,group12057
AAA027L17.genome.CDS.1646,group00064
AAA027L17.genome.CDS.1645,group01541
AAA027L17.genome.CDS.1644,group01773
AAA027L17.genome.CDS.1760,group00302
AAA027L17.genome.CDS.1761,group12066
AAA027L17.genome.CDS.1649,group00147
AAA027L17.genome.CDS.1648,group12058
AAA027L17.genome.CDS.1764,group01937
AAA027L17.genome.CDS.1765,group03007
AAA027L17.genome.CDS.1766,group00066
AAA027L17.genome.CDS.1767,group00977
AAA027L17.genome.CDS.2066,group00490
AAA027L17.genome.CDS.2067,group02760
AAA027L17.genome.CDS.2064,group00264
AAA027L17.genome.CDS.2065,group00501
AAA027L17.genome.CDS.2062,group03830
AAA027L17.genome.CDS.2063,group00468
AAA027L17.genome.CDS.2060,group00489
AAA027L17.genome.CDS.2061,group00011
AAA027L17.genome.CDS.2082,group02285
AAA027L17.genome.CDS.2068,group02531
AAA027L17.genome.CDS.2069,group00689
AAA027L17.genome.CDS.1312,group01245
AAA027L17.genome.CDS.1548,group00010
AAA027L17.genome.CDS.1348,group02051
AAA027L17.genome.CDS.1320,group01325
AAA027L17.genome.CDS.1675,group03863
AAA027L17.genome.CDS.1383,group00452
AAA027L17.genome.CDS.1498,group00678
AAA027L17.genome.CDS.1499,group00002
AAA027L17.genome.CDS.1496,group00863
AAA027L17.genome.CDS.1497,group00473
AAA027L17.genome.CDS.1494,group04772
AAA027L17.genome.CDS.1495,group01842
AAA027L17.genome.CDS.1492,group00515
AAA027L17.genome.CDS.1493,group01254
AAA027L17.genome.CDS.1490,group02315
AAA027L17.genome.CDS.643,group04388
AAA027L17.genome.CDS.1141,group01994
AAA027L17.genome.CDS.1795,group04787
AAA027L17.genome.CDS.1794,group12068
AAA027L17.genome.CDS.1797,group02855
AAA027L17.genome.CDS.1244,group00623
AAA027L17.genome.CDS.1791,group01625
AAA027L17.genome.CDS.1242,group00035
AAA027L17.genome.CDS.1241,group00400
AAA027L17.genome.CDS.1792,group02002
AAA027L17.genome.CDS.1799,group00468
AAA027L17.genome.CDS.1798,group00470
AAA027L17.genome.CDS.1249,group00310
AAA027L17.genome.CDS.1248,group00097
AAA027L17.genome.CDS.1441,group02232
AAA027L17.genome.CDS.2076,group00034
AAA027L17.genome.CDS.1169,group01432
AAA027L17.genome.CDS.1166,group00626
AAA027L17.genome.CDS.1167,group01722
AAA027L17.genome.CDS.1164,group01075
AAA027L17.genome.CDS.1165,group00995
AAA027L17.genome.CDS.1162,group00265
AAA027L17.genome.CDS.1163,group00061
AAA027L17.genome.CDS.1160,group00053
AAA027L17.genome.CDS.1161,group00083
