TBhypo3463.genome.CDS.2345,group13608
TBhypo3463.genome.CDS.1497,group00664
TBhypo3463.genome.CDS.1496,group11641
TBhypo3463.genome.CDS.1491,group07825
TBhypo3463.genome.CDS.2162,group00333
TBhypo3463.genome.CDS.1493,group01747
TBhypo3463.genome.CDS.1492,group04009
TBhypo3463.genome.CDS.1557,group00474
TBhypo3463.genome.CDS.2219,group11729
TBhypo3463.genome.CDS.1419,group01028
TBhypo3463.genome.CDS.85,group03271
TBhypo3463.genome.CDS.1418,group00521
TBhypo3463.genome.CDS.1796,group00898
TBhypo3463.genome.CDS.1988,group00193
TBhypo3463.genome.CDS.1794,group00005
TBhypo3463.genome.CDS.1795,group02089
TBhypo3463.genome.CDS.1792,group01859
TBhypo3463.genome.CDS.2481,group00171
TBhypo3463.genome.CDS.1790,group00207
TBhypo3463.genome.CDS.2293,group05289
TBhypo3463.genome.CDS.1450,group00330
TBhypo3463.genome.CDS.2359,group00547
TBhypo3463.genome.CDS.1799,group02103
TBhypo3463.genome.CDS.2270,group00244
TBhypo3463.genome.CDS.1380,group00849
TBhypo3463.genome.CDS.2272,group00145
TBhypo3463.genome.CDS.2358,group06333
TBhypo3463.genome.CDS.1385,group00765
TBhypo3463.genome.CDS.2275,group01310
TBhypo3463.genome.CDS.1387,group00246
TBhypo3463.genome.CDS.2277,group00840
TBhypo3463.genome.CDS.2278,group00695
TBhypo3463.genome.CDS.2279,group13751
TBhypo3463.genome.CDS.1422,group06533
TBhypo3463.genome.CDS.1423,group02910
TBhypo3463.genome.CDS.1424,group00551
TBhypo3463.genome.CDS.1425,group00607
TBhypo3463.genome.CDS.1426,group07447
TBhypo3463.genome.CDS.1427,group13397
TBhypo3463.genome.CDS.1976,group14024
TBhypo3463.genome.CDS.1358,group00250
TBhypo3463.genome.CDS.1974,group06219
TBhypo3463.genome.CDS.1975,group02236
TBhypo3463.genome.CDS.1972,group08262
TBhypo3463.genome.CDS.1973,group01602
TBhypo3463.genome.CDS.1970,group12411
TBhypo3463.genome.CDS.1971,group01675
TBhypo3463.genome.CDS.1771,group00814
TBhypo3463.genome.CDS.2295,group00095
TBhypo3463.genome.CDS.1978,group04670
TBhypo3463.genome.CDS.1979,group01064
TBhypo3463.genome.CDS.2454,group10207
TBhypo3463.genome.CDS.1524,group00310
TBhypo3463.genome.CDS.1527,group01012
TBhypo3463.genome.CDS.1543,group02429
TBhypo3463.genome.CDS.1542,group09638
TBhypo3463.genome.CDS.2470,group00793
TBhypo3463.genome.CDS.1540,group01673
TBhypo3463.genome.CDS.1547,group00081
TBhypo3463.genome.CDS.2477,group00087
TBhypo3463.genome.CDS.2474,group00804
TBhypo3463.genome.CDS.1544,group00253
TBhypo3463.genome.CDS.1983,group00018
TBhypo3463.genome.CDS.1688,group00512
TBhypo3463.genome.CDS.2478,group00103
TBhypo3463.genome.CDS.2479,group00209
TBhypo3463.genome.CDS.1987,group00193
TBhypo3463.genome.CDS.1986,group00058
TBhypo3463.genome.CDS.1985,group00136
TBhypo3463.genome.CDS.1689,group00176
TBhypo3463.genome.CDS.1568,group00016
TBhypo3463.genome.CDS.1629,group00012
TBhypo3463.genome.CDS.1523,group03236
TBhypo3463.genome.CDS.2453,group00920
TBhypo3463.genome.CDS.1438,group00485
TBhypo3463.genome.CDS.2050,group01253
TBhypo3463.genome.CDS.1808,group11566
TBhypo3463.genome.CDS.1809,group00829
TBhypo3463.genome.CDS.2051,group00671
TBhypo3463.genome.CDS.1802,group08334
TBhypo3463.genome.CDS.1803,group01596
TBhypo3463.genome.CDS.1800,group01962
TBhypo3463.genome.CDS.1801,group01671
TBhypo3463.genome.CDS.1806,group00303
TBhypo3463.genome.CDS.1807,group00351
TBhypo3463.genome.CDS.1804,group00058
TBhypo3463.genome.CDS.1805,group00835
TBhypo3463.genome.CDS.1687,group00383
TBhypo3463.genome.CDS.1879,group00162
TBhypo3463.genome.CDS.1878,group00856
TBhypo3463.genome.CDS.1877,group00313
TBhypo3463.genome.CDS.1876,group00659
TBhypo3463.genome.CDS.1875,group00314
TBhypo3463.genome.CDS.1874,group08679
TBhypo3463.genome.CDS.1873,group00144
TBhypo3463.genome.CDS.1872,group00377
TBhypo3463.genome.CDS.1871,group00498
TBhypo3463.genome.CDS.1528,group00013
TBhypo3463.genome.CDS.1338,group02101
TBhypo3463.genome.CDS.1682,group03240
TBhypo3463.genome.CDS.1363,group00354
TBhypo3463.genome.CDS.1870,group00360
TBhypo3463.genome.CDS.1334,group04417
TBhypo3463.genome.CDS.1335,group00010
TBhypo3463.genome.CDS.1336,group00537
TBhypo3463.genome.CDS.1337,group00254
TBhypo3463.genome.CDS.1330,group02915
TBhypo3463.genome.CDS.1331,group07279
TBhypo3463.genome.CDS.1332,group02913
TBhypo3463.genome.CDS.1333,group00788
TBhypo3463.genome.CDS.1259,group00915
TBhypo3463.genome.CDS.1258,group00211
TBhypo3463.genome.CDS.2398,group00972
TBhypo3463.genome.CDS.1253,group01725
TBhypo3463.genome.CDS.1159,group07818
TBhypo3463.genome.CDS.1251,group01340
TBhypo3463.genome.CDS.1250,group01198
TBhypo3463.genome.CDS.1257,group00182
TBhypo3463.genome.CDS.1256,group00075
TBhypo3463.genome.CDS.1255,group10962
TBhypo3463.genome.CDS.1727,group00761
TBhypo3463.genome.CDS.1726,group01149
TBhypo3463.genome.CDS.1725,group00560
TBhypo3463.genome.CDS.1724,group11259
TBhypo3463.genome.CDS.1723,group00435
TBhypo3463.genome.CDS.1720,group00460
TBhypo3463.genome.CDS.1729,group04245
TBhypo3463.genome.CDS.1728,group04245
TBhypo3463.genome.CDS.2353,group00599
TBhypo3463.genome.CDS.2352,group00719
TBhypo3463.genome.CDS.2351,group00200
TBhypo3463.genome.CDS.2350,group04034
TBhypo3463.genome.CDS.2357,group00990
TBhypo3463.genome.CDS.2356,group00405
TBhypo3463.genome.CDS.2355,group00031
TBhypo3463.genome.CDS.2354,group00261
TBhypo3463.genome.CDS.2292,group00082
TBhypo3463.genome.CDS.2190,group00453
TBhypo3463.genome.CDS.2290,group11758
TBhypo3463.genome.CDS.2291,group00063
TBhypo3463.genome.CDS.2261,group00030
TBhypo3463.genome.CDS.2297,group00208
TBhypo3463.genome.CDS.2294,group00129
TBhypo3463.genome.CDS.678,group01601
TBhypo3463.genome.CDS.2191,group00915
TBhypo3463.genome.CDS.2059,group03250
TBhypo3463.genome.CDS.2193,group04473
TBhypo3463.genome.CDS.2192,group02396
TBhypo3463.genome.CDS.2195,group12543
TBhypo3463.genome.CDS.2194,group04678
TBhypo3463.genome.CDS.2197,group02931
TBhypo3463.genome.CDS.2196,group01303
TBhypo3463.genome.CDS.2199,group03253
TBhypo3463.genome.CDS.2198,group01059
TBhypo3463.genome.CDS.2052,group02670
TBhypo3463.genome.CDS.2053,group00311
TBhypo3463.genome.CDS.2054,group00691
TBhypo3463.genome.CDS.2055,group01993
TBhypo3463.genome.CDS.2056,group00752
TBhypo3463.genome.CDS.2057,group10919
TBhypo3463.genome.CDS.1752,group00612
TBhypo3463.genome.CDS.1753,group04115
TBhypo3463.genome.CDS.1750,group00002
TBhypo3463.genome.CDS.1751,group00362
TBhypo3463.genome.CDS.1756,group03241
TBhypo3463.genome.CDS.1757,group13629
TBhypo3463.genome.CDS.1754,group12591
TBhypo3463.genome.CDS.1755,group00316
TBhypo3463.genome.CDS.2255,group00110
TBhypo3463.genome.CDS.1758,group06372
TBhypo3463.genome.CDS.1759,group02086
TBhypo3463.genome.CDS.1283,group00489
TBhypo3463.genome.CDS.1590,group00000
TBhypo3463.genome.CDS.1591,group01949
TBhypo3463.genome.CDS.1592,group04246
TBhypo3463.genome.CDS.1593,group11570
TBhypo3463.genome.CDS.1594,group01761
TBhypo3463.genome.CDS.1595,group00036
TBhypo3463.genome.CDS.1596,group13853
TBhypo3463.genome.CDS.1597,group00451
TBhypo3463.genome.CDS.1613,group12069
TBhypo3463.genome.CDS.1612,group00597
TBhypo3463.genome.CDS.1611,group08192
TBhypo3463.genome.CDS.1610,group01679
TBhypo3463.genome.CDS.1617,group00546
TBhypo3463.genome.CDS.1616,group05283
TBhypo3463.genome.CDS.1615,group03239
TBhypo3463.genome.CDS.1614,group00283
TBhypo3463.genome.CDS.2128,group07488
TBhypo3463.genome.CDS.2094,group00179
TBhypo3463.genome.CDS.2124,group01031
TBhypo3463.genome.CDS.2125,group01082
TBhypo3463.genome.CDS.2126,group13876
TBhypo3463.genome.CDS.2127,group00613
TBhypo3463.genome.CDS.2120,group02920
TBhypo3463.genome.CDS.1619,group12410
TBhypo3463.genome.CDS.2122,group01063
TBhypo3463.genome.CDS.2123,group00336
TBhypo3463.genome.CDS.1618,group00022
TBhypo3463.genome.CDS.1322,group03268
TBhypo3463.genome.CDS.1656,group00963
TBhypo3463.genome.CDS.459,group01585
TBhypo3463.genome.CDS.2438,group08902
TBhypo3463.genome.CDS.2439,group00493
TBhypo3463.genome.CDS.2436,group07471
TBhypo3463.genome.CDS.2437,group00587
TBhypo3463.genome.CDS.2434,group00741
TBhypo3463.genome.CDS.2435,group00588
TBhypo3463.genome.CDS.2432,group00447
TBhypo3463.genome.CDS.1502,group00637
TBhypo3463.genome.CDS.1501,group00826
TBhypo3463.genome.CDS.2431,group00465
TBhypo3463.genome.CDS.1846,group00544
TBhypo3463.genome.CDS.1598,group01527
TBhypo3463.genome.CDS.1321,group00328
TBhypo3463.genome.CDS.1441,group01856
TBhypo3463.genome.CDS.945,group08977
TBhypo3463.genome.CDS.1369,group09811
TBhypo3463.genome.CDS.2145,group00601
TBhypo3463.genome.CDS.2390,group09158
TBhypo3463.genome.CDS.844,group04689
TBhypo3463.genome.CDS.2152,group04676
TBhypo3463.genome.CDS.2257,group00416
TBhypo3463.genome.CDS.2465,group00771
TBhypo3463.genome.CDS.846,group00071
TBhypo3463.genome.CDS.1919,group01033
TBhypo3463.genome.CDS.1378,group00128
TBhypo3463.genome.CDS.1958,group03639
TBhypo3463.genome.CDS.2382,group00185
TBhypo3463.genome.CDS.2228,group00905
TBhypo3463.genome.CDS.2384,group00726
TBhypo3463.genome.CDS.2385,group00270
TBhypo3463.genome.CDS.2386,group00912
TBhypo3463.genome.CDS.2387,group00789
TBhypo3463.genome.CDS.2388,group00884
TBhypo3463.genome.CDS.2222,group01865
TBhypo3463.genome.CDS.1372,group11197
TBhypo3463.genome.CDS.1373,group12412
TBhypo3463.genome.CDS.1374,group01055
TBhypo3463.genome.CDS.1375,group07301
TBhypo3463.genome.CDS.2225,group03254
TBhypo3463.genome.CDS.2224,group01865
TBhypo3463.genome.CDS.1929,group00690
TBhypo3463.genome.CDS.1847,group00163
TBhypo3463.genome.CDS.1844,group00116
TBhypo3463.genome.CDS.1845,group00592
TBhypo3463.genome.CDS.1842,group00401
TBhypo3463.genome.CDS.1843,group11479
TBhypo3463.genome.CDS.1840,group00230
TBhypo3463.genome.CDS.1841,group00368
TBhypo3463.genome.CDS.1921,group07712
TBhypo3463.genome.CDS.1920,group00543
TBhypo3463.genome.CDS.1923,group08400
TBhypo3463.genome.CDS.1922,group03955
TBhypo3463.genome.CDS.1925,group02239
TBhypo3463.genome.CDS.1924,group00957
TBhypo3463.genome.CDS.1848,group05108
TBhypo3463.genome.CDS.1926,group00045
TBhypo3463.genome.CDS.1516,group02430
TBhypo3463.genome.CDS.427,group01991
TBhypo3463.genome.CDS.2506,group10262
TBhypo3463.genome.CDS.1429,group01817
TBhypo3463.genome.CDS.1642,group00713
TBhypo3463.genome.CDS.1533,group00258
TBhypo3463.genome.CDS.1473,group00375
TBhypo3463.genome.CDS.1899,group09129
TBhypo3463.genome.CDS.2099,group07589
TBhypo3463.genome.CDS.1579,group00007
TBhypo3463.genome.CDS.1477,group07129
TBhypo3463.genome.CDS.1476,group00260
TBhypo3463.genome.CDS.1475,group00766
TBhypo3463.genome.CDS.1474,group00047
TBhypo3463.genome.CDS.1572,group00266
TBhypo3463.genome.CDS.1573,group00350
TBhypo3463.genome.CDS.1570,group00903
TBhypo3463.genome.CDS.1571,group00673
TBhypo3463.genome.CDS.1576,group00806
TBhypo3463.genome.CDS.1577,group13852
TBhypo3463.genome.CDS.1574,group00609
TBhypo3463.genome.CDS.1575,group12642
TBhypo3463.genome.CDS.1487,group00287
TBhypo3463.genome.CDS.2507,group12822
TBhypo3463.genome.CDS.2121,group03072
TBhypo3463.genome.CDS.1648,group00308
TBhypo3463.genome.CDS.1247,group00430
TBhypo3463.genome.CDS.2310,group01237
TBhypo3463.genome.CDS.1762,group00011
TBhypo3463.genome.CDS.2201,group04680
TBhypo3463.genome.CDS.1361,group12777
TBhypo3463.genome.CDS.2508,group07324
TBhypo3463.genome.CDS.1357,group00245
TBhypo3463.genome.CDS.1859,group00553
TBhypo3463.genome.CDS.1300,group09669
TBhypo3463.genome.CDS.2509,group05122
TBhypo3463.genome.CDS.2203,group02932
TBhypo3463.genome.CDS.1858,group00966
TBhypo3463.genome.CDS.2082,group00624
TBhypo3463.genome.CDS.2095,group00180
TBhypo3463.genome.CDS.2096,group00238
TBhypo3463.genome.CDS.2097,group00914
TBhypo3463.genome.CDS.2090,group00967
TBhypo3463.genome.CDS.2091,group00327
TBhypo3463.genome.CDS.2092,group02925
TBhypo3463.genome.CDS.2318,group14024
TBhypo3463.genome.CDS.2316,group06565
TBhypo3463.genome.CDS.2315,group00707
TBhypo3463.genome.CDS.2314,group12933
TBhypo3463.genome.CDS.2098,group01023
TBhypo3463.genome.CDS.2504,group02467
TBhypo3463.genome.CDS.2311,group11180
TBhypo3463.genome.CDS.2204,group04681
TBhypo3463.genome.CDS.1564,group01013
TBhypo3463.genome.CDS.2505,group08264
TBhypo3463.genome.CDS.1296,group02657
TBhypo3463.genome.CDS.2207,group01308
TBhypo3463.genome.CDS.1433,group04613
TBhypo3463.genome.CDS.2206,group02630
TBhypo3463.genome.CDS.2471,group00037
TBhypo3463.genome.CDS.1657,group07409
TBhypo3463.genome.CDS.1451,group10533
TBhypo3463.genome.CDS.1655,group00276
TBhypo3463.genome.CDS.1654,group00674
TBhypo3463.genome.CDS.1653,group02454
TBhypo3463.genome.CDS.2269,group00708
TBhypo3463.genome.CDS.1651,group07954
TBhypo3463.genome.CDS.1719,group00440
TBhypo3463.genome.CDS.1716,group01965
TBhypo3463.genome.CDS.2018,group04798
TBhypo3463.genome.CDS.1714,group00732
TBhypo3463.genome.CDS.1430,group00020
TBhypo3463.genome.CDS.1712,group00841
TBhypo3463.genome.CDS.1713,group14044
TBhypo3463.genome.CDS.1710,group00226
TBhypo3463.genome.CDS.1711,group00497
TBhypo3463.genome.CDS.2003,group00442
TBhypo3463.genome.CDS.2002,group00753
TBhypo3463.genome.CDS.2001,group00980
TBhypo3463.genome.CDS.2369,group00461
TBhypo3463.genome.CDS.2007,group00141
TBhypo3463.genome.CDS.1566,group01393
TBhypo3463.genome.CDS.2005,group00251
TBhypo3463.genome.CDS.2004,group00372
TBhypo3463.genome.CDS.2362,group00138
TBhypo3463.genome.CDS.2363,group00483
TBhypo3463.genome.CDS.2009,group00379
TBhypo3463.genome.CDS.2008,group04450
TBhypo3463.genome.CDS.2366,group00880
TBhypo3463.genome.CDS.2367,group00183
TBhypo3463.genome.CDS.2364,group10353
TBhypo3463.genome.CDS.2365,group00133
TBhypo3463.genome.CDS.2168,group02459
TBhypo3463.genome.CDS.1263,group13943
TBhypo3463.genome.CDS.1260,group01376
TBhypo3463.genome.CDS.1261,group02638
TBhypo3463.genome.CDS.1266,group13847
TBhypo3463.genome.CDS.1267,group10778
TBhypo3463.genome.CDS.1264,group05665
TBhypo3463.genome.CDS.1265,group12922
TBhypo3463.genome.CDS.2160,group03968
TBhypo3463.genome.CDS.2161,group00410
TBhypo3463.genome.CDS.1268,group08410
TBhypo3463.genome.CDS.1359,group09754
TBhypo3463.genome.CDS.2165,group01382
TBhypo3463.genome.CDS.2166,group00830
TBhypo3463.genome.CDS.2167,group02458
TBhypo3463.genome.CDS.1622,group00496
TBhypo3463.genome.CDS.1620,group00003
TBhypo3463.genome.CDS.1621,group00001
TBhypo3463.genome.CDS.1626,group10032
TBhypo3463.genome.CDS.1627,group10548
TBhypo3463.genome.CDS.1624,group01964
TBhypo3463.genome.CDS.1625,group04116
TBhypo3463.genome.CDS.2159,group01015
TBhypo3463.genome.CDS.1628,group01333
TBhypo3463.genome.CDS.1962,group00993
TBhypo3463.genome.CDS.2457,group00737
TBhypo3463.genome.CDS.2158,group00217
TBhypo3463.genome.CDS.2500,group00949
TBhypo3463.genome.CDS.1238,group12962
TBhypo3463.genome.CDS.1569,group03761
TBhypo3463.genome.CDS.1509,group00681
TBhypo3463.genome.CDS.1407,group00003
TBhypo3463.genome.CDS.412,group00641
TBhypo3463.genome.CDS.1508,group08435
TBhypo3463.genome.CDS.142,group00579
TBhypo3463.genome.CDS.1785,group00315
TBhypo3463.genome.CDS.1784,group00359
TBhypo3463.genome.CDS.1787,group06264
TBhypo3463.genome.CDS.1786,group00754
TBhypo3463.genome.CDS.1781,group00233
TBhypo3463.genome.CDS.1780,group01834
TBhypo3463.genome.CDS.1783,group12041
TBhypo3463.genome.CDS.1782,group13086
TBhypo3463.genome.CDS.1252,group01766
TBhypo3463.genome.CDS.2501,group04686
TBhypo3463.genome.CDS.2058,group03772
TBhypo3463.genome.CDS.1789,group00657
TBhypo3463.genome.CDS.1788,group05119
TBhypo3463.genome.CDS.2389,group00790
TBhypo3463.genome.CDS.2267,group00458
TBhypo3463.genome.CDS.2266,group08442
TBhypo3463.genome.CDS.2265,group01680
TBhypo3463.genome.CDS.2264,group00901
TBhypo3463.genome.CDS.2263,group00322
TBhypo3463.genome.CDS.2262,group00242
TBhypo3463.genome.CDS.1439,group00690
TBhypo3463.genome.CDS.2260,group00102
TBhypo3463.genome.CDS.1437,group01469
TBhypo3463.genome.CDS.1503,group02235
TBhypo3463.genome.CDS.1435,group01206
TBhypo3463.genome.CDS.1434,group00073
TBhypo3463.genome.CDS.2502,group03783
TBhypo3463.genome.CDS.2503,group00434
TBhypo3463.genome.CDS.1431,group00822
TBhypo3463.genome.CDS.2268,group07148
TBhypo3463.genome.CDS.1965,group04507
TBhypo3463.genome.CDS.2490,group00463
TBhypo3463.genome.CDS.1967,group13865
TBhypo3463.genome.CDS.1966,group01591
TBhypo3463.genome.CDS.1961,group00703
TBhypo3463.genome.CDS.1960,group00029
TBhypo3463.genome.CDS.1963,group07826
TBhypo3463.genome.CDS.1560,group11291
TBhypo3463.genome.CDS.2061,group00433
TBhypo3463.genome.CDS.1775,group00343
TBhypo3463.genome.CDS.2129,group01301
TBhypo3463.genome.CDS.1969,group03246
TBhypo3463.genome.CDS.1968,group03454
TBhypo3463.genome.CDS.2046,group01036
TBhypo3463.genome.CDS.2349,group00414
TBhypo3463.genome.CDS.1562,group00386
TBhypo3463.genome.CDS.2494,group00626
TBhypo3463.genome.CDS.2495,group00084
TBhypo3463.genome.CDS.1536,group00111
TBhypo3463.genome.CDS.1537,group12945
TBhypo3463.genome.CDS.1534,group00066
TBhypo3463.genome.CDS.1535,group00147
TBhypo3463.genome.CDS.1532,group08483
TBhypo3463.genome.CDS.1408,group00001
TBhypo3463.genome.CDS.2467,group00801
TBhypo3463.genome.CDS.1531,group00064
TBhypo3463.genome.CDS.2469,group00643
TBhypo3463.genome.CDS.2468,group00668
TBhypo3463.genome.CDS.2497,group11238
TBhypo3463.genome.CDS.1538,group00710
TBhypo3463.genome.CDS.1539,group01595
TBhypo3463.genome.CDS.2233,group08124
TBhypo3463.genome.CDS.2069,group02671
TBhypo3463.genome.CDS.1457,group00522
TBhypo3463.genome.CDS.966,group00166
TBhypo3463.genome.CDS.965,group00757
TBhypo3463.genome.CDS.2068,group00936
TBhypo3463.genome.CDS.1819,group00042
TBhypo3463.genome.CDS.1818,group00467
TBhypo3463.genome.CDS.1274,group09996
TBhypo3463.genome.CDS.1811,group01021
TBhypo3463.genome.CDS.1810,group00687
TBhypo3463.genome.CDS.1813,group00197
TBhypo3463.genome.CDS.1812,group00023
TBhypo3463.genome.CDS.1815,group08480
TBhypo3463.genome.CDS.1814,group00576
TBhypo3463.genome.CDS.1817,group01120
TBhypo3463.genome.CDS.1816,group00747
TBhypo3463.genome.CDS.1882,group00107
TBhypo3463.genome.CDS.1883,group13862
TBhypo3463.genome.CDS.1880,group02645
TBhypo3463.genome.CDS.1881,group00284
TBhypo3463.genome.CDS.1886,group00662
TBhypo3463.genome.CDS.1887,group06574
TBhypo3463.genome.CDS.1884,group00541
TBhypo3463.genome.CDS.1245,group01347
TBhypo3463.genome.CDS.1888,group00615
TBhypo3463.genome.CDS.1889,group00823
TBhypo3463.genome.CDS.891,group10943
TBhypo3463.genome.CDS.2463,group01606
TBhypo3463.genome.CDS.1365,group00096
TBhypo3463.genome.CDS.1323,group00611
TBhypo3463.genome.CDS.2213,group01251
TBhypo3463.genome.CDS.2210,group01004
TBhypo3463.genome.CDS.1449,group12283
TBhypo3463.genome.CDS.1327,group00821
TBhypo3463.genome.CDS.1326,group00825
TBhypo3463.genome.CDS.1325,group00764
TBhypo3463.genome.CDS.2215,group04682
TBhypo3463.genome.CDS.1442,group00902
TBhypo3463.genome.CDS.1443,group00384
TBhypo3463.genome.CDS.1440,group00108
TBhypo3463.genome.CDS.1328,group00845
TBhypo3463.genome.CDS.1446,group00933
TBhypo3463.genome.CDS.1447,group13099
TBhypo3463.genome.CDS.1444,group13628
TBhypo3463.genome.CDS.1445,group00068
TBhypo3463.genome.CDS.2335,group00944
TBhypo3463.genome.CDS.1530,group00146
TBhypo3463.genome.CDS.1228,group00113
TBhypo3463.genome.CDS.2461,group00755
TBhypo3463.genome.CDS.46,group04688
TBhypo3463.genome.CDS.2466,group11426
TBhypo3463.genome.CDS.2085,group02841
TBhypo3463.genome.CDS.1471,group07714
TBhypo3463.genome.CDS.2274,group03773
TBhypo3463.genome.CDS.2289,group00885
TBhypo3463.genome.CDS.2288,group00444
TBhypo3463.genome.CDS.2324,group04582
TBhypo3463.genome.CDS.766,group00728
TBhypo3463.genome.CDS.2322,group01357
TBhypo3463.genome.CDS.2323,group01137
TBhypo3463.genome.CDS.2320,group01769
TBhypo3463.genome.CDS.2321,group03257
TBhypo3463.genome.CDS.2281,group00353
TBhypo3463.genome.CDS.2280,group00574
TBhypo3463.genome.CDS.2283,group00296
TBhypo3463.genome.CDS.2332,group12709
TBhypo3463.genome.CDS.2285,group00297
TBhypo3463.genome.CDS.2284,group00412
TBhypo3463.genome.CDS.2328,group03259
TBhypo3463.genome.CDS.2286,group00227
TBhypo3463.genome.CDS.2049,group00892
TBhypo3463.genome.CDS.2047,group00777
TBhypo3463.genome.CDS.2182,group11910
TBhypo3463.genome.CDS.2220,group07896
TBhypo3463.genome.CDS.2044,group03770
TBhypo3463.genome.CDS.2043,group01092
TBhypo3463.genome.CDS.665,group12298
TBhypo3463.genome.CDS.2041,group02928
TBhypo3463.genome.CDS.2040,group00537
TBhypo3463.genome.CDS.2218,group02431
TBhypo3463.genome.CDS.1743,group00497
TBhypo3463.genome.CDS.1742,group00768
TBhypo3463.genome.CDS.1745,group09114
TBhypo3463.genome.CDS.1744,group00751
TBhypo3463.genome.CDS.1747,group01338
TBhypo3463.genome.CDS.1746,group00152
TBhypo3463.genome.CDS.1749,group00215
TBhypo3463.genome.CDS.1748,group00057
TBhypo3463.genome.CDS.1031,group03751
TBhypo3463.genome.CDS.1587,group01063
TBhypo3463.genome.CDS.1586,group00282
TBhypo3463.genome.CDS.1585,group04318
TBhypo3463.genome.CDS.1584,group00725
TBhypo3463.genome.CDS.1583,group00342
TBhypo3463.genome.CDS.1582,group00289
TBhypo3463.genome.CDS.1581,group12857
TBhypo3463.genome.CDS.1669,group00127
TBhypo3463.genome.CDS.1666,group00783
TBhypo3463.genome.CDS.1667,group00155
TBhypo3463.genome.CDS.1664,group00100
TBhypo3463.genome.CDS.1665,group00130
TBhypo3463.genome.CDS.1662,group00700
TBhypo3463.genome.CDS.1663,group08632
TBhypo3463.genome.CDS.1660,group13725
TBhypo3463.genome.CDS.1588,group01457
TBhypo3463.genome.CDS.2038,group02264
TBhypo3463.genome.CDS.2039,group04673
TBhypo3463.genome.CDS.2137,group00214
TBhypo3463.genome.CDS.2136,group00281
TBhypo3463.genome.CDS.2135,group01205
TBhypo3463.genome.CDS.2134,group00982
TBhypo3463.genome.CDS.2032,group00876
TBhypo3463.genome.CDS.2033,group00534
TBhypo3463.genome.CDS.2139,group00409
TBhypo3463.genome.CDS.2031,group00533
TBhypo3463.genome.CDS.2036,group10223
TBhypo3463.genome.CDS.2037,group04671
TBhypo3463.genome.CDS.2034,group02451
TBhypo3463.genome.CDS.1490,group00237
TBhypo3463.genome.CDS.2433,group00466
TBhypo3463.genome.CDS.2180,group01196
TBhypo3463.genome.CDS.2226,group00772
TBhypo3463.genome.CDS.2429,group12985
TBhypo3463.genome.CDS.2428,group00446
TBhypo3463.genome.CDS.1599,group02266
TBhypo3463.genome.CDS.2425,group07127
TBhypo3463.genome.CDS.2424,group01027
TBhypo3463.genome.CDS.2427,group00345
TBhypo3463.genome.CDS.2426,group08976
TBhypo3463.genome.CDS.2421,group01178
TBhypo3463.genome.CDS.2420,group00621
TBhypo3463.genome.CDS.2423,group00357
TBhypo3463.genome.CDS.2422,group06029
TBhypo3463.genome.CDS.2430,group00008
TBhypo3463.genome.CDS.1478,group01011
TBhypo3463.genome.CDS.230,group00542
TBhypo3463.genome.CDS.2402,group00501
TBhypo3463.genome.CDS.2186,group00070
TBhypo3463.genome.CDS.2360,group00487
TBhypo3463.genome.CDS.2185,group00054
TBhypo3463.genome.CDS.2397,group00969
TBhypo3463.genome.CDS.2380,group00584
TBhypo3463.genome.CDS.2395,group05272
TBhypo3463.genome.CDS.2394,group00991
TBhypo3463.genome.CDS.2393,group09448
TBhypo3463.genome.CDS.2392,group12977
TBhypo3463.genome.CDS.2391,group10249
TBhypo3463.genome.CDS.1368,group01489
TBhypo3463.genome.CDS.2256,group00043
TBhypo3463.genome.CDS.845,group10917
TBhypo3463.genome.CDS.2254,group00120
TBhypo3463.genome.CDS.1364,group00249
TBhypo3463.genome.CDS.2252,group00125
TBhypo3463.genome.CDS.2253,group00335
TBhypo3463.genome.CDS.2250,group00041
TBhypo3463.genome.CDS.1360,group00160
TBhypo3463.genome.CDS.1855,group00803
TBhypo3463.genome.CDS.1854,group00376
TBhypo3463.genome.CDS.1857,group01765
TBhypo3463.genome.CDS.1856,group00526
TBhypo3463.genome.CDS.1918,group00005
TBhypo3463.genome.CDS.1850,group13860
TBhypo3463.genome.CDS.1853,group00252
TBhypo3463.genome.CDS.1852,group00366
TBhypo3463.genome.CDS.1914,group00847
TBhypo3463.genome.CDS.1915,group00257
TBhypo3463.genome.CDS.1916,group00593
TBhypo3463.genome.CDS.1917,group02115
TBhypo3463.genome.CDS.1910,group00952
TBhypo3463.genome.CDS.1911,group01077
TBhypo3463.genome.CDS.1912,group01017
TBhypo3463.genome.CDS.1913,group00478
TBhypo3463.genome.CDS.2141,group00438
TBhypo3463.genome.CDS.2413,group03778
TBhypo3463.genome.CDS.1507,group13844
TBhypo3463.genome.CDS.1797,group07897
TBhypo3463.genome.CDS.2510,group00925
TBhypo3463.genome.CDS.1773,group00477
TBhypo3463.genome.CDS.2498,group03781
TBhypo3463.genome.CDS.1370,group04454
TBhypo3463.genome.CDS.1404,group00145
TBhypo3463.genome.CDS.1405,group00520
TBhypo3463.genome.CDS.1402,group00115
TBhypo3463.genome.CDS.1403,group00172
TBhypo3463.genome.CDS.1400,group00098
TBhypo3463.genome.CDS.1401,group00122
TBhypo3463.genome.CDS.1561,group04909
TBhypo3463.genome.CDS.2491,group13830
TBhypo3463.genome.CDS.1563,group01814
TBhypo3463.genome.CDS.2493,group00205
