TBhypo3180.genome.CDS.1428,group01989
TBhypo3180.genome.CDS.1709,group00347
TBhypo3180.genome.CDS.1708,group00628
TBhypo3180.genome.CDS.1707,group00068
TBhypo3180.genome.CDS.1706,group02273
TBhypo3180.genome.CDS.1701,group03337
TBhypo3180.genome.CDS.1700,group02648
TBhypo3180.genome.CDS.1703,group00293
TBhypo3180.genome.CDS.1702,group01879
TBhypo3180.genome.CDS.2379,group01214
TBhypo3180.genome.CDS.2077,group01474
TBhypo3180.genome.CDS.2074,group02496
TBhypo3180.genome.CDS.2075,group01280
TBhypo3180.genome.CDS.2072,group01403
TBhypo3180.genome.CDS.2073,group01465
TBhypo3180.genome.CDS.2070,group01401
TBhypo3180.genome.CDS.2071,group00370
TBhypo3180.genome.CDS.2371,group01540
TBhypo3180.genome.CDS.2370,group00210
TBhypo3180.genome.CDS.2373,group00806
TBhypo3180.genome.CDS.2372,group00910
TBhypo3180.genome.CDS.2375,group00908
TBhypo3180.genome.CDS.2374,group02495
TBhypo3180.genome.CDS.2377,group00675
TBhypo3180.genome.CDS.2079,group03329
TBhypo3180.genome.CDS.1271,group00505
TBhypo3180.genome.CDS.1270,group03820
TBhypo3180.genome.CDS.1273,group00647
TBhypo3180.genome.CDS.1272,group01293
TBhypo3180.genome.CDS.1275,group00183
TBhypo3180.genome.CDS.1274,group00424
TBhypo3180.genome.CDS.2179,group01357
TBhypo3180.genome.CDS.2178,group04717
TBhypo3180.genome.CDS.1279,group00187
TBhypo3180.genome.CDS.2176,group00808
TBhypo3180.genome.CDS.499,group01416
TBhypo3180.genome.CDS.2174,group02130
TBhypo3180.genome.CDS.2173,group01611
TBhypo3180.genome.CDS.2172,group01310
TBhypo3180.genome.CDS.2171,group01616
TBhypo3180.genome.CDS.2170,group00355
TBhypo3180.genome.CDS.1631,group00087
TBhypo3180.genome.CDS.1630,group00103
TBhypo3180.genome.CDS.1633,group01079
TBhypo3180.genome.CDS.1632,group03839
TBhypo3180.genome.CDS.1635,group02143
TBhypo3180.genome.CDS.1634,group00039
TBhypo3180.genome.CDS.1637,group00744
TBhypo3180.genome.CDS.1636,group00074
TBhypo3180.genome.CDS.1639,group00285
TBhypo3180.genome.CDS.1638,group00840
TBhypo3180.genome.CDS.1397,group00361
TBhypo3180.genome.CDS.2250,group01443
TBhypo3180.genome.CDS.2050,group04725
TBhypo3180.genome.CDS.573,group04756
TBhypo3180.genome.CDS.2051,group04726
TBhypo3180.genome.CDS.1345,group00072
TBhypo3180.genome.CDS.2108,group01684
TBhypo3180.genome.CDS.2109,group00064
TBhypo3180.genome.CDS.2076,group04736
TBhypo3180.genome.CDS.2102,group02965
TBhypo3180.genome.CDS.2103,group00161
TBhypo3180.genome.CDS.2100,group02667
TBhypo3180.genome.CDS.2101,group00154
TBhypo3180.genome.CDS.2106,group00267
TBhypo3180.genome.CDS.2107,group01222
TBhypo3180.genome.CDS.2104,group01411
TBhypo3180.genome.CDS.2105,group01292
TBhypo3180.genome.CDS.2056,group02269
TBhypo3180.genome.CDS.1344,group00062
TBhypo3180.genome.CDS.1588,group01594
TBhypo3180.genome.CDS.1906,group01305
TBhypo3180.genome.CDS.1931,group00836
TBhypo3180.genome.CDS.1343,group00098
TBhypo3180.genome.CDS.309,group03841
TBhypo3180.genome.CDS.272,group13222
TBhypo3180.genome.CDS.271,group01425
TBhypo3180.genome.CDS.275,group00144
TBhypo3180.genome.CDS.1525,group00169
TBhypo3180.genome.CDS.1524,group00725
TBhypo3180.genome.CDS.1527,group01170
TBhypo3180.genome.CDS.1526,group01181
TBhypo3180.genome.CDS.1521,group00818
TBhypo3180.genome.CDS.1689,group05065
TBhypo3180.genome.CDS.1523,group00383
TBhypo3180.genome.CDS.1684,group00249
TBhypo3180.genome.CDS.1685,group00218
TBhypo3180.genome.CDS.1687,group02308
TBhypo3180.genome.CDS.1529,group01206
TBhypo3180.genome.CDS.1681,group00160
TBhypo3180.genome.CDS.1682,group00159
TBhypo3180.genome.CDS.1683,group00134
TBhypo3180.genome.CDS.2328,group00565
TBhypo3180.genome.CDS.1869,group13244
TBhypo3180.genome.CDS.2018,group00364
TBhypo3180.genome.CDS.1828,group01040
TBhypo3180.genome.CDS.1829,group01301
TBhypo3180.genome.CDS.1824,group01123
TBhypo3180.genome.CDS.1825,group00275
TBhypo3180.genome.CDS.1826,group01276
TBhypo3180.genome.CDS.1827,group00919
TBhypo3180.genome.CDS.1820,group01210
TBhypo3180.genome.CDS.1821,group00433
TBhypo3180.genome.CDS.1822,group01542
TBhypo3180.genome.CDS.1823,group00633
TBhypo3180.genome.CDS.1958,group00234
TBhypo3180.genome.CDS.1890,group00762
TBhypo3180.genome.CDS.1893,group02034
TBhypo3180.genome.CDS.1892,group01045
TBhypo3180.genome.CDS.1895,group01856
TBhypo3180.genome.CDS.1897,group00156
TBhypo3180.genome.CDS.1896,group02717
TBhypo3180.genome.CDS.1950,group02505
TBhypo3180.genome.CDS.1898,group00124
TBhypo3180.genome.CDS.1952,group00344
TBhypo3180.genome.CDS.1953,group00304
TBhypo3180.genome.CDS.1954,group00422
TBhypo3180.genome.CDS.1619,group00517
TBhypo3180.genome.CDS.1956,group00741
TBhypo3180.genome.CDS.1957,group00588
TBhypo3180.genome.CDS.1356,group01618
TBhypo3180.genome.CDS.2200,group02123
TBhypo3180.genome.CDS.2203,group03083
TBhypo3180.genome.CDS.1355,group00531
TBhypo3180.genome.CDS.1352,group01143
TBhypo3180.genome.CDS.1353,group01543
TBhypo3180.genome.CDS.1350,group00149
TBhypo3180.genome.CDS.1351,group01652
TBhypo3180.genome.CDS.2209,group00083
TBhypo3180.genome.CDS.2208,group00053
TBhypo3180.genome.CDS.1453,group00181
TBhypo3180.genome.CDS.1452,group01106
TBhypo3180.genome.CDS.1455,group00754
TBhypo3180.genome.CDS.1454,group04928
TBhypo3180.genome.CDS.1457,group00032
TBhypo3180.genome.CDS.1456,group01072
TBhypo3180.genome.CDS.1239,group01530
TBhypo3180.genome.CDS.2378,group00566
TBhypo3180.genome.CDS.1381,group00217
TBhypo3180.genome.CDS.1235,group00516
TBhypo3180.genome.CDS.1234,group00004
TBhypo3180.genome.CDS.1237,group01010
TBhypo3180.genome.CDS.1236,group00634
TBhypo3180.genome.CDS.1231,group00593
TBhypo3180.genome.CDS.1230,group00215
TBhypo3180.genome.CDS.1233,group00016
TBhypo3180.genome.CDS.1232,group02290
TBhypo3180.genome.CDS.1431,group00322
TBhypo3180.genome.CDS.1613,group00001
TBhypo3180.genome.CDS.2394,group00060
TBhypo3180.genome.CDS.1278,group00011
TBhypo3180.genome.CDS.1599,group02732
TBhypo3180.genome.CDS.2335,group00023
TBhypo3180.genome.CDS.2334,group00268
TBhypo3180.genome.CDS.2337,group01120
TBhypo3180.genome.CDS.2336,group00023
TBhypo3180.genome.CDS.2331,group01492
TBhypo3180.genome.CDS.2330,group00664
TBhypo3180.genome.CDS.2333,group03223
TBhypo3180.genome.CDS.2332,group00902
TBhypo3180.genome.CDS.2259,group02347
TBhypo3180.genome.CDS.2339,group00784
TBhypo3180.genome.CDS.2338,group00467
TBhypo3180.genome.CDS.1429,group00459
TBhypo3180.genome.CDS.909,group01363
TBhypo3180.genome.CDS.1367,group01036
TBhypo3180.genome.CDS.756,group04971
TBhypo3180.genome.CDS.2218,group01192
TBhypo3180.genome.CDS.1690,group02266
TBhypo3180.genome.CDS.2254,group00944
TBhypo3180.genome.CDS.1774,group01689
TBhypo3180.genome.CDS.1891,group03828
TBhypo3180.genome.CDS.1776,group00050
TBhypo3180.genome.CDS.1777,group02486
TBhypo3180.genome.CDS.1770,group00599
TBhypo3180.genome.CDS.1771,group01409
TBhypo3180.genome.CDS.1772,group01536
TBhypo3180.genome.CDS.1959,group01047
TBhypo3180.genome.CDS.1778,group02708
TBhypo3180.genome.CDS.1779,group02962
TBhypo3180.genome.CDS.2253,group01643
TBhypo3180.genome.CDS.437,group00298
TBhypo3180.genome.CDS.1679,group00224
TBhypo3180.genome.CDS.1678,group00783
TBhypo3180.genome.CDS.433,group00667
TBhypo3180.genome.CDS.1675,group00153
TBhypo3180.genome.CDS.1674,group00051
TBhypo3180.genome.CDS.1677,group00603
TBhypo3180.genome.CDS.1360,group01568
TBhypo3180.genome.CDS.1671,group00329
TBhypo3180.genome.CDS.1670,group00690
TBhypo3180.genome.CDS.1673,group00204
TBhypo3180.genome.CDS.128,group04757
TBhypo3180.genome.CDS.2029,group01337
TBhypo3180.genome.CDS.2028,group00167
TBhypo3180.genome.CDS.2144,group00382
TBhypo3180.genome.CDS.2145,group01582
TBhypo3180.genome.CDS.2142,group00699
TBhypo3180.genome.CDS.2143,group01070
TBhypo3180.genome.CDS.2140,group00221
TBhypo3180.genome.CDS.2141,group00614
TBhypo3180.genome.CDS.2021,group00491
TBhypo3180.genome.CDS.2020,group00291
TBhypo3180.genome.CDS.2023,group00021
TBhypo3180.genome.CDS.2022,group00395
TBhypo3180.genome.CDS.2025,group00508
TBhypo3180.genome.CDS.2024,group00020
TBhypo3180.genome.CDS.2148,group02503
TBhypo3180.genome.CDS.2149,group01338
TBhypo3180.genome.CDS.1288,group00561
TBhypo3180.genome.CDS.1899,group13249
TBhypo3180.genome.CDS.1768,group00031
TBhypo3180.genome.CDS.1281,group00542
TBhypo3180.genome.CDS.1951,group00446
TBhypo3180.genome.CDS.1280,group00056
TBhypo3180.genome.CDS.1918,group00927
TBhypo3180.genome.CDS.1282,group00231
TBhypo3180.genome.CDS.1283,group01370
TBhypo3180.genome.CDS.1284,group00624
TBhypo3180.genome.CDS.1285,group00625
TBhypo3180.genome.CDS.1286,group01427
TBhypo3180.genome.CDS.1850,group02969
TBhypo3180.genome.CDS.1911,group00733
TBhypo3180.genome.CDS.1364,group02382
TBhypo3180.genome.CDS.1593,group02734
TBhypo3180.genome.CDS.1955,group02989
TBhypo3180.genome.CDS.1763,group00377
TBhypo3180.genome.CDS.1488,group00299
TBhypo3180.genome.CDS.1762,group01224
TBhypo3180.genome.CDS.1486,group00773
TBhypo3180.genome.CDS.1487,group04735
TBhypo3180.genome.CDS.1484,group00279
TBhypo3180.genome.CDS.1485,group13224
TBhypo3180.genome.CDS.1384,group00605
TBhypo3180.genome.CDS.1483,group00128
TBhypo3180.genome.CDS.1480,group00044
TBhypo3180.genome.CDS.1481,group00375
TBhypo3180.genome.CDS.2201,group02682
TBhypo3180.genome.CDS.1760,group01333
TBhypo3180.genome.CDS.1198,group00202
TBhypo3180.genome.CDS.2261,group00609
TBhypo3180.genome.CDS.1357,group00201
TBhypo3180.genome.CDS.1194,group02490
TBhypo3180.genome.CDS.1910,group00469
TBhypo3180.genome.CDS.1196,group00394
TBhypo3180.genome.CDS.1197,group00425
TBhypo3180.genome.CDS.1190,group00106
TBhypo3180.genome.CDS.1191,group00136
TBhypo3180.genome.CDS.1192,group00381
TBhypo3180.genome.CDS.1193,group00257
TBhypo3180.genome.CDS.1389,group02718
TBhypo3180.genome.CDS.2205,group00300
TBhypo3180.genome.CDS.1368,group02473
TBhypo3180.genome.CDS.1764,group04722
TBhypo3180.genome.CDS.2204,group13260
TBhypo3180.genome.CDS.1392,group00118
TBhypo3180.genome.CDS.1393,group01822
TBhypo3180.genome.CDS.1595,group00479
TBhypo3180.genome.CDS.1391,group00119
TBhypo3180.genome.CDS.2249,group03311
TBhypo3180.genome.CDS.2207,group00349
TBhypo3180.genome.CDS.1394,group00045
TBhypo3180.genome.CDS.1395,group00057
TBhypo3180.genome.CDS.2245,group05067
TBhypo3180.genome.CDS.2244,group00301
TBhypo3180.genome.CDS.2247,group00356
TBhypo3180.genome.CDS.2206,group00378
TBhypo3180.genome.CDS.2219,group01192
TBhypo3180.genome.CDS.2240,group02982
TBhypo3180.genome.CDS.2243,group02980
TBhypo3180.genome.CDS.2242,group02981
TBhypo3180.genome.CDS.1903,group13248
TBhypo3180.genome.CDS.1902,group01475
TBhypo3180.genome.CDS.1901,group00353
TBhypo3180.genome.CDS.1900,group00292
TBhypo3180.genome.CDS.1907,group00230
TBhypo3180.genome.CDS.1885,group00111
TBhypo3180.genome.CDS.1905,group01734
TBhypo3180.genome.CDS.1904,group01670
TBhypo3180.genome.CDS.329,group01697
TBhypo3180.genome.CDS.1909,group13250
TBhypo3180.genome.CDS.2268,group13264
TBhypo3180.genome.CDS.2150,group00716
TBhypo3180.genome.CDS.1994,group00147
TBhypo3180.genome.CDS.1995,group02716
TBhypo3180.genome.CDS.1996,group00073
TBhypo3180.genome.CDS.1997,group01191
TBhypo3180.genome.CDS.1990,group00065
TBhypo3180.genome.CDS.1991,group00338
TBhypo3180.genome.CDS.1992,group00258
TBhypo3180.genome.CDS.1698,group00755
TBhypo3180.genome.CDS.1998,group02984
TBhypo3180.genome.CDS.1999,group00556
TBhypo3180.genome.CDS.1415,group03151
TBhypo3180.genome.CDS.1417,group13220
TBhypo3180.genome.CDS.1416,group00554
TBhypo3180.genome.CDS.1411,group00238
TBhypo3180.genome.CDS.1410,group00007
TBhypo3180.genome.CDS.1413,group00246
TBhypo3180.genome.CDS.1412,group00192
TBhypo3180.genome.CDS.1554,group00270
TBhypo3180.genome.CDS.1555,group00076
TBhypo3180.genome.CDS.1556,group00483
TBhypo3180.genome.CDS.1557,group01358
TBhypo3180.genome.CDS.1419,group05063
TBhypo3180.genome.CDS.1418,group00451
TBhypo3180.genome.CDS.1552,group04719
TBhypo3180.genome.CDS.1553,group00822
TBhypo3180.genome.CDS.2017,group00488
TBhypo3180.genome.CDS.1289,group00562
TBhypo3180.genome.CDS.2159,group01017
TBhypo3180.genome.CDS.2011,group02139
TBhypo3180.genome.CDS.1377,group00481
TBhypo3180.genome.CDS.1981,group00111
TBhypo3180.genome.CDS.2289,group00191
TBhypo3180.genome.CDS.1238,group00543
TBhypo3180.genome.CDS.1868,group00164
TBhypo3180.genome.CDS.1406,group01473
TBhypo3180.genome.CDS.1568,group00534
TBhypo3180.genome.CDS.1860,group00060
TBhypo3180.genome.CDS.1861,group13242
TBhypo3180.genome.CDS.1862,group00944
TBhypo3180.genome.CDS.1863,group00168
TBhypo3180.genome.CDS.1864,group00078
TBhypo3180.genome.CDS.1865,group00731
TBhypo3180.genome.CDS.1866,group00090
TBhypo3180.genome.CDS.1867,group00195
TBhypo3180.genome.CDS.1309,group01254
TBhypo3180.genome.CDS.1308,group01414
TBhypo3180.genome.CDS.1301,group00456
TBhypo3180.genome.CDS.1300,group00476
TBhypo3180.genome.CDS.1303,group00022
TBhypo3180.genome.CDS.1302,group00475
TBhypo3180.genome.CDS.1305,group13251
TBhypo3180.genome.CDS.1304,group00283
TBhypo3180.genome.CDS.1307,group00861
TBhypo3180.genome.CDS.1306,group02985
TBhypo3180.genome.CDS.1460,group00837
TBhypo3180.genome.CDS.1298,group00417
TBhypo3180.genome.CDS.1660,group00077
TBhypo3180.genome.CDS.1731,group00527
TBhypo3180.genome.CDS.1732,group03082
TBhypo3180.genome.CDS.1733,group00555
TBhypo3180.genome.CDS.1734,group00107
TBhypo3180.genome.CDS.1735,group00107
TBhypo3180.genome.CDS.1736,group03861
TBhypo3180.genome.CDS.1737,group03491
TBhypo3180.genome.CDS.1738,group02394
TBhypo3180.genome.CDS.1739,group00843
TBhypo3180.genome.CDS.1908,group00365
TBhypo3180.genome.CDS.2349,group01322
TBhypo3180.genome.CDS.2065,group02491
TBhypo3180.genome.CDS.1843,group00117
TBhypo3180.genome.CDS.2067,group03330
TBhypo3180.genome.CDS.2066,group13258
TBhypo3180.genome.CDS.2061,group01762
TBhypo3180.genome.CDS.647,group13237
TBhypo3180.genome.CDS.2063,group00678
TBhypo3180.genome.CDS.2062,group01532
TBhypo3180.genome.CDS.2344,group01716
TBhypo3180.genome.CDS.2345,group01243
TBhypo3180.genome.CDS.2346,group01246
TBhypo3180.genome.CDS.2347,group03494
TBhypo3180.genome.CDS.2069,group00014
TBhypo3180.genome.CDS.2341,group00679
TBhypo3180.genome.CDS.2342,group03493
TBhypo3180.genome.CDS.2343,group05069
TBhypo3180.genome.CDS.1244,group00086
TBhypo3180.genome.CDS.1245,group00084
TBhypo3180.genome.CDS.1246,group01614
TBhypo3180.genome.CDS.1247,group00148
TBhypo3180.genome.CDS.1240,group02709
TBhypo3180.genome.CDS.1241,group00428
TBhypo3180.genome.CDS.2184,group01685
TBhypo3180.genome.CDS.2185,group01671
TBhypo3180.genome.CDS.2188,group01873
TBhypo3180.genome.CDS.2189,group00045
TBhypo3180.genome.CDS.1248,group02479
TBhypo3180.genome.CDS.1249,group00131
TBhypo3180.genome.CDS.2246,group01986
TBhypo3180.genome.CDS.1604,group00140
TBhypo3180.genome.CDS.1605,group01406
TBhypo3180.genome.CDS.1606,group01239
TBhypo3180.genome.CDS.1607,group04753
TBhypo3180.genome.CDS.1600,group00064
TBhypo3180.genome.CDS.1601,group01639
TBhypo3180.genome.CDS.1602,group00026
TBhypo3180.genome.CDS.1603,group01350
TBhypo3180.genome.CDS.2340,group00737
TBhypo3180.genome.CDS.1608,group02991
TBhypo3180.genome.CDS.1558,group02288
TBhypo3180.genome.CDS.2068,group00933
TBhypo3180.genome.CDS.505,group01698
TBhypo3180.genome.CDS.2404,group00941
TBhypo3180.genome.CDS.1421,group02983
TBhypo3180.genome.CDS.2241,group04742
TBhypo3180.genome.CDS.1642,group00214
TBhypo3180.genome.CDS.2119,group01415
TBhypo3180.genome.CDS.2118,group00336
TBhypo3180.genome.CDS.201,group02808
TBhypo3180.genome.CDS.2183,group01590
TBhypo3180.genome.CDS.2111,group01990
TBhypo3180.genome.CDS.2110,group03835
TBhypo3180.genome.CDS.2113,group01226
TBhypo3180.genome.CDS.2112,group01520
TBhypo3180.genome.CDS.2115,group00641
TBhypo3180.genome.CDS.2180,group00499
TBhypo3180.genome.CDS.2117,group00601
TBhypo3180.genome.CDS.2116,group01041
TBhypo3180.genome.CDS.2181,group01470
TBhypo3180.genome.CDS.2177,group00994
TBhypo3180.genome.CDS.2186,group00547
TBhypo3180.genome.CDS.1643,group00280
TBhypo3180.genome.CDS.2187,group00484
TBhypo3180.genome.CDS.1518,group01360
TBhypo3180.genome.CDS.1519,group00310
TBhypo3180.genome.CDS.1242,group00193
TBhypo3180.genome.CDS.1510,group01164
TBhypo3180.genome.CDS.1511,group00778
TBhypo3180.genome.CDS.183,group00503
TBhypo3180.genome.CDS.1513,group02299
TBhypo3180.genome.CDS.1514,group00722
TBhypo3180.genome.CDS.1515,group00438
TBhypo3180.genome.CDS.1517,group00515
TBhypo3180.genome.CDS.1680,group00405
TBhypo3180.genome.CDS.2408,group01326
TBhypo3180.genome.CDS.1382,group03078
TBhypo3180.genome.CDS.1693,group03336
TBhypo3180.genome.CDS.1692,group02456
TBhypo3180.genome.CDS.2175,group01260
TBhypo3180.genome.CDS.1696,group00707
TBhypo3180.genome.CDS.1695,group01598
TBhypo3180.genome.CDS.1694,group01281
TBhypo3180.genome.CDS.1699,group01302
TBhypo3180.genome.CDS.2262,group00130
TBhypo3180.genome.CDS.984,group02394
TBhypo3180.genome.CDS.986,group02620
TBhypo3180.genome.CDS.1833,group01541
TBhypo3180.genome.CDS.1832,group03826
TBhypo3180.genome.CDS.1938,group00371
TBhypo3180.genome.CDS.1830,group02973
TBhypo3180.genome.CDS.1837,group01024
TBhypo3180.genome.CDS.1836,group02050
TBhypo3180.genome.CDS.1835,group00712
TBhypo3180.genome.CDS.1834,group01046
TBhypo3180.genome.CDS.1932,group00228
TBhypo3180.genome.CDS.1933,group01185
TBhypo3180.genome.CDS.1930,group01359
TBhypo3180.genome.CDS.1838,group13236
TBhypo3180.genome.CDS.1936,group03338
TBhypo3180.genome.CDS.1937,group01097
TBhypo3180.genome.CDS.1934,group00589
TBhypo3180.genome.CDS.1935,group03970
TBhypo3180.genome.CDS.1949,group00114
TBhypo3180.genome.CDS.1948,group00465
TBhypo3180.genome.CDS.1947,group00447
TBhypo3180.genome.CDS.1946,group00466
TBhypo3180.genome.CDS.1945,group00741
TBhypo3180.genome.CDS.1943,group13253
TBhypo3180.genome.CDS.1942,group00196
TBhypo3180.genome.CDS.1941,group00295
TBhypo3180.genome.CDS.1940,group00334
TBhypo3180.genome.CDS.2234,group00089
TBhypo3180.genome.CDS.2235,group02487
TBhypo3180.genome.CDS.1347,group00248
TBhypo3180.genome.CDS.1346,group02978
TBhypo3180.genome.CDS.1468,group00043
TBhypo3180.genome.CDS.1469,group01053
TBhypo3180.genome.CDS.860,group01607
TBhypo3180.genome.CDS.1342,group00115
TBhypo3180.genome.CDS.1464,group00367
TBhypo3180.genome.CDS.1465,group00390
TBhypo3180.genome.CDS.1466,group03822
TBhypo3180.genome.CDS.2238,group01412
TBhypo3180.genome.CDS.1348,group00398
TBhypo3180.genome.CDS.868,group03344
TBhypo3180.genome.CDS.1463,group00288
TBhypo3180.genome.CDS.1200,group00284
TBhypo3180.genome.CDS.1201,group02489
TBhypo3180.genome.CDS.1202,group00363
TBhypo3180.genome.CDS.1203,group00545
TBhypo3180.genome.CDS.1204,group00621
TBhypo3180.genome.CDS.1205,group00482
TBhypo3180.genome.CDS.1206,group00357
TBhypo3180.genome.CDS.1182,group00182
TBhypo3180.genome.CDS.1208,group01241
TBhypo3180.genome.CDS.1209,group00606
TBhypo3180.genome.CDS.2030,group00015
TBhypo3180.genome.CDS.1371,group01664
TBhypo3180.genome.CDS.1609,group01978
TBhypo3180.genome.CDS.1839,group00541
TBhypo3180.genome.CDS.1520,group01476
TBhypo3180.genome.CDS.1458,group02967
TBhypo3180.genome.CDS.1592,group02735
TBhypo3180.genome.CDS.2309,group13266
TBhypo3180.genome.CDS.1494,group00052
TBhypo3180.genome.CDS.2216,group01112
TBhypo3180.genome.CDS.2300,group01501
TBhypo3180.genome.CDS.2301,group01615
TBhypo3180.genome.CDS.2303,group01539
TBhypo3180.genome.CDS.2304,group01538
TBhypo3180.genome.CDS.2305,group01513
TBhypo3180.genome.CDS.2306,group00791
TBhypo3180.genome.CDS.2307,group02711
TBhypo3180.genome.CDS.1378,group00320
TBhypo3180.genome.CDS.2381,group00034
TBhypo3180.genome.CDS.2229,group01324
TBhypo3180.genome.CDS.1775,group00139
TBhypo3180.genome.CDS.1195,group00362
TBhypo3180.genome.CDS.1640,group00464
TBhypo3180.genome.CDS.1641,group00281
TBhypo3180.genome.CDS.1769,group00261
TBhypo3180.genome.CDS.2383,group00661
TBhypo3180.genome.CDS.1644,group00409
TBhypo3180.genome.CDS.1645,group00216
TBhypo3180.genome.CDS.1646,group01478
TBhypo3180.genome.CDS.1647,group00354
TBhypo3180.genome.CDS.1648,group00597
TBhypo3180.genome.CDS.1649,group00989
TBhypo3180.genome.CDS.1761,group01334
TBhypo3180.genome.CDS.784,group00066
TBhypo3180.genome.CDS.1767,group00031
TBhypo3180.genome.CDS.1766,group03312
TBhypo3180.genome.CDS.1765,group01537
TBhypo3180.genome.CDS.2385,group00524
TBhypo3180.genome.CDS.2155,group01122
TBhypo3180.genome.CDS.2154,group02728
TBhypo3180.genome.CDS.2157,group01291
TBhypo3180.genome.CDS.2156,group00742
TBhypo3180.genome.CDS.736,group00588
TBhypo3180.genome.CDS.2019,group00080
TBhypo3180.genome.CDS.2153,group01352
TBhypo3180.genome.CDS.2152,group00038
TBhypo3180.genome.CDS.2014,group00235
TBhypo3180.genome.CDS.2015,group00414
TBhypo3180.genome.CDS.2016,group00413
TBhypo3180.genome.CDS.739,group05071
TBhypo3180.genome.CDS.2010,group02302
TBhypo3180.genome.CDS.2158,group02642
TBhypo3180.genome.CDS.2012,group02989
TBhypo3180.genome.CDS.2013,group00200
TBhypo3180.genome.CDS.1115,group13268
TBhypo3180.genome.CDS.1299,group00402
TBhypo3180.genome.CDS.2222,group00721
TBhypo3180.genome.CDS.1297,group00528
TBhypo3180.genome.CDS.1296,group00418
TBhypo3180.genome.CDS.1295,group00122
TBhypo3180.genome.CDS.1294,group01991
TBhypo3180.genome.CDS.1293,group00708
TBhypo3180.genome.CDS.1292,group01155
TBhypo3180.genome.CDS.1291,group04758
TBhypo3180.genome.CDS.1290,group00232
TBhypo3180.genome.CDS.2407,group02030
TBhypo3180.genome.CDS.2406,group02826
TBhypo3180.genome.CDS.2405,group04659
TBhypo3180.genome.CDS.2220,group00406
TBhypo3180.genome.CDS.2403,group00192
TBhypo3180.genome.CDS.2402,group02706
TBhypo3180.genome.CDS.2401,group03295
TBhypo3180.genome.CDS.2400,group00477
TBhypo3180.genome.CDS.2227,group01197
TBhypo3180.genome.CDS.1317,group03881
TBhypo3180.genome.CDS.1791,group00070
TBhypo3180.genome.CDS.2409,group01123
TBhypo3180.genome.CDS.2226,group00958
TBhypo3180.genome.CDS.1499,group00626
TBhypo3180.genome.CDS.1498,group01651
TBhypo3180.genome.CDS.1495,group01504
TBhypo3180.genome.CDS.553,group02112
TBhypo3180.genome.CDS.1497,group00374
TBhypo3180.genome.CDS.1496,group00772
TBhypo3180.genome.CDS.1491,group01335
TBhypo3180.genome.CDS.1490,group01131
TBhypo3180.genome.CDS.1493,group00631
TBhypo3180.genome.CDS.1492,group00102
TBhypo3180.genome.CDS.1183,group13219
TBhypo3180.genome.CDS.1846,group03328
TBhypo3180.genome.CDS.1181,group02209
TBhypo3180.genome.CDS.1372,group00681
TBhypo3180.genome.CDS.1187,group00059
TBhypo3180.genome.CDS.1186,group00158
TBhypo3180.genome.CDS.1185,group00157
TBhypo3180.genome.CDS.1184,group00121
TBhypo3180.genome.CDS.82,group01448
TBhypo3180.genome.CDS.1189,group00104
TBhypo3180.genome.CDS.1188,group00844
TBhypo3180.genome.CDS.1396,group00057
TBhypo3180.genome.CDS.1370,group01979
TBhypo3180.genome.CDS.1796,group03833
TBhypo3180.genome.CDS.1797,group01545
TBhypo3180.genome.CDS.1794,group00399
TBhypo3180.genome.CDS.1795,group01620
TBhypo3180.genome.CDS.1792,group00165
TBhypo3180.genome.CDS.1793,group00411
TBhypo3180.genome.CDS.1790,group00262
TBhypo3180.genome.CDS.1559,group02287
TBhypo3180.genome.CDS.2009,group04745
TBhypo3180.genome.CDS.1798,group01621
TBhypo3180.genome.CDS.1799,group00005
