AAA027E14.genome.CDS.1398,group00502
AAA027E14.genome.CDS.1468,group00666
AAA027E14.genome.CDS.1461,group03674
AAA027E14.genome.CDS.1460,group12744
AAA027E14.genome.CDS.1550,group01490
AAA027E14.genome.CDS.1462,group01438
AAA027E14.genome.CDS.1465,group00669
AAA027E14.genome.CDS.1464,group00643
AAA027E14.genome.CDS.1467,group02033
AAA027E14.genome.CDS.1466,group00801
AAA027E14.genome.CDS.1065,group02023
AAA027E14.genome.CDS.1064,group12710
AAA027E14.genome.CDS.1148,group00020
AAA027E14.genome.CDS.1149,group02778
AAA027E14.genome.CDS.1061,group00663
AAA027E14.genome.CDS.1419,group12724
AAA027E14.genome.CDS.1063,group02413
AAA027E14.genome.CDS.1062,group00682
AAA027E14.genome.CDS.1414,group02361
AAA027E14.genome.CDS.1415,group00317
AAA027E14.genome.CDS.1140,group00499
AAA027E14.genome.CDS.1141,group01685
AAA027E14.genome.CDS.1410,group00706
AAA027E14.genome.CDS.1411,group01297
AAA027E14.genome.CDS.1144,group00323
AAA027E14.genome.CDS.1145,group02731
AAA027E14.genome.CDS.1589,group05497
AAA027E14.genome.CDS.928,group02141
AAA027E14.genome.CDS.924,group00451
AAA027E14.genome.CDS.925,group00861
AAA027E14.genome.CDS.926,group02323
AAA027E14.genome.CDS.927,group01355
AAA027E14.genome.CDS.920,group01451
AAA027E14.genome.CDS.921,group00435
AAA027E14.genome.CDS.922,group02836
AAA027E14.genome.CDS.923,group02972
AAA027E14.genome.CDS.1171,group12715
AAA027E14.genome.CDS.1079,group01151
AAA027E14.genome.CDS.1019,group02176
AAA027E14.genome.CDS.722,group00560
AAA027E14.genome.CDS.648,group00533
AAA027E14.genome.CDS.1586,group01779
AAA027E14.genome.CDS.900,group00177
AAA027E14.genome.CDS.1587,group04101
AAA027E14.genome.CDS.1238,group00018
AAA027E14.genome.CDS.1510,group12760
AAA027E14.genome.CDS.1491,group01193
AAA027E14.genome.CDS.512,group00170
AAA027E14.genome.CDS.450,group02327
AAA027E14.genome.CDS.1515,group00587
AAA027E14.genome.CDS.1514,group02076
AAA027E14.genome.CDS.854,group12752
AAA027E14.genome.CDS.855,group12750
AAA027E14.genome.CDS.856,group01829
AAA027E14.genome.CDS.857,group02281
AAA027E14.genome.CDS.850,group00641
AAA027E14.genome.CDS.851,group04852
AAA027E14.genome.CDS.852,group12754
AAA027E14.genome.CDS.853,group00786
AAA027E14.genome.CDS.1427,group03673
AAA027E14.genome.CDS.1516,group01995
AAA027E14.genome.CDS.858,group01131
AAA027E14.genome.CDS.859,group01719
AAA027E14.genome.CDS.67,group00928
AAA027E14.genome.CDS.355,group12719
AAA027E14.genome.CDS.1199,group02756
AAA027E14.genome.CDS.1198,group01471
AAA027E14.genome.CDS.1195,group00138
AAA027E14.genome.CDS.1194,group00480
AAA027E14.genome.CDS.1197,group01886
AAA027E14.genome.CDS.1196,group00323
AAA027E14.genome.CDS.1190,group03111
AAA027E14.genome.CDS.1193,group00027
AAA027E14.genome.CDS.1192,group00037
AAA027E14.genome.CDS.1296,group00644
AAA027E14.genome.CDS.1297,group02819
AAA027E14.genome.CDS.1294,group01130
AAA027E14.genome.CDS.1295,group02755
AAA027E14.genome.CDS.1292,group03120
AAA027E14.genome.CDS.1293,group01737
AAA027E14.genome.CDS.1290,group02411
AAA027E14.genome.CDS.1291,group00819
AAA027E14.genome.CDS.1298,group12740
AAA027E14.genome.CDS.1105,group01538
AAA027E14.genome.CDS.1362,group00311
AAA027E14.genome.CDS.1363,group00485
AAA027E14.genome.CDS.1360,group00982
AAA027E14.genome.CDS.1361,group01798
AAA027E14.genome.CDS.1366,group02545
AAA027E14.genome.CDS.1523,group04179
AAA027E14.genome.CDS.1364,group01240
AAA027E14.genome.CDS.1365,group01711
AAA027E14.genome.CDS.1368,group04576
AAA027E14.genome.CDS.1369,group00396
AAA027E14.genome.CDS.1564,group04876
AAA027E14.genome.CDS.1565,group05426
AAA027E14.genome.CDS.1566,group00670
AAA027E14.genome.CDS.1567,group00670
AAA027E14.genome.CDS.1209,group00686
AAA027E14.genome.CDS.1208,group01353
AAA027E14.genome.CDS.1563,group02198
AAA027E14.genome.CDS.1205,group01620
AAA027E14.genome.CDS.1204,group04214
AAA027E14.genome.CDS.1207,group02001
AAA027E14.genome.CDS.1206,group02131
AAA027E14.genome.CDS.1568,group00989
AAA027E14.genome.CDS.1200,group01774
AAA027E14.genome.CDS.1203,group01688
AAA027E14.genome.CDS.1132,group00287
AAA027E14.genome.CDS.1425,group01561
AAA027E14.genome.CDS.1424,group00293
AAA027E14.genome.CDS.1588,group03874
AAA027E14.genome.CDS.1426,group00656
AAA027E14.genome.CDS.1421,group00316
AAA027E14.genome.CDS.1420,group00676
AAA027E14.genome.CDS.1423,group00314
AAA027E14.genome.CDS.1422,group02186
AAA027E14.genome.CDS.1582,group01782
AAA027E14.genome.CDS.1583,group00416
AAA027E14.genome.CDS.1580,group01581
AAA027E14.genome.CDS.1581,group01657
AAA027E14.genome.CDS.1429,group01354
AAA027E14.genome.CDS.1428,group02815
AAA027E14.genome.CDS.1584,group01781
AAA027E14.genome.CDS.1585,group01780
AAA027E14.genome.CDS.1106,group01539
AAA027E14.genome.CDS.1107,group03571
AAA027E14.genome.CDS.1513,group01659
AAA027E14.genome.CDS.1512,group01814
AAA027E14.genome.CDS.1102,group01752
AAA027E14.genome.CDS.1103,group02513
AAA027E14.genome.CDS.1100,group01262
AAA027E14.genome.CDS.1101,group00199
AAA027E14.genome.CDS.1519,group00722
AAA027E14.genome.CDS.1518,group12762
AAA027E14.genome.CDS.1246,group01598
AAA027E14.genome.CDS.1108,group01615
AAA027E14.genome.CDS.1109,group01501
AAA027E14.genome.CDS.1418,group00090
