AAA028E20.genome.CDS.1160,group00126
AAA028E20.genome.CDS.1077,group03955
AAA028E20.genome.CDS.1074,group07217
AAA028E20.genome.CDS.1075,group05231
AAA028E20.genome.CDS.1072,group00710
AAA028E20.genome.CDS.1073,group08563
AAA028E20.genome.CDS.1070,group04042
AAA028E20.genome.CDS.1178,group00887
AAA028E20.genome.CDS.1177,group00012
AAA028E20.genome.CDS.1176,group02197
AAA028E20.genome.CDS.1175,group03767
AAA028E20.genome.CDS.1174,group09638
AAA028E20.genome.CDS.1173,group11674
AAA028E20.genome.CDS.1078,group00659
AAA028E20.genome.CDS.1170,group02350
AAA028E20.genome.CDS.1788,group00056
AAA028E20.genome.CDS.1789,group00634
AAA028E20.genome.CDS.1780,group13722
AAA028E20.genome.CDS.1781,group00682
AAA028E20.genome.CDS.1782,group08208
AAA028E20.genome.CDS.1783,group10386
AAA028E20.genome.CDS.1784,group01706
AAA028E20.genome.CDS.1785,group01172
AAA028E20.genome.CDS.1786,group00399
AAA028E20.genome.CDS.1787,group00542
AAA028E20.genome.CDS.1586,group02546
AAA028E20.genome.CDS.302,group10360
AAA028E20.genome.CDS.1037,group00119
AAA028E20.genome.CDS.1587,group04582
AAA028E20.genome.CDS.1149,group00115
AAA028E20.genome.CDS.1678,group00822
AAA028E20.genome.CDS.1679,group00576
AAA028E20.genome.CDS.1674,group09232
AAA028E20.genome.CDS.1675,group01187
AAA028E20.genome.CDS.1676,group01187
AAA028E20.genome.CDS.1677,group09368
AAA028E20.genome.CDS.1670,group01664
AAA028E20.genome.CDS.1671,group04578
AAA028E20.genome.CDS.1672,group00181
AAA028E20.genome.CDS.1673,group08410
AAA028E20.genome.CDS.903,group03502
AAA028E20.genome.CDS.1064,group00689
AAA028E20.genome.CDS.1795,group11708
AAA028E20.genome.CDS.1032,group00507
AAA028E20.genome.CDS.1775,group13947
AAA028E20.genome.CDS.1774,group02434
AAA028E20.genome.CDS.1777,group03657
AAA028E20.genome.CDS.1776,group09276
AAA028E20.genome.CDS.1771,group03421
AAA028E20.genome.CDS.1770,group01039
AAA028E20.genome.CDS.1773,group00303
AAA028E20.genome.CDS.1772,group12495
AAA028E20.genome.CDS.1472,group00061
AAA028E20.genome.CDS.1473,group00265
AAA028E20.genome.CDS.1470,group00656
AAA028E20.genome.CDS.1471,group05119
AAA028E20.genome.CDS.1779,group00036
AAA028E20.genome.CDS.1778,group00582
AAA028E20.genome.CDS.1474,group00083
AAA028E20.genome.CDS.1475,group00051
AAA028E20.genome.CDS.999,group00317
AAA028E20.genome.CDS.998,group09564
AAA028E20.genome.CDS.995,group02477
AAA028E20.genome.CDS.994,group01154
AAA028E20.genome.CDS.997,group01454
AAA028E20.genome.CDS.996,group00018
AAA028E20.genome.CDS.991,group01644
AAA028E20.genome.CDS.990,group11935
AAA028E20.genome.CDS.993,group01059
AAA028E20.genome.CDS.992,group02927
AAA028E20.genome.CDS.1609,group04573
AAA028E20.genome.CDS.1608,group00739
AAA028E20.genome.CDS.1601,group00350
AAA028E20.genome.CDS.1083,group01086
AAA028E20.genome.CDS.1603,group01726
AAA028E20.genome.CDS.1602,group03545
AAA028E20.genome.CDS.1605,group00418
AAA028E20.genome.CDS.1604,group00222
AAA028E20.genome.CDS.1607,group00415
AAA028E20.genome.CDS.1606,group00528
AAA028E20.genome.CDS.1357,group00287
AAA028E20.genome.CDS.1356,group00220
AAA028E20.genome.CDS.1355,group10098
AAA028E20.genome.CDS.1354,group00237
AAA028E20.genome.CDS.1353,group10443
AAA028E20.genome.CDS.1352,group00279
AAA028E20.genome.CDS.1351,group00925
AAA028E20.genome.CDS.1350,group00128
AAA028E20.genome.CDS.1282,group13627
AAA028E20.genome.CDS.1698,group01202
AAA028E20.genome.CDS.1359,group00372
AAA028E20.genome.CDS.1358,group00251
AAA028E20.genome.CDS.1156,group00258
AAA028E20.genome.CDS.1264,group00401
AAA028E20.genome.CDS.1740,group00837
AAA028E20.genome.CDS.1218,group00063
AAA028E20.genome.CDS.1219,group00082
AAA028E20.genome.CDS.1216,group00882
AAA028E20.genome.CDS.1217,group00100
AAA028E20.genome.CDS.1214,group00893
AAA028E20.genome.CDS.1212,group10963
AAA028E20.genome.CDS.1213,group00227
AAA028E20.genome.CDS.1210,group00296
AAA028E20.genome.CDS.1211,group03501
AAA028E20.genome.CDS.1821,group00369
AAA028E20.genome.CDS.1820,group06447
AAA028E20.genome.CDS.1823,group00775
AAA028E20.genome.CDS.1822,group00731
AAA028E20.genome.CDS.1825,group00623
AAA028E20.genome.CDS.827,group02915
AAA028E20.genome.CDS.1827,group06644
AAA028E20.genome.CDS.1826,group04318
AAA028E20.genome.CDS.1829,group00835
AAA028E20.genome.CDS.1828,group08480
AAA028E20.genome.CDS.1089,group00776
AAA028E20.genome.CDS.1123,group12865
AAA028E20.genome.CDS.1280,group01367
AAA028E20.genome.CDS.1502,group00080
AAA028E20.genome.CDS.1503,group03946
AAA028E20.genome.CDS.1500,group01195
AAA028E20.genome.CDS.1501,group01038
AAA028E20.genome.CDS.1506,group01137
AAA028E20.genome.CDS.1507,group02005
AAA028E20.genome.CDS.1504,group01450
AAA028E20.genome.CDS.1505,group05230
AAA028E20.genome.CDS.1508,group01124
AAA028E20.genome.CDS.1509,group00984
AAA028E20.genome.CDS.1139,group00454
AAA028E20.genome.CDS.1138,group00384
AAA028E20.genome.CDS.1382,group02433
AAA028E20.genome.CDS.1600,group00071
AAA028E20.genome.CDS.1133,group00847
AAA028E20.genome.CDS.1132,group01049
AAA028E20.genome.CDS.1131,group00961
AAA028E20.genome.CDS.1130,group00769
AAA028E20.genome.CDS.1137,group13628
AAA028E20.genome.CDS.1136,group00942
AAA028E20.genome.CDS.1135,group04965
AAA028E20.genome.CDS.1134,group01586
AAA028E20.genome.CDS.1188,group05226
AAA028E20.genome.CDS.1189,group01643
AAA028E20.genome.CDS.1186,group04130
AAA028E20.genome.CDS.1187,group01280
AAA028E20.genome.CDS.1184,group00294
AAA028E20.genome.CDS.1185,group01532
AAA028E20.genome.CDS.1182,group11673
AAA028E20.genome.CDS.1183,group12706
AAA028E20.genome.CDS.1180,group00000
AAA028E20.genome.CDS.1181,group07429
AAA028E20.genome.CDS.576,group03454
AAA028E20.genome.CDS.1398,group00873
AAA028E20.genome.CDS.1029,group00380
AAA028E20.genome.CDS.939,group00541
AAA028E20.genome.CDS.1009,group00182
AAA028E20.genome.CDS.1008,group00211
AAA028E20.genome.CDS.1007,group00373
AAA028E20.genome.CDS.1006,group06406
AAA028E20.genome.CDS.1005,group00451
AAA028E20.genome.CDS.1549,group00475
AAA028E20.genome.CDS.1003,group01993
AAA028E20.genome.CDS.1002,group00090
AAA028E20.genome.CDS.1001,group00765
AAA028E20.genome.CDS.1000,group00317
AAA028E20.genome.CDS.1630,group12977
AAA028E20.genome.CDS.1631,group00177
AAA028E20.genome.CDS.1591,group00013
AAA028E20.genome.CDS.1436,group01461
AAA028E20.genome.CDS.1437,group01071
AAA028E20.genome.CDS.1434,group12762
AAA028E20.genome.CDS.1435,group11648
AAA028E20.genome.CDS.1432,group00790
AAA028E20.genome.CDS.1433,group06327
AAA028E20.genome.CDS.1430,group00613
AAA028E20.genome.CDS.1431,group00433
AAA028E20.genome.CDS.1388,group00715
AAA028E20.genome.CDS.1541,group11693
AAA028E20.genome.CDS.1023,group00602
AAA028E20.genome.CDS.1438,group08980
AAA028E20.genome.CDS.1439,group13631
AAA028E20.genome.CDS.1699,group07583
AAA028E20.genome.CDS.1418,group00771
AAA028E20.genome.CDS.1757,group01362
AAA028E20.genome.CDS.1637,group00039
AAA028E20.genome.CDS.1024,group10600
AAA028E20.genome.CDS.959,group00014
AAA028E20.genome.CDS.958,group00612
AAA028E20.genome.CDS.1414,group01514
AAA028E20.genome.CDS.33,group00458
AAA028E20.genome.CDS.1755,group12999
AAA028E20.genome.CDS.1730,group00591
AAA028E20.genome.CDS.951,group00152
AAA028E20.genome.CDS.950,group00906
AAA028E20.genome.CDS.953,group00054
AAA028E20.genome.CDS.952,group01337
AAA028E20.genome.CDS.955,group01023
AAA028E20.genome.CDS.954,group00215
AAA028E20.genome.CDS.957,group00361
AAA028E20.genome.CDS.956,group00005
AAA028E20.genome.CDS.49,group00316
AAA028E20.genome.CDS.1645,group00461
AAA028E20.genome.CDS.1644,group00298
AAA028E20.genome.CDS.1728,group00188
AAA028E20.genome.CDS.1646,group00494
AAA028E20.genome.CDS.1641,group00510
AAA028E20.genome.CDS.1640,group00209
AAA028E20.genome.CDS.1643,group00008
AAA028E20.genome.CDS.1642,group00171
AAA028E20.genome.CDS.1722,group00295
AAA028E20.genome.CDS.1723,group08749
AAA028E20.genome.CDS.1720,group00101
AAA028E20.genome.CDS.1721,group00195
AAA028E20.genome.CDS.1726,group00084
AAA028E20.genome.CDS.1727,group01239
AAA028E20.genome.CDS.1724,group00173
AAA028E20.genome.CDS.1725,group00540
AAA028E20.genome.CDS.1010,group00076
AAA028E20.genome.CDS.1011,group00997
AAA028E20.genome.CDS.1409,group00737
AAA028E20.genome.CDS.1416,group00555
AAA028E20.genome.CDS.1313,group08655
AAA028E20.genome.CDS.1312,group00243
AAA028E20.genome.CDS.1311,group00286
AAA028E20.genome.CDS.1310,group00250
AAA028E20.genome.CDS.1317,group01374
AAA028E20.genome.CDS.1316,group00849
AAA028E20.genome.CDS.1315,group08226
AAA028E20.genome.CDS.1314,group01291
AAA028E20.genome.CDS.1319,group00548
AAA028E20.genome.CDS.1318,group00191
AAA028E20.genome.CDS.1700,group03919
AAA028E20.genome.CDS.1468,group10262
AAA028E20.genome.CDS.1151,group00145
AAA028E20.genome.CDS.1019,group00789
AAA028E20.genome.CDS.1153,group00111
AAA028E20.genome.CDS.1267,group00416
AAA028E20.genome.CDS.820,group07142
AAA028E20.genome.CDS.1265,group00695
AAA028E20.genome.CDS.1152,group02016
AAA028E20.genome.CDS.1263,group01809
AAA028E20.genome.CDS.1389,group00764
AAA028E20.genome.CDS.1261,group00805
AAA028E20.genome.CDS.1260,group03958
AAA028E20.genome.CDS.1384,group06732
AAA028E20.genome.CDS.1385,group00328
AAA028E20.genome.CDS.1386,group08077
AAA028E20.genome.CDS.1387,group00611
AAA028E20.genome.CDS.1381,group09636
AAA028E20.genome.CDS.1269,group00023
AAA028E20.genome.CDS.1268,group02001
AAA028E20.genome.CDS.1461,group01991
AAA028E20.genome.CDS.1405,group00920
AAA028E20.genome.CDS.1759,group00566
AAA028E20.genome.CDS.1460,group02082
AAA028E20.genome.CDS.1546,group00620
AAA028E20.genome.CDS.1547,group00343
AAA028E20.genome.CDS.1544,group02336
AAA028E20.genome.CDS.1545,group11694
AAA028E20.genome.CDS.1542,group03441
AAA028E20.genome.CDS.1543,group04115
AAA028E20.genome.CDS.1540,group06192
AAA028E20.genome.CDS.1824,group00846
AAA028E20.genome.CDS.1259,group01340
AAA028E20.genome.CDS.1411,group00945
AAA028E20.genome.CDS.383,group00027
AAA028E20.genome.CDS.32,group00458
