TBhypo3765.genome.CDS.1902,group03757
TBhypo3765.genome.CDS.2021,group00237
TBhypo3765.genome.CDS.1715,group00096
TBhypo3765.genome.CDS.1714,group05214
TBhypo3765.genome.CDS.2730,group00416
TBhypo3765.genome.CDS.2731,group02724
TBhypo3765.genome.CDS.2732,group05229
TBhypo3765.genome.CDS.1347,group05180
TBhypo3765.genome.CDS.1189,group10445
TBhypo3765.genome.CDS.2605,group12301
TBhypo3765.genome.CDS.2606,group12300
TBhypo3765.genome.CDS.2607,group02210
TBhypo3765.genome.CDS.2600,group00984
TBhypo3765.genome.CDS.2601,group02475
TBhypo3765.genome.CDS.2602,group12304
TBhypo3765.genome.CDS.2603,group12303
TBhypo3765.genome.CDS.2608,group01557
TBhypo3765.genome.CDS.2609,group08165
TBhypo3765.genome.CDS.2518,group05143
TBhypo3765.genome.CDS.2519,group05142
TBhypo3765.genome.CDS.2510,group07530
TBhypo3765.genome.CDS.2511,group12293
TBhypo3765.genome.CDS.2512,group05337
TBhypo3765.genome.CDS.2513,group01397
TBhypo3765.genome.CDS.2514,group02202
TBhypo3765.genome.CDS.2515,group01912
TBhypo3765.genome.CDS.2516,group10680
TBhypo3765.genome.CDS.2517,group00359
TBhypo3765.genome.CDS.1960,group01075
TBhypo3765.genome.CDS.1961,group02015
TBhypo3765.genome.CDS.1962,group09023
TBhypo3765.genome.CDS.1963,group00199
TBhypo3765.genome.CDS.1964,group02717
TBhypo3765.genome.CDS.1965,group00790
TBhypo3765.genome.CDS.1966,group02961
TBhypo3765.genome.CDS.1967,group01538
TBhypo3765.genome.CDS.1968,group00817
TBhypo3765.genome.CDS.1969,group12256
TBhypo3765.genome.CDS.2468,group00066
TBhypo3765.genome.CDS.2469,group00258
TBhypo3765.genome.CDS.2464,group04050
TBhypo3765.genome.CDS.2465,group01542
TBhypo3765.genome.CDS.2466,group03046
TBhypo3765.genome.CDS.2467,group00147
TBhypo3765.genome.CDS.2460,group00434
TBhypo3765.genome.CDS.2461,group03504
TBhypo3765.genome.CDS.2462,group06922
TBhypo3765.genome.CDS.2463,group00351
TBhypo3765.genome.CDS.1748,group05215
TBhypo3765.genome.CDS.1749,group12322
TBhypo3765.genome.CDS.2059,group04446
TBhypo3765.genome.CDS.2058,group10212
TBhypo3765.genome.CDS.1740,group00683
TBhypo3765.genome.CDS.1741,group05095
TBhypo3765.genome.CDS.2057,group02346
TBhypo3765.genome.CDS.1743,group05094
TBhypo3765.genome.CDS.1744,group01713
TBhypo3765.genome.CDS.1745,group00640
TBhypo3765.genome.CDS.2053,group01656
TBhypo3765.genome.CDS.1747,group03657
TBhypo3765.genome.CDS.261,group10074
TBhypo3765.genome.CDS.267,group01606
TBhypo3765.genome.CDS.1988,group13977
TBhypo3765.genome.CDS.1989,group03080
TBhypo3765.genome.CDS.2299,group10214
TBhypo3765.genome.CDS.2298,group01368
TBhypo3765.genome.CDS.1982,group02712
TBhypo3765.genome.CDS.1983,group00478
TBhypo3765.genome.CDS.2295,group08749
TBhypo3765.genome.CDS.1981,group04231
TBhypo3765.genome.CDS.1986,group00665
TBhypo3765.genome.CDS.1987,group00681
TBhypo3765.genome.CDS.1984,group01627
TBhypo3765.genome.CDS.1985,group01398
TBhypo3765.genome.CDS.1407,group02052
TBhypo3765.genome.CDS.1406,group08765
TBhypo3765.genome.CDS.1405,group01277
TBhypo3765.genome.CDS.1404,group01255
TBhypo3765.genome.CDS.1403,group01219
TBhypo3765.genome.CDS.1402,group12545
TBhypo3765.genome.CDS.1401,group00934
TBhypo3765.genome.CDS.1400,group13683
TBhypo3765.genome.CDS.282,group00083
TBhypo3765.genome.CDS.1409,group05561
TBhypo3765.genome.CDS.1408,group06015
TBhypo3765.genome.CDS.2183,group00460
TBhypo3765.genome.CDS.2181,group01619
TBhypo3765.genome.CDS.2180,group04032
TBhypo3765.genome.CDS.2187,group00290
TBhypo3765.genome.CDS.2186,group03541
TBhypo3765.genome.CDS.2185,group00440
TBhypo3765.genome.CDS.2189,group05283
TBhypo3765.genome.CDS.2188,group01679
TBhypo3765.genome.CDS.1579,group01356
TBhypo3765.genome.CDS.1578,group00444
TBhypo3765.genome.CDS.1573,group00129
TBhypo3765.genome.CDS.1572,group04374
TBhypo3765.genome.CDS.1571,group00034
TBhypo3765.genome.CDS.1570,group01693
TBhypo3765.genome.CDS.1577,group00048
TBhypo3765.genome.CDS.1576,group00063
TBhypo3765.genome.CDS.1575,group00082
TBhypo3765.genome.CDS.1574,group05289
TBhypo3765.genome.CDS.2727,group00406
TBhypo3765.genome.CDS.2726,group01192
TBhypo3765.genome.CDS.2725,group08632
TBhypo3765.genome.CDS.2724,group01323
TBhypo3765.genome.CDS.2723,group00300
TBhypo3765.genome.CDS.2721,group01369
TBhypo3765.genome.CDS.2720,group08445
TBhypo3765.genome.CDS.2729,group00723
TBhypo3765.genome.CDS.2728,group13993
TBhypo3765.genome.CDS.2619,group00267
TBhypo3765.genome.CDS.2618,group12767
TBhypo3765.genome.CDS.2613,group00081
TBhypo3765.genome.CDS.2612,group00254
TBhypo3765.genome.CDS.2611,group00095
TBhypo3765.genome.CDS.2610,group05167
TBhypo3765.genome.CDS.2617,group05165
TBhypo3765.genome.CDS.2616,group02395
TBhypo3765.genome.CDS.2615,group02182
TBhypo3765.genome.CDS.2614,group12793
TBhypo3765.genome.CDS.2509,group01590
TBhypo3765.genome.CDS.2508,group00347
TBhypo3765.genome.CDS.2507,group00346
TBhypo3765.genome.CDS.2506,group12295
TBhypo3765.genome.CDS.2505,group00345
TBhypo3765.genome.CDS.2504,group00120
TBhypo3765.genome.CDS.2503,group00546
TBhypo3765.genome.CDS.2502,group11769
TBhypo3765.genome.CDS.2501,group01674
TBhypo3765.genome.CDS.2500,group01186
TBhypo3765.genome.CDS.1977,group01874
TBhypo3765.genome.CDS.1976,group00049
TBhypo3765.genome.CDS.1975,group01274
TBhypo3765.genome.CDS.1974,group00105
TBhypo3765.genome.CDS.1972,group00343
TBhypo3765.genome.CDS.1971,group02975
TBhypo3765.genome.CDS.1970,group03756
TBhypo3765.genome.CDS.1979,group00577
TBhypo3765.genome.CDS.1978,group03907
TBhypo3765.genome.CDS.2473,group00126
TBhypo3765.genome.CDS.2471,group00065
TBhypo3765.genome.CDS.2470,group08483
TBhypo3765.genome.CDS.2477,group00225
TBhypo3765.genome.CDS.2476,group12593
TBhypo3765.genome.CDS.2475,group02413
TBhypo3765.genome.CDS.2474,group00197
TBhypo3765.genome.CDS.2479,group00240
TBhypo3765.genome.CDS.2478,group05099
TBhypo3765.genome.CDS.479,group01506
TBhypo3765.genome.CDS.2060,group03926
TBhypo3765.genome.CDS.2061,group05088
TBhypo3765.genome.CDS.2062,group02728
TBhypo3765.genome.CDS.2063,group00004
TBhypo3765.genome.CDS.2064,group00016
TBhypo3765.genome.CDS.2065,group00054
TBhypo3765.genome.CDS.1759,group00467
TBhypo3765.genome.CDS.1758,group04086
TBhypo3765.genome.CDS.1757,group07531
TBhypo3765.genome.CDS.2069,group03402
TBhypo3765.genome.CDS.1755,group00734
TBhypo3765.genome.CDS.1754,group00679
TBhypo3765.genome.CDS.1752,group00981
TBhypo3765.genome.CDS.1751,group01007
TBhypo3765.genome.CDS.1750,group02156
TBhypo3765.genome.CDS.612,group01983
TBhypo3765.genome.CDS.1999,group00047
TBhypo3765.genome.CDS.2263,group01358
TBhypo3765.genome.CDS.2260,group07897
TBhypo3765.genome.CDS.2261,group03435
TBhypo3765.genome.CDS.2266,group01353
TBhypo3765.genome.CDS.2267,group01612
TBhypo3765.genome.CDS.2264,group09531
TBhypo3765.genome.CDS.2265,group01744
TBhypo3765.genome.CDS.1991,group00331
TBhypo3765.genome.CDS.1990,group00332
TBhypo3765.genome.CDS.2268,group01471
TBhypo3765.genome.CDS.2269,group10443
TBhypo3765.genome.CDS.1995,group01496
TBhypo3765.genome.CDS.1994,group13690
TBhypo3765.genome.CDS.1997,group00009
TBhypo3765.genome.CDS.1996,group00029
TBhypo3765.genome.CDS.293,group12316
TBhypo3765.genome.CDS.294,group12315
TBhypo3765.genome.CDS.106,group00944
TBhypo3765.genome.CDS.1508,group00641
TBhypo3765.genome.CDS.1509,group00668
TBhypo3765.genome.CDS.1506,group00615
TBhypo3765.genome.CDS.1507,group00793
TBhypo3765.genome.CDS.1504,group05665
TBhypo3765.genome.CDS.1505,group01283
TBhypo3765.genome.CDS.1502,group04755
TBhypo3765.genome.CDS.1503,group00207
TBhypo3765.genome.CDS.1500,group00909
TBhypo3765.genome.CDS.1501,group01027
TBhypo3765.genome.CDS.2088,group04148
TBhypo3765.genome.CDS.2089,group00531
TBhypo3765.genome.CDS.2082,group01651
TBhypo3765.genome.CDS.2083,group08257
TBhypo3765.genome.CDS.2080,group00391
TBhypo3765.genome.CDS.2081,group13484
TBhypo3765.genome.CDS.2086,group05103
TBhypo3765.genome.CDS.2087,group03918
TBhypo3765.genome.CDS.2084,group06139
TBhypo3765.genome.CDS.2085,group02280
TBhypo3765.genome.CDS.856,group01923
TBhypo3765.genome.CDS.1326,group05181
TBhypo3765.genome.CDS.2668,group02397
TBhypo3765.genome.CDS.2669,group12309
TBhypo3765.genome.CDS.2666,group08994
TBhypo3765.genome.CDS.2667,group04376
TBhypo3765.genome.CDS.2664,group05139
TBhypo3765.genome.CDS.2665,group03822
TBhypo3765.genome.CDS.2662,group05134
TBhypo3765.genome.CDS.2663,group05138
TBhypo3765.genome.CDS.2660,group00605
TBhypo3765.genome.CDS.2661,group00660
TBhypo3765.genome.CDS.2002,group00708
TBhypo3765.genome.CDS.2003,group00399
TBhypo3765.genome.CDS.1030,group02733
TBhypo3765.genome.CDS.1037,group02057
TBhypo3765.genome.CDS.52,group02296
TBhypo3765.genome.CDS.1733,group01802
TBhypo3765.genome.CDS.2009,group00135
TBhypo3765.genome.CDS.1903,group11445
TBhypo3765.genome.CDS.2406,group05123
TBhypo3765.genome.CDS.2407,group01835
TBhypo3765.genome.CDS.2404,group01540
TBhypo3765.genome.CDS.2405,group03092
TBhypo3765.genome.CDS.2402,group06769
TBhypo3765.genome.CDS.2403,group01154
TBhypo3765.genome.CDS.2400,group12284
TBhypo3765.genome.CDS.2401,group00349
TBhypo3765.genome.CDS.2408,group00740
TBhypo3765.genome.CDS.2409,group00294
TBhypo3765.genome.CDS.1698,group00465
TBhypo3765.genome.CDS.1699,group00114
TBhypo3765.genome.CDS.1696,group00466
TBhypo3765.genome.CDS.1697,group00447
TBhypo3765.genome.CDS.1694,group00584
TBhypo3765.genome.CDS.1695,group00747
TBhypo3765.genome.CDS.1692,group01045
TBhypo3765.genome.CDS.1693,group00234
TBhypo3765.genome.CDS.1690,group01676
TBhypo3765.genome.CDS.1691,group04360
TBhypo3765.genome.CDS.2318,group02397
TBhypo3765.genome.CDS.2319,group02779
TBhypo3765.genome.CDS.2312,group01624
TBhypo3765.genome.CDS.2313,group01535
TBhypo3765.genome.CDS.2310,group03579
TBhypo3765.genome.CDS.2311,group01624
TBhypo3765.genome.CDS.2316,group07700
TBhypo3765.genome.CDS.2317,group01749
TBhypo3765.genome.CDS.2314,group00044
TBhypo3765.genome.CDS.2315,group10077
TBhypo3765.genome.CDS.2077,group00072
TBhypo3765.genome.CDS.2076,group00061
TBhypo3765.genome.CDS.2075,group00061
TBhypo3765.genome.CDS.2074,group00098
TBhypo3765.genome.CDS.2073,group00115
TBhypo3765.genome.CDS.2072,group00174
TBhypo3765.genome.CDS.2071,group00145
TBhypo3765.genome.CDS.2070,group02015
TBhypo3765.genome.CDS.2079,group01808
TBhypo3765.genome.CDS.2078,group05101
TBhypo3765.genome.CDS.2271,group00483
TBhypo3765.genome.CDS.2270,group00138
TBhypo3765.genome.CDS.2273,group00484
TBhypo3765.genome.CDS.2272,group01873
TBhypo3765.genome.CDS.2275,group11291
TBhypo3765.genome.CDS.2274,group13318
TBhypo3765.genome.CDS.2277,group02210
TBhypo3765.genome.CDS.2276,group05149
TBhypo3765.genome.CDS.2279,group01727
TBhypo3765.genome.CDS.2278,group01685
TBhypo3765.genome.CDS.913,group09162
TBhypo3765.genome.CDS.1519,group00738
TBhypo3765.genome.CDS.1518,group11549
TBhypo3765.genome.CDS.1515,group05172
TBhypo3765.genome.CDS.1514,group07103
TBhypo3765.genome.CDS.1517,group00945
TBhypo3765.genome.CDS.1516,group00947
TBhypo3765.genome.CDS.1511,group11426
TBhypo3765.genome.CDS.1510,group00806
TBhypo3765.genome.CDS.1513,group00557
TBhypo3765.genome.CDS.1512,group14044
TBhypo3765.genome.CDS.2099,group00327
TBhypo3765.genome.CDS.2098,group01607
TBhypo3765.genome.CDS.2091,group01613
TBhypo3765.genome.CDS.2090,group00887
TBhypo3765.genome.CDS.2093,group00201
TBhypo3765.genome.CDS.2092,group05109
TBhypo3765.genome.CDS.2095,group00996
TBhypo3765.genome.CDS.2094,group00500
TBhypo3765.genome.CDS.2097,group01460
TBhypo3765.genome.CDS.2096,group01408
TBhypo3765.genome.CDS.2679,group00096
TBhypo3765.genome.CDS.2678,group07759
TBhypo3765.genome.CDS.2675,group00567
TBhypo3765.genome.CDS.2674,group02774
TBhypo3765.genome.CDS.2677,group03369
TBhypo3765.genome.CDS.2676,group02403
TBhypo3765.genome.CDS.2671,group01362
TBhypo3765.genome.CDS.2670,group02503
TBhypo3765.genome.CDS.2673,group02750
TBhypo3765.genome.CDS.2672,group04047
TBhypo3765.genome.CDS.1025,group00954
TBhypo3765.genome.CDS.2055,group01656
TBhypo3765.genome.CDS.2054,group03096
TBhypo3765.genome.CDS.1742,group12774
TBhypo3765.genome.CDS.2056,group03512
TBhypo3765.genome.CDS.2051,group00677
TBhypo3765.genome.CDS.2050,group00003
TBhypo3765.genome.CDS.1746,group12323
TBhypo3765.genome.CDS.2052,group05151
TBhypo3765.genome.CDS.2415,group00471
TBhypo3765.genome.CDS.2414,group00450
TBhypo3765.genome.CDS.2417,group02414
TBhypo3765.genome.CDS.2416,group00012
TBhypo3765.genome.CDS.2411,group05124
TBhypo3765.genome.CDS.2410,group06372
TBhypo3765.genome.CDS.2413,group00392
TBhypo3765.genome.CDS.2412,group00073
TBhypo3765.genome.CDS.2419,group01363
TBhypo3765.genome.CDS.2418,group01785
TBhypo3765.genome.CDS.1689,group01780
TBhypo3765.genome.CDS.1688,group09032
TBhypo3765.genome.CDS.1685,group05210
TBhypo3765.genome.CDS.1684,group02168
TBhypo3765.genome.CDS.1687,group03104
TBhypo3765.genome.CDS.1686,group07471
TBhypo3765.genome.CDS.1681,group02708
TBhypo3765.genome.CDS.1680,group00632
TBhypo3765.genome.CDS.1683,group05875
TBhypo3765.genome.CDS.1682,group02965
TBhypo3765.genome.CDS.945,group11479
TBhypo3765.genome.CDS.85,group04081
TBhypo3765.genome.CDS.2309,group06154
TBhypo3765.genome.CDS.2308,group04318
TBhypo3765.genome.CDS.457,group01839
TBhypo3765.genome.CDS.2301,group02554
TBhypo3765.genome.CDS.2300,group01961
TBhypo3765.genome.CDS.2302,group01417
TBhypo3765.genome.CDS.2305,group01792
TBhypo3765.genome.CDS.2304,group02003
TBhypo3765.genome.CDS.2307,group06565
TBhypo3765.genome.CDS.2306,group01988
TBhypo3765.genome.CDS.2244,group00339
TBhypo3765.genome.CDS.2245,group00962
TBhypo3765.genome.CDS.2246,group12547
TBhypo3765.genome.CDS.2247,group00490
TBhypo3765.genome.CDS.2240,group00925
TBhypo3765.genome.CDS.2241,group01809
TBhypo3765.genome.CDS.2242,group12275
TBhypo3765.genome.CDS.2243,group00972
TBhypo3765.genome.CDS.2248,group03950
TBhypo3765.genome.CDS.128,group05183
TBhypo3765.genome.CDS.1663,group12314
TBhypo3765.genome.CDS.2116,group09980
TBhypo3765.genome.CDS.632,group00441
TBhypo3765.genome.CDS.1660,group00200
TBhypo3765.genome.CDS.1667,group00377
TBhypo3765.genome.CDS.1666,group13084
TBhypo3765.genome.CDS.1520,group02731
TBhypo3765.genome.CDS.1522,group08503
TBhypo3765.genome.CDS.1523,group10207
TBhypo3765.genome.CDS.1524,group00920
TBhypo3765.genome.CDS.1525,group13701
TBhypo3765.genome.CDS.1526,group00862
TBhypo3765.genome.CDS.1527,group07818
TBhypo3765.genome.CDS.1528,group01164
TBhypo3765.genome.CDS.1529,group12865
TBhypo3765.genome.CDS.2113,group02737
TBhypo3765.genome.CDS.2297,group02301
TBhypo3765.genome.CDS.2296,group02293
TBhypo3765.genome.CDS.1980,group10891
TBhypo3765.genome.CDS.2294,group01616
TBhypo3765.genome.CDS.2293,group01280
TBhypo3765.genome.CDS.2292,group01617
TBhypo3765.genome.CDS.2291,group05250
TBhypo3765.genome.CDS.2290,group02137
MEint3119.genome.CDS.659,group01173
TBhypo3765.genome.CDS.1235,group12305
TBhypo3765.genome.CDS.1230,group00822
TBhypo3765.genome.CDS.1302,group12740
TBhypo3765.genome.CDS.2640,group05145
TBhypo3765.genome.CDS.2641,group04889
TBhypo3765.genome.CDS.2642,group01874
TBhypo3765.genome.CDS.2643,group04076
TBhypo3765.genome.CDS.2644,group04075
TBhypo3765.genome.CDS.2645,group03939
TBhypo3765.genome.CDS.2646,group12097
TBhypo3765.genome.CDS.2647,group12827
TBhypo3765.genome.CDS.2648,group01302
TBhypo3765.genome.CDS.2649,group12312
TBhypo3765.genome.CDS.2112,group07301
TBhypo3765.genome.CDS.2428,group00354
TBhypo3765.genome.CDS.2429,group00315
TBhypo3765.genome.CDS.2420,group01967
TBhypo3765.genome.CDS.2421,group02747
TBhypo3765.genome.CDS.2422,group08977
TBhypo3765.genome.CDS.2423,group09359
TBhypo3765.genome.CDS.2424,group00743
TBhypo3765.genome.CDS.2425,group00333
TBhypo3765.genome.CDS.2426,group01575
TBhypo3765.genome.CDS.2427,group11059
TBhypo3765.genome.CDS.1832,group10032
TBhypo3765.genome.CDS.1833,group01474
TBhypo3765.genome.CDS.1830,group04053
TBhypo3765.genome.CDS.1831,group02850
TBhypo3765.genome.CDS.1836,group03163
TBhypo3765.genome.CDS.1837,group03861
TBhypo3765.genome.CDS.1834,group01181
TBhypo3765.genome.CDS.1835,group00324
TBhypo3765.genome.CDS.1838,group02139
TBhypo3765.genome.CDS.1839,group00108
TBhypo3765.genome.CDS.2338,group13800
TBhypo3765.genome.CDS.2339,group00087
TBhypo3765.genome.CDS.2334,group00744
TBhypo3765.genome.CDS.2335,group00074
TBhypo3765.genome.CDS.2336,group02140
TBhypo3765.genome.CDS.2337,group00039
TBhypo3765.genome.CDS.2330,group00281
TBhypo3765.genome.CDS.2331,group00796
TBhypo3765.genome.CDS.2332,group00285
TBhypo3765.genome.CDS.2333,group00843
TBhypo3765.genome.CDS.1784,group01917
TBhypo3765.genome.CDS.1785,group08192
TBhypo3765.genome.CDS.1786,group02819
TBhypo3765.genome.CDS.2258,group04364
TBhypo3765.genome.CDS.1780,group00644
TBhypo3765.genome.CDS.1782,group01628
TBhypo3765.genome.CDS.1783,group11389
TBhypo3765.genome.CDS.2253,group04124
TBhypo3765.genome.CDS.2252,group13566
TBhypo3765.genome.CDS.2251,group01499
TBhypo3765.genome.CDS.2250,group00901
TBhypo3765.genome.CDS.2257,group03968
TBhypo3765.genome.CDS.2256,group03502
TBhypo3765.genome.CDS.2255,group01339
TBhypo3765.genome.CDS.2254,group12273
TBhypo3765.genome.CDS.336,group08442
TBhypo3765.genome.CDS.487,group04009
TBhypo3765.genome.CDS.480,group05182
TBhypo3765.genome.CDS.930,group04920
TBhypo3765.genome.CDS.151,group00923
TBhypo3765.genome.CDS.1658,group00414
TBhypo3765.genome.CDS.1659,group00238
TBhypo3765.genome.CDS.1653,group00836
TBhypo3765.genome.CDS.1650,group00293
TBhypo3765.genome.CDS.1651,group00083
TBhypo3765.genome.CDS.1656,group00857
TBhypo3765.genome.CDS.1657,group03509
TBhypo3765.genome.CDS.1654,group00364
TBhypo3765.genome.CDS.1655,group00739
TBhypo3765.genome.CDS.1537,group00845
TBhypo3765.genome.CDS.1536,group02326
TBhypo3765.genome.CDS.1535,group12247
TBhypo3765.genome.CDS.1534,group00894
TBhypo3765.genome.CDS.1533,group00896
TBhypo3765.genome.CDS.1532,group00826
TBhypo3765.genome.CDS.1531,group00873
TBhypo3765.genome.CDS.1530,group00875
TBhypo3765.genome.CDS.1539,group13947
TBhypo3765.genome.CDS.1538,group00821
TBhypo3765.genome.CDS.2018,group00627
TBhypo3765.genome.CDS.2657,group01576
TBhypo3765.genome.CDS.2656,group02266
TBhypo3765.genome.CDS.2655,group01410
TBhypo3765.genome.CDS.2654,group12543
TBhypo3765.genome.CDS.2653,group01281
TBhypo3765.genome.CDS.2652,group12049
TBhypo3765.genome.CDS.2651,group00701
TBhypo3765.genome.CDS.2650,group02800
TBhypo3765.genome.CDS.2659,group00884
TBhypo3765.genome.CDS.2658,group10548
TBhypo3765.genome.CDS.2439,group01734
TBhypo3765.genome.CDS.2438,group00769
TBhypo3765.genome.CDS.2437,group01121
TBhypo3765.genome.CDS.2436,group11810
TBhypo3765.genome.CDS.2435,group00182
TBhypo3765.genome.CDS.2434,group01896
TBhypo3765.genome.CDS.2433,group04420
TBhypo3765.genome.CDS.2432,group02713
TBhypo3765.genome.CDS.2431,group01308
TBhypo3765.genome.CDS.2430,group00286
TBhypo3765.genome.CDS.1821,group05216
TBhypo3765.genome.CDS.1820,group08727
TBhypo3765.genome.CDS.1822,group01830
TBhypo3765.genome.CDS.1825,group12327
TBhypo3765.genome.CDS.1824,group03415
TBhypo3765.genome.CDS.1827,group00069
TBhypo3765.genome.CDS.1826,group01447
TBhypo3765.genome.CDS.1829,group03505
TBhypo3765.genome.CDS.1828,group00438
TBhypo3765.genome.CDS.2323,group00216
TBhypo3765.genome.CDS.2322,group01703
TBhypo3765.genome.CDS.2321,group10076
TBhypo3765.genome.CDS.2320,group02018
TBhypo3765.genome.CDS.2327,group00287
TBhypo3765.genome.CDS.2326,group00409
TBhypo3765.genome.CDS.2325,group03011
TBhypo3765.genome.CDS.2324,group05148
TBhypo3765.genome.CDS.2329,group00281
TBhypo3765.genome.CDS.2328,group00214
TBhypo3765.genome.CDS.2229,group09996
TBhypo3765.genome.CDS.2226,group00007
TBhypo3765.genome.CDS.2227,group00495
TBhypo3765.genome.CDS.2224,group01473
TBhypo3765.genome.CDS.2222,group00361
TBhypo3765.genome.CDS.2223,group00612
TBhypo3765.genome.CDS.2221,group00057
TBhypo3765.genome.CDS.1799,group01594
TBhypo3765.genome.CDS.1798,group04129
TBhypo3765.genome.CDS.391,group05175
TBhypo3765.genome.CDS.1792,group06130
TBhypo3765.genome.CDS.1791,group00973
TBhypo3765.genome.CDS.1790,group00995
TBhypo3765.genome.CDS.1797,group01190
TBhypo3765.genome.CDS.1796,group07148
TBhypo3765.genome.CDS.1795,group08158
TBhypo3765.genome.CDS.1794,group01046
TBhypo3765.genome.CDS.141,group05086
TBhypo3765.genome.CDS.1649,group00491
TBhypo3765.genome.CDS.2133,group12921
TBhypo3765.genome.CDS.2130,group02472
TBhypo3765.genome.CDS.2131,group02476
TBhypo3765.genome.CDS.2136,group12642
TBhypo3765.genome.CDS.2137,group05171
TBhypo3765.genome.CDS.2134,group04066
TBhypo3765.genome.CDS.2135,group05170
TBhypo3765.genome.CDS.1641,group10155
TBhypo3765.genome.CDS.1640,group06596
TBhypo3765.genome.CDS.2138,group02106
TBhypo3765.genome.CDS.1642,group02629
TBhypo3765.genome.CDS.1645,group00021
TBhypo3765.genome.CDS.1644,group00020
TBhypo3765.genome.CDS.1647,group03412
TBhypo3765.genome.CDS.1646,group00395
TBhypo3765.genome.CDS.811,group03323
TBhypo3765.genome.CDS.2132,group02848
TBhypo3765.genome.CDS.1648,group02509
TBhypo3765.genome.CDS.1498,group04874
TBhypo3765.genome.CDS.1499,group00043
TBhypo3765.genome.CDS.1490,group00211
TBhypo3765.genome.CDS.1491,group02500
TBhypo3765.genome.CDS.1492,group00452
TBhypo3765.genome.CDS.1493,group12268
TBhypo3765.genome.CDS.1494,group00773
TBhypo3765.genome.CDS.1495,group00367
TBhypo3765.genome.CDS.1496,group00176
TBhypo3765.genome.CDS.1497,group00390
TBhypo3765.genome.CDS.1643,group00508
TBhypo3765.genome.CDS.2139,group01878
TBhypo3765.genome.CDS.1071,group10368
TBhypo3765.genome.CDS.2684,group01753
TBhypo3765.genome.CDS.2685,group00097
TBhypo3765.genome.CDS.2686,group01312
TBhypo3765.genome.CDS.2687,group01551
TBhypo3765.genome.CDS.2680,group00903
TBhypo3765.genome.CDS.2681,group01035
TBhypo3765.genome.CDS.2682,group01297
TBhypo3765.genome.CDS.2683,group00310
TBhypo3765.genome.CDS.1814,group02069
TBhypo3765.genome.CDS.1815,group01482
TBhypo3765.genome.CDS.1816,group10007
TBhypo3765.genome.CDS.1817,group03439
TBhypo3765.genome.CDS.1810,group12977
TBhypo3765.genome.CDS.1811,group00004
TBhypo3765.genome.CDS.1812,group00016
TBhypo3765.genome.CDS.1813,group03434
TBhypo3765.genome.CDS.1818,group00351
TBhypo3765.genome.CDS.1819,group00003
TBhypo3765.genome.CDS.2356,group00834
TBhypo3765.genome.CDS.2357,group00694
TBhypo3765.genome.CDS.2354,group00856
TBhypo3765.genome.CDS.2355,group05219
TBhypo3765.genome.CDS.2352,group00587
TBhypo3765.genome.CDS.2353,group02932
TBhypo3765.genome.CDS.2350,group00463
TBhypo3765.genome.CDS.2351,group00049
TBhypo3765.genome.CDS.2358,group02142
TBhypo3765.genome.CDS.2359,group00283
TBhypo3765.genome.CDS.2239,group00574
TBhypo3765.genome.CDS.2238,group00928
TBhypo3765.genome.CDS.2235,group00264
TBhypo3765.genome.CDS.2234,group00489
TBhypo3765.genome.CDS.2237,group00501
TBhypo3765.genome.CDS.2236,group00809
TBhypo3765.genome.CDS.2231,group00427
TBhypo3765.genome.CDS.2230,group09996
TBhypo3765.genome.CDS.2233,group00732
TBhypo3765.genome.CDS.2232,group00469
TBhypo3765.genome.CDS.2121,group05126
TBhypo3765.genome.CDS.2120,group03793
TBhypo3765.genome.CDS.2123,group13893
TBhypo3765.genome.CDS.2122,group12534
TBhypo3765.genome.CDS.2125,group06372
TBhypo3765.genome.CDS.2124,group01678
TBhypo3765.genome.CDS.2127,group05129
TBhypo3765.genome.CDS.2126,group13199
TBhypo3765.genome.CDS.2129,group09700
TBhypo3765.genome.CDS.2128,group03203
TBhypo3765.genome.CDS.1676,group01684
TBhypo3765.genome.CDS.1677,group02411
TBhypo3765.genome.CDS.1670,group12169
TBhypo3765.genome.CDS.1671,group03312
TBhypo3765.genome.CDS.1672,group00031
TBhypo3765.genome.CDS.1673,group13745
TBhypo3765.genome.CDS.175,group01569
TBhypo3765.genome.CDS.1244,group01510
TBhypo3765.genome.CDS.1489,group11935
TBhypo3765.genome.CDS.1488,group03053
TBhypo3765.genome.CDS.1487,group11729
TBhypo3765.genome.CDS.1486,group00165
TBhypo3765.genome.CDS.1485,group00194
TBhypo3765.genome.CDS.1484,group00090
TBhypo3765.genome.CDS.1483,group12591
TBhypo3765.genome.CDS.1482,group12056
TBhypo3765.genome.CDS.1481,group01263
TBhypo3765.genome.CDS.1480,group00070
TBhypo3765.genome.CDS.1630,group03835
TBhypo3765.genome.CDS.1632,group00217
TBhypo3765.genome.CDS.2166,group11758
TBhypo3765.genome.CDS.2161,group00067
TBhypo3765.genome.CDS.1635,group00183
TBhypo3765.genome.CDS.1636,group00689
TBhypo3765.genome.CDS.1064,group05355
TBhypo3765.genome.CDS.1114,group00146
TBhypo3765.genome.CDS.861,group10890
TBhypo3765.genome.CDS.2693,group05135
TBhypo3765.genome.CDS.2692,group11375
TBhypo3765.genome.CDS.2691,group02304
TBhypo3765.genome.CDS.2690,group04762
TBhypo3765.genome.CDS.2697,group12927
TBhypo3765.genome.CDS.2696,group02306
