AAA027L06.genome.CDS.1551,group00717
AAA027L06.genome.CDS.2421,group00381
AAA027L06.genome.CDS.1968,group01565
AAA027L06.genome.CDS.1969,group08235
AAA027L06.genome.CDS.1634,group00560
AAA027L06.genome.CDS.1964,group00614
AAA027L06.genome.CDS.1965,group01284
AAA027L06.genome.CDS.1966,group01124
AAA027L06.genome.CDS.1967,group01664
AAA027L06.genome.CDS.1960,group00207
AAA027L06.genome.CDS.1961,group00356
AAA027L06.genome.CDS.1962,group08226
AAA027L06.genome.CDS.1963,group05250
AAA027L06.genome.CDS.1366,group06511
AAA027L06.genome.CDS.1367,group00978
AAA027L06.genome.CDS.1364,group04662
AAA027L06.genome.CDS.1365,group00983
AAA027L06.genome.CDS.1362,group00340
AAA027L06.genome.CDS.1363,group00638
AAA027L06.genome.CDS.1360,group00011
AAA027L06.genome.CDS.1635,group01149
AAA027L06.genome.CDS.1851,group00090
AAA027L06.genome.CDS.984,group00176
AAA027L06.genome.CDS.1985,group05661
AAA027L06.genome.CDS.1636,group00767
AAA027L06.genome.CDS.1368,group13830
AAA027L06.genome.CDS.1369,group00705
AAA027L06.genome.CDS.1281,group00658
AAA027L06.genome.CDS.2396,group01272
AAA027L06.genome.CDS.1283,group00242
AAA027L06.genome.CDS.1282,group03556
AAA027L06.genome.CDS.1285,group00252
AAA027L06.genome.CDS.1284,group01594
AAA027L06.genome.CDS.1287,group00800
AAA027L06.genome.CDS.1286,group00376
AAA027L06.genome.CDS.1289,group00665
AAA027L06.genome.CDS.1739,group00610
AAA027L06.genome.CDS.2413,group00306
AAA027L06.genome.CDS.2412,group00284
AAA027L06.genome.CDS.2415,group01829
AAA027L06.genome.CDS.2414,group00202
AAA027L06.genome.CDS.1467,group07485
AAA027L06.genome.CDS.2416,group00394
AAA027L06.genome.CDS.1919,group03532
AAA027L06.genome.CDS.1918,group00000
AAA027L06.genome.CDS.1448,group07826
AAA027L06.genome.CDS.1632,group00435
AAA027L06.genome.CDS.1443,group00081
AAA027L06.genome.CDS.1591,group00450
AAA027L06.genome.CDS.1441,group01123
AAA027L06.genome.CDS.1440,group00885
AAA027L06.genome.CDS.1915,group04450
AAA027L06.genome.CDS.1446,group00503
AAA027L06.genome.CDS.1917,group00975
AAA027L06.genome.CDS.1916,group00849
AAA027L06.genome.CDS.1883,group00544
AAA027L06.genome.CDS.2390,group05283
AAA027L06.genome.CDS.2434,group00273
AAA027L06.genome.CDS.1882,group01033
AAA027L06.genome.CDS.1278,group00345
AAA027L06.genome.CDS.1433,group01729
AAA027L06.genome.CDS.2391,group04106
AAA027L06.genome.CDS.1737,group00594
AAA027L06.genome.CDS.1279,group00346
AAA027L06.genome.CDS.2010,group00771
AAA027L06.genome.CDS.1218,group00924
AAA027L06.genome.CDS.1880,group00256
AAA027L06.genome.CDS.2294,group01854
AAA027L06.genome.CDS.1212,group00045
AAA027L06.genome.CDS.1213,group00826
AAA027L06.genome.CDS.1210,group01032
AAA027L06.genome.CDS.1211,group00637
AAA027L06.genome.CDS.1216,group00937
AAA027L06.genome.CDS.1217,group01718
AAA027L06.genome.CDS.1214,group00575
AAA027L06.genome.CDS.1215,group01129
AAA027L06.genome.CDS.1779,group05401
AAA027L06.genome.CDS.1956,group06419
AAA027L06.genome.CDS.2433,group08240
AAA027L06.genome.CDS.2109,group11371
AAA027L06.genome.CDS.2440,group05289
AAA027L06.genome.CDS.1430,group00108
AAA027L06.genome.CDS.2108,group00697
AAA027L06.genome.CDS.1854,group00548
AAA027L06.genome.CDS.1713,group00283
AAA027L06.genome.CDS.2340,group00925
AAA027L06.genome.CDS.2098,group00285
AAA027L06.genome.CDS.2432,group00274
AAA027L06.genome.CDS.1431,group09638
AAA027L06.genome.CDS.2093,group00280
AAA027L06.genome.CDS.1628,group01958
AAA027L06.genome.CDS.2012,group00557
AAA027L06.genome.CDS.1872,group05284
AAA027L06.genome.CDS.1873,group05284
AAA027L06.genome.CDS.1932,group00410
AAA027L06.genome.CDS.1870,group00022
AAA027L06.genome.CDS.1426,group01268
AAA027L06.genome.CDS.1707,group00553
AAA027L06.genome.CDS.1436,group01099
AAA027L06.genome.CDS.1893,group09440
AAA027L06.genome.CDS.1463,group00016
AAA027L06.genome.CDS.1346,group07845
AAA027L06.genome.CDS.2194,group01454
AAA027L06.genome.CDS.2073,group00627
AAA027L06.genome.CDS.1548,group00431
AAA027L06.genome.CDS.2072,group00084
AAA027L06.genome.CDS.1711,group01198
AAA027L06.genome.CDS.1874,group00633
AAA027L06.genome.CDS.1703,group14024
AAA027L06.genome.CDS.2430,group07304
AAA027L06.genome.CDS.1829,group10533
AAA027L06.genome.CDS.1828,group00330
AAA027L06.genome.CDS.2008,group02598
AAA027L06.genome.CDS.2009,group07516
AAA027L06.genome.CDS.2006,group00801
AAA027L06.genome.CDS.1824,group00672
AAA027L06.genome.CDS.1827,group01390
AAA027L06.genome.CDS.2005,group00668
AAA027L06.genome.CDS.1821,group00210
AAA027L06.genome.CDS.2003,group00793
AAA027L06.genome.CDS.1823,group00632
AAA027L06.genome.CDS.2001,group00337
AAA027L06.genome.CDS.2226,group00790
AAA027L06.genome.CDS.2227,group03988
AAA027L06.genome.CDS.2224,group00789
AAA027L06.genome.CDS.2225,group00887
AAA027L06.genome.CDS.2222,group00726
AAA027L06.genome.CDS.2223,group00270
AAA027L06.genome.CDS.2220,group00997
AAA027L06.genome.CDS.2221,group00650
AAA027L06.genome.CDS.2187,group00097
AAA027L06.genome.CDS.2186,group05664
AAA027L06.genome.CDS.2185,group00841
AAA027L06.genome.CDS.2104,group00087
AAA027L06.genome.CDS.2183,group01010
AAA027L06.genome.CDS.1717,group13085
AAA027L06.genome.CDS.2228,group00692
AAA027L06.genome.CDS.1138,group07863
AAA027L06.genome.CDS.2132,group00272
AAA027L06.genome.CDS.1622,group00846
AAA027L06.genome.CDS.2130,group00957
AAA027L06.genome.CDS.2131,group00442
AAA027L06.genome.CDS.2136,group00500
AAA027L06.genome.CDS.1626,group02592
AAA027L06.genome.CDS.2134,group07405
AAA027L06.genome.CDS.2135,group00388
AAA027L06.genome.CDS.1740,group00618
AAA027L06.genome.CDS.1741,group07649
AAA027L06.genome.CDS.2138,group00269
AAA027L06.genome.CDS.2139,group03462
AAA027L06.genome.CDS.1744,group00457
AAA027L06.genome.CDS.1745,group00282
AAA027L06.genome.CDS.1746,group04318
AAA027L06.genome.CDS.1341,group00510
AAA027L06.genome.CDS.2368,group00034
AAA027L06.genome.CDS.2431,group01291
AAA027L06.genome.CDS.2103,group00039
AAA027L06.genome.CDS.1435,group00253
AAA027L06.genome.CDS.1763,group04327
AAA027L06.genome.CDS.2140,group00993
AAA027L06.genome.CDS.1407,group00075
AAA027L06.genome.CDS.1410,group00916
AAA027L06.genome.CDS.1411,group00452
AAA027L06.genome.CDS.1412,group05294
AAA027L06.genome.CDS.1413,group03685
AAA027L06.genome.CDS.1414,group00852
AAA027L06.genome.CDS.2450,group00296
AAA027L06.genome.CDS.1416,group00054
AAA027L06.genome.CDS.1417,group00165
AAA027L06.genome.CDS.1418,group01626
AAA027L06.genome.CDS.1550,group00089
AAA027L06.genome.CDS.2350,group07534
AAA027L06.genome.CDS.1552,group10519
AAA027L06.genome.CDS.2041,group00355
AAA027L06.genome.CDS.1554,group13725
AAA027L06.genome.CDS.2354,group00215
AAA027L06.genome.CDS.1556,group00700
AAA027L06.genome.CDS.1955,group00122
AAA027L06.genome.CDS.1486,group13604
AAA027L06.genome.CDS.1485,group00008
AAA027L06.genome.CDS.1484,group00465
AAA027L06.genome.CDS.1483,group00447
AAA027L06.genome.CDS.1950,group00244
AAA027L06.genome.CDS.1481,group00741
AAA027L06.genome.CDS.1952,group00145
AAA027L06.genome.CDS.1524,group00487
AAA027L06.genome.CDS.1525,group00547
AAA027L06.genome.CDS.1526,group06333
AAA027L06.genome.CDS.1527,group00990
AAA027L06.genome.CDS.1959,group00656
AAA027L06.genome.CDS.1958,group00982
AAA027L06.genome.CDS.1489,group08976
AAA027L06.genome.CDS.1523,group10443
AAA027L06.genome.CDS.1937,group00320
AAA027L06.genome.CDS.2445,group00444
AAA027L06.genome.CDS.2322,group00830
AAA027L06.genome.CDS.1461,group02178
AAA027L06.genome.CDS.1549,group00436
AAA027L06.genome.CDS.1935,group00217
AAA027L06.genome.CDS.1460,group00043
AAA027L06.genome.CDS.1256,group01001
AAA027L06.genome.CDS.1257,group01376
AAA027L06.genome.CDS.1254,group10591
AAA027L06.genome.CDS.1255,group00817
AAA027L06.genome.CDS.1252,group01621
AAA027L06.genome.CDS.1253,group00201
AAA027L06.genome.CDS.1250,group01712
AAA027L06.genome.CDS.1318,group00463
AAA027L06.genome.CDS.1317,group00517
AAA027L06.genome.CDS.1316,group09900
AAA027L06.genome.CDS.1445,group00094
AAA027L06.genome.CDS.2441,group00082
AAA027L06.genome.CDS.1313,group00494
AAA027L06.genome.CDS.1312,group00462
AAA027L06.genome.CDS.1311,group00298
AAA027L06.genome.CDS.2326,group00238
AAA027L06.genome.CDS.1419,group07522
AAA027L06.genome.CDS.1542,group13608
AAA027L06.genome.CDS.2100,group00074
AAA027L06.genome.CDS.2325,group00914
AAA027L06.genome.CDS.1543,group00364
AAA027L06.genome.CDS.2086,group00130
AAA027L06.genome.CDS.1930,group00050
AAA027L06.genome.CDS.2365,group07583
AAA027L06.genome.CDS.2451,group00366
AAA027L06.genome.CDS.1594,group13639
AAA027L06.genome.CDS.1541,group00857
AAA027L06.genome.CDS.2449,group00412
AAA027L06.genome.CDS.1468,group08763
AAA027L06.genome.CDS.2363,group00835
AAA027L06.genome.CDS.1751,group01013
AAA027L06.genome.CDS.2362,group00972
AAA027L06.genome.CDS.1544,group03047
AAA027L06.genome.CDS.1923,group00491
AAA027L06.genome.CDS.1545,group00869
AAA027L06.genome.CDS.1889,group08095
AAA027L06.genome.CDS.1689,group02197
AAA027L06.genome.CDS.151,group01382
AAA027L06.genome.CDS.1944,group00900
AAA027L06.genome.CDS.1825,group00664
AAA027L06.genome.CDS.1945,group01354
AAA027L06.genome.CDS.2408,group00545
AAA027L06.genome.CDS.2007,group11426
AAA027L06.genome.CDS.1888,group00384
AAA027L06.genome.CDS.2004,group00643
AAA027L06.genome.CDS.1515,group01344
AAA027L06.genome.CDS.1330,group01895
AAA027L06.genome.CDS.1826,group00197
AAA027L06.genome.CDS.1940,group00307
AAA027L06.genome.CDS.1514,group03973
AAA027L06.genome.CDS.1782,group11935
AAA027L06.genome.CDS.2002,group00037
AAA027L06.genome.CDS.2311,group01993
AAA027L06.genome.CDS.2133,group00380
AAA027L06.genome.CDS.1517,group01638
AAA027L06.genome.CDS.1820,group00785
AAA027L06.genome.CDS.2046,group00276
AAA027L06.genome.CDS.2315,group00486
AAA027L06.genome.CDS.2409,group00363
AAA027L06.genome.CDS.2000,group01031
AAA027L06.genome.CDS.1428,group01048
AAA027L06.genome.CDS.2312,group00752
AAA027L06.genome.CDS.1421,group03445
AAA027L06.genome.CDS.1822,group00278
AAA027L06.genome.CDS.1390,group00348
AAA027L06.genome.CDS.2313,group01012
AAA027L06.genome.CDS.1339,group00955
AAA027L06.genome.CDS.1513,group07217
AAA027L06.genome.CDS.2361,group00451
AAA027L06.genome.CDS.1231,group01758
AAA027L06.genome.CDS.2258,group00377
AAA027L06.genome.CDS.1771,group05285
AAA027L06.genome.CDS.1770,group08749
AAA027L06.genome.CDS.1773,group07897
AAA027L06.genome.CDS.1772,group10778
AAA027L06.genome.CDS.1775,group07796
AAA027L06.genome.CDS.1774,group13051
AAA027L06.genome.CDS.1777,group05287
AAA027L06.genome.CDS.1776,group05209
AAA027L06.genome.CDS.20,group00702
AAA027L06.genome.CDS.1778,group02194
AAA027L06.genome.CDS.1949,group00708
AAA027L06.genome.CDS.2077,group00127
AAA027L06.genome.CDS.1705,group00223
AAA027L06.genome.CDS.1706,group00241
AAA027L06.genome.CDS.2074,group00205
AAA027L06.genome.CDS.1876,group01074
AAA027L06.genome.CDS.1701,group00319
AAA027L06.genome.CDS.1702,group04455
AAA027L06.genome.CDS.2070,group00188
AAA027L06.genome.CDS.1547,group04408
AAA027L06.genome.CDS.1519,group00133
AAA027L06.genome.CDS.1512,group09996
AAA027L06.genome.CDS.1879,group00472
AAA027L06.genome.CDS.1708,group12881
AAA027L06.genome.CDS.1709,group01252
AAA027L06.genome.CDS.2079,group00155
AAA027L06.genome.CDS.2078,group01262
AAA027L06.genome.CDS.1331,group00739
AAA027L06.genome.CDS.2075,group00641
AAA027L06.genome.CDS.1866,group00569
AAA027L06.genome.CDS.2395,group13631
AAA027L06.genome.CDS.2178,group00931
AAA027L06.genome.CDS.2179,group01071
AAA027L06.genome.CDS.2176,group00962
AAA027L06.genome.CDS.2177,group10212
AAA027L06.genome.CDS.2174,group00714
AAA027L06.genome.CDS.2175,group00768
AAA027L06.genome.CDS.2172,group12515
AAA027L06.genome.CDS.2173,group00339
AAA027L06.genome.CDS.2170,group00430
AAA027L06.genome.CDS.2171,group00858
AAA027L06.genome.CDS.1685,group13210
AAA027L06.genome.CDS.1684,group00000
AAA027L06.genome.CDS.1687,group08416
AAA027L06.genome.CDS.1686,group00918
AAA027L06.genome.CDS.1681,group09678
AAA027L06.genome.CDS.1680,group01673
AAA027L06.genome.CDS.1683,group01706
AAA027L06.genome.CDS.1682,group00356
AAA027L06.genome.CDS.2055,group00571
AAA027L06.genome.CDS.1335,group01038
AAA027L06.genome.CDS.2259,group00498
AAA027L06.genome.CDS.1688,group00716
AAA027L06.genome.CDS.2316,group00390
AAA027L06.genome.CDS.2317,group01051
AAA027L06.genome.CDS.2314,group00397
AAA027L06.genome.CDS.1516,group04040
AAA027L06.genome.CDS.1511,group01897
AAA027L06.genome.CDS.1510,group00024
AAA027L06.genome.CDS.2310,group00691
AAA027L06.genome.CDS.1597,group00513
AAA027L06.genome.CDS.2257,group00144
AAA027L06.genome.CDS.2256,group06648
AAA027L06.genome.CDS.2255,group00314
AAA027L06.genome.CDS.2254,group00654
AAA027L06.genome.CDS.2253,group00313
AAA027L06.genome.CDS.1518,group00880
AAA027L06.genome.CDS.2318,group00263
AAA027L06.genome.CDS.2250,group00864
AAA027L06.genome.CDS.1678,group02173
AAA027L06.genome.CDS.1679,group02330
AAA027L06.genome.CDS.1670,group00105
AAA027L06.genome.CDS.1671,group00682
AAA027L06.genome.CDS.1672,group00663
AAA027L06.genome.CDS.1673,group01310
AAA027L06.genome.CDS.1674,group05057
AAA027L06.genome.CDS.1675,group00559
AAA027L06.genome.CDS.1676,group07419
AAA027L06.genome.CDS.1677,group00012
AAA027L06.genome.CDS.1991,group07994
AAA027L06.genome.CDS.1990,group11790
AAA027L06.genome.CDS.1993,group12774
AAA027L06.genome.CDS.1992,group00908
AAA027L06.genome.CDS.1995,group07324
AAA027L06.genome.CDS.2388,group02916
AAA027L06.genome.CDS.1997,group00787
AAA027L06.genome.CDS.1996,group01340
AAA027L06.genome.CDS.2385,group00052
AAA027L06.genome.CDS.2384,group01717
AAA027L06.genome.CDS.2387,group01513
AAA027L06.genome.CDS.2386,group06372
AAA027L06.genome.CDS.2381,group02082
AAA027L06.genome.CDS.2380,group00953
AAA027L06.genome.CDS.2383,group12056
AAA027L06.genome.CDS.2382,group02270
AAA027L06.genome.CDS.2189,group00072
AAA027L06.genome.CDS.688,group04115
AAA027L06.genome.CDS.2188,group00062
AAA027L06.genome.CDS.1651,group00153
AAA027L06.genome.CDS.1429,group00108
AAA027L06.genome.CDS.1293,group00222
AAA027L06.genome.CDS.1359,group00636
AAA027L06.genome.CDS.1358,group00056
AAA027L06.genome.CDS.1296,group03057
AAA027L06.genome.CDS.1297,group00722
AAA027L06.genome.CDS.1294,group00290
AAA027L06.genome.CDS.1295,group00769
AAA027L06.genome.CDS.2402,group02401
AAA027L06.genome.CDS.1420,group00167
AAA027L06.genome.CDS.1423,group00399
AAA027L06.genome.CDS.2401,group01020
AAA027L06.genome.CDS.2406,group01178
AAA027L06.genome.CDS.1356,group00570
AAA027L06.genome.CDS.1427,group00167
AAA027L06.genome.CDS.1354,group00236
AAA027L06.genome.CDS.1908,group03239
AAA027L06.genome.CDS.1909,group07510
AAA027L06.genome.CDS.1458,group07217
AAA027L06.genome.CDS.1459,group04592
AAA027L06.genome.CDS.1902,group08192
AAA027L06.genome.CDS.1903,group03759
AAA027L06.genome.CDS.1900,group08086
AAA027L06.genome.CDS.1901,group02335
AAA027L06.genome.CDS.1906,group09741
AAA027L06.genome.CDS.1451,group12698
AAA027L06.genome.CDS.1452,group02539
AAA027L06.genome.CDS.2182,group08257
AAA027L06.genome.CDS.1590,group02671
AAA027L06.genome.CDS.2181,group01453
AAA027L06.genome.CDS.2378,group00481
AAA027L06.genome.CDS.1742,group00580
AAA027L06.genome.CDS.2229,group00840
AAA027L06.genome.CDS.1584,group08801
AAA027L06.genome.CDS.856,group01991
AAA027L06.genome.CDS.1623,group00775
AAA027L06.genome.CDS.1648,group00112
AAA027L06.genome.CDS.1229,group00199
AAA027L06.genome.CDS.1228,group00577
AAA027L06.genome.CDS.1227,group08480
AAA027L06.genome.CDS.2071,group00086
AAA027L06.genome.CDS.1225,group00467
AAA027L06.genome.CDS.1224,group01079
AAA027L06.genome.CDS.1223,group00042
AAA027L06.genome.CDS.1222,group00747
AAA027L06.genome.CDS.1221,group00017
AAA027L06.genome.CDS.1999,group11935
AAA027L06.genome.CDS.1280,group00347
AAA027L06.genome.CDS.1620,group01189
AAA027L06.genome.CDS.1998,group07514
AAA027L06.genome.CDS.1627,group00367
AAA027L06.genome.CDS.2319,group11221
AAA027L06.genome.CDS.192,group00137
AAA027L06.genome.CDS.1926,group00737
AAA027L06.genome.CDS.2137,group00506
AAA027L06.genome.CDS.1625,group00960
AAA027L06.genome.CDS.2215,group00383
AAA027L06.genome.CDS.1887,group00773
AAA027L06.genome.CDS.1617,group00602
AAA027L06.genome.CDS.1352,group00625
AAA027L06.genome.CDS.2034,group00353
AAA027L06.genome.CDS.1788,group00057
AAA027L06.genome.CDS.1344,group00327
AAA027L06.genome.CDS.1469,group00286
AAA027L06.genome.CDS.1629,group00440
AAA027L06.genome.CDS.1662,group00116
AAA027L06.genome.CDS.1743,group00523
AAA027L06.genome.CDS.2214,group00725
AAA027L06.genome.CDS.1886,group00626
AAA027L06.genome.CDS.2149,group00419
AAA027L06.genome.CDS.1875,group00952
AAA027L06.genome.CDS.1404,group00078
AAA027L06.genome.CDS.1290,group00647
AAA027L06.genome.CDS.1838,group00757
AAA027L06.genome.CDS.2023,group00923
AAA027L06.genome.CDS.1568,group01321
AAA027L06.genome.CDS.1747,group00342
AAA027L06.genome.CDS.2252,group00859
AAA027L06.genome.CDS.2407,group00621
AAA027L06.genome.CDS.1422,group00948
AAA027L06.genome.CDS.2095,group00281
AAA027L06.genome.CDS.2033,group01289
AAA027L06.genome.CDS.2032,group00574
AAA027L06.genome.CDS.2031,group00353
AAA027L06.genome.CDS.2037,group00025
AAA027L06.genome.CDS.2036,group00889
AAA027L06.genome.CDS.2035,group00308
AAA027L06.genome.CDS.1839,group00125
AAA027L06.genome.CDS.1836,group00294
AAA027L06.genome.CDS.1837,group00166
AAA027L06.genome.CDS.1834,group00085
AAA027L06.genome.CDS.1835,group00041
AAA027L06.genome.CDS.2251,group00438
AAA027L06.genome.CDS.1833,group07896
AAA027L06.genome.CDS.1830,group00196
AAA027L06.genome.CDS.1831,group00101
AAA027L06.genome.CDS.1861,group00258
AAA027L06.genome.CDS.1425,group01196
AAA027L06.genome.CDS.1884,group04409
AAA027L06.genome.CDS.1712,group00433
AAA027L06.genome.CDS.2040,group00277
AAA027L06.genome.CDS.2190,group00986
AAA027L06.genome.CDS.2191,group04438
AAA027L06.genome.CDS.2192,group06006
AAA027L06.genome.CDS.2193,group08279
AAA027L06.genome.CDS.1645,group00181
AAA027L06.genome.CDS.1644,group12495
AAA027L06.genome.CDS.2196,group05402
AAA027L06.genome.CDS.2197,group00021
AAA027L06.genome.CDS.2198,group07007
AAA027L06.genome.CDS.2199,group00395
AAA027L06.genome.CDS.2405,group06029
AAA027L06.genome.CDS.2047,group00963
AAA027L06.genome.CDS.2107,group00511
AAA027L06.genome.CDS.2106,group00209
AAA027L06.genome.CDS.2105,group00103
AAA027L06.genome.CDS.1637,group00652
AAA027L06.genome.CDS.1630,group00460
AAA027L06.genome.CDS.1867,group00003
AAA027L06.genome.CDS.2101,group00802
AAA027L06.genome.CDS.1756,group00495
AAA027L06.genome.CDS.1735,group00616
AAA027L06.genome.CDS.1734,group00328
AAA027L06.genome.CDS.1881,group00592
AAA027L06.genome.CDS.1736,group00595
AAA027L06.genome.CDS.1638,group02184
AAA027L06.genome.CDS.1730,group00764
AAA027L06.genome.CDS.1885,group10262
AAA027L06.genome.CDS.1732,group00611
AAA027L06.genome.CDS.2085,group00782
AAA027L06.genome.CDS.2082,group01262
AAA027L06.genome.CDS.1719,group00855
AAA027L06.genome.CDS.1457,group09636
AAA027L06.genome.CDS.2305,group00728
AAA027L06.genome.CDS.1465,group00515
AAA027L06.genome.CDS.1464,group00004
AAA027L06.genome.CDS.2444,group00883
AAA027L06.genome.CDS.1466,group00634
AAA027L06.genome.CDS.2442,group00063
AAA027L06.genome.CDS.2443,group11758
AAA027L06.genome.CDS.2369,group00803
AAA027L06.genome.CDS.1462,group06517
AAA027L06.genome.CDS.2367,group00421
AAA027L06.genome.CDS.2366,group04475
AAA027L06.genome.CDS.1540,group07830
AAA027L06.genome.CDS.2364,group00586
AAA027L06.genome.CDS.1546,group00426
AAA027L06.genome.CDS.2400,group01374
AAA027L06.genome.CDS.1399,group00083
AAA027L06.genome.CDS.2360,group03534
AAA027L06.genome.CDS.1946,group08442
AAA027L06.genome.CDS.1947,group00458
AAA027L06.genome.CDS.1793,group00906
AAA027L06.genome.CDS.2218,group00185
AAA027L06.genome.CDS.1942,group00243
AAA027L06.genome.CDS.1943,group00321
AAA027L06.genome.CDS.1929,group00139
AAA027L06.genome.CDS.1941,group00030
AAA027L06.genome.CDS.2213,group00512
AAA027L06.genome.CDS.1357,group00542
AAA027L06.genome.CDS.2211,group08121
AAA027L06.genome.CDS.2210,group00051
AAA027L06.genome.CDS.2217,group00076
AAA027L06.genome.CDS.2216,group07148
AAA027L06.genome.CDS.1948,group07142
AAA027L06.genome.CDS.866,group07127
AAA027L06.genome.CDS.1498,group00565
AAA027L06.genome.CDS.1499,group00564
AAA027L06.genome.CDS.2404,group00357
AAA027L06.genome.CDS.1490,group07340
AAA027L06.genome.CDS.1491,group00537
AAA027L06.genome.CDS.1492,group04914
AAA027L06.genome.CDS.2089,group00700
AAA027L06.genome.CDS.1495,group00584
AAA027L06.genome.CDS.1496,group00519
AAA027L06.genome.CDS.1497,group00720
AAA027L06.genome.CDS.1300,group00881
AAA027L06.genome.CDS.1301,group00441
AAA027L06.genome.CDS.1302,group00331
AAA027L06.genome.CDS.1303,group00332
AAA027L06.genome.CDS.1304,group00361
AAA027L06.genome.CDS.1305,group08262
AAA027L06.genome.CDS.1306,group13095
AAA027L06.genome.CDS.1307,group00008
AAA027L06.genome.CDS.1308,group00171
AAA027L06.genome.CDS.1309,group00697
AAA027L06.genome.CDS.683,group12313
AAA027L06.genome.CDS.1896,group00138
AAA027L06.genome.CDS.1269,group12411
AAA027L06.genome.CDS.1268,group10875
AAA027L06.genome.CDS.2355,group00076
AAA027L06.genome.CDS.1263,group00073
AAA027L06.genome.CDS.1262,group00102
AAA027L06.genome.CDS.1261,group00096
AAA027L06.genome.CDS.1260,group00629
AAA027L06.genome.CDS.1267,group02191
AAA027L06.genome.CDS.1266,group01797
AAA027L06.genome.CDS.1265,group08400
AAA027L06.genome.CDS.1264,group02606
AAA027L06.genome.CDS.1766,group03176
AAA027L06.genome.CDS.1559,group00470
AAA027L06.genome.CDS.1561,group04420
AAA027L06.genome.CDS.1558,group03368
AAA027L06.genome.CDS.1528,group00405
AAA027L06.genome.CDS.2358,group00555
AAA027L06.genome.CDS.1454,group08977
AAA027L06.genome.CDS.2359,group07862
AAA027L06.genome.CDS.1619,group04048
AAA027L06.genome.CDS.1455,group12591
AAA027L06.genome.CDS.2161,group00521
AAA027L06.genome.CDS.2162,group01028
AAA027L06.genome.CDS.1453,group00934
AAA027L06.genome.CDS.1415,group00071
