BIN_15.genome.CDS.1749,group11490
BIN_15.genome.CDS.581,group00094
BIN_15.genome.CDS.2569,group03093
BIN_15.genome.CDS.1310,group02136
BIN_15.genome.CDS.1311,group00891
BIN_15.genome.CDS.1316,group06460
BIN_15.genome.CDS.1315,group02449
BIN_15.genome.CDS.2829,group00284
BIN_15.genome.CDS.2828,group00382
BIN_15.genome.CDS.2821,group01831
BIN_15.genome.CDS.2820,group06029
BIN_15.genome.CDS.2823,group00546
BIN_15.genome.CDS.2822,group00620
BIN_15.genome.CDS.2825,group00363
BIN_15.genome.CDS.2824,group01929
BIN_15.genome.CDS.2827,group00605
BIN_15.genome.CDS.2826,group00660
BIN_15.genome.CDS.1958,group02265
BIN_15.genome.CDS.1959,group00229
BIN_15.genome.CDS.1950,group00020
BIN_15.genome.CDS.1951,group00320
BIN_15.genome.CDS.1952,group11477
BIN_15.genome.CDS.1953,group00319
BIN_15.genome.CDS.1955,group01623
BIN_15.genome.CDS.1956,group00223
BIN_15.genome.CDS.1957,group00472
BIN_15.genome.CDS.2955,group03489
BIN_15.genome.CDS.2954,group00959
BIN_15.genome.CDS.2957,group01336
BIN_15.genome.CDS.2956,group00909
BIN_15.genome.CDS.2951,group00354
BIN_15.genome.CDS.2953,group01710
BIN_15.genome.CDS.2959,group08189
BIN_15.genome.CDS.2958,group01159
BIN_15.genome.CDS.1553,group00640
BIN_15.genome.CDS.2346,group00485
BIN_15.genome.CDS.1132,group11310
BIN_15.genome.CDS.1130,group11311
BIN_15.genome.CDS.1131,group01878
BIN_15.genome.CDS.2032,group11491
BIN_15.genome.CDS.2033,group01723
BIN_15.genome.CDS.2030,group11487
BIN_15.genome.CDS.2031,group11492
BIN_15.genome.CDS.2036,group06612
BIN_15.genome.CDS.2037,group00879
BIN_15.genome.CDS.2034,group02582
BIN_15.genome.CDS.2035,group04180
BIN_15.genome.CDS.2038,group11496
BIN_15.genome.CDS.2039,group03347
BIN_15.genome.CDS.2148,group10956
BIN_15.genome.CDS.2149,group01364
BIN_15.genome.CDS.2146,group01229
BIN_15.genome.CDS.2147,group08213
BIN_15.genome.CDS.2144,group05067
BIN_15.genome.CDS.2145,group01612
BIN_15.genome.CDS.2142,group02364
BIN_15.genome.CDS.2143,group01477
BIN_15.genome.CDS.2140,group01847
BIN_15.genome.CDS.2788,group00689
BIN_15.genome.CDS.2789,group00553
BIN_15.genome.CDS.2784,group11285
BIN_15.genome.CDS.2785,group09631
BIN_15.genome.CDS.2786,group00016
BIN_15.genome.CDS.2781,group07942
BIN_15.genome.CDS.2782,group01663
BIN_15.genome.CDS.2783,group10538
BIN_15.genome.CDS.2766,group01194
BIN_15.genome.CDS.2767,group04997
BIN_15.genome.CDS.2764,group02413
BIN_15.genome.CDS.2763,group00133
BIN_15.genome.CDS.2760,group02117
BIN_15.genome.CDS.2761,group10262
BIN_15.genome.CDS.2768,group01040
BIN_15.genome.CDS.2769,group01342
BIN_15.genome.CDS.2498,group00368
BIN_15.genome.CDS.2499,group02164
BIN_15.genome.CDS.2368,group02021
BIN_15.genome.CDS.2369,group01415
BIN_15.genome.CDS.2490,group02065
BIN_15.genome.CDS.2363,group01161
BIN_15.genome.CDS.2492,group01519
BIN_15.genome.CDS.2493,group03685
BIN_15.genome.CDS.2367,group10928
BIN_15.genome.CDS.2364,group02831
BIN_15.genome.CDS.2365,group01075
BIN_15.genome.CDS.3141,group02045
BIN_15.genome.CDS.3140,group03436
BIN_15.genome.CDS.3143,group00116
BIN_15.genome.CDS.3145,group00116
BIN_15.genome.CDS.3144,group00038
BIN_15.genome.CDS.3146,group00426
BIN_15.genome.CDS.3149,group11353
BIN_15.genome.CDS.174,group11470
BIN_15.genome.CDS.3368,group11415
BIN_15.genome.CDS.176,group11469
BIN_15.genome.CDS.3360,group02780
BIN_15.genome.CDS.3363,group11412
BIN_15.genome.CDS.3362,group02810
BIN_15.genome.CDS.3365,group00697
BIN_15.genome.CDS.3364,group05402
BIN_15.genome.CDS.3367,group01874
BIN_15.genome.CDS.3366,group01332
BIN_15.genome.CDS.2564,group12706
BIN_15.genome.CDS.2565,group00218
BIN_15.genome.CDS.2566,group02130
BIN_15.genome.CDS.2567,group01620
BIN_15.genome.CDS.2560,group00134
BIN_15.genome.CDS.2561,group02541
BIN_15.genome.CDS.3569,group11909
BIN_15.genome.CDS.2563,group12706
BIN_15.genome.CDS.3567,group11463
BIN_15.genome.CDS.3566,group01265
BIN_15.genome.CDS.3565,group01870
BIN_15.genome.CDS.3564,group00484
BIN_15.genome.CDS.2568,group01620
BIN_15.genome.CDS.3562,group11462
BIN_15.genome.CDS.3561,group00009
BIN_15.genome.CDS.3560,group08257
BIN_15.genome.CDS.3215,group01910
BIN_15.genome.CDS.3214,group08362
BIN_15.genome.CDS.3217,group00000
BIN_15.genome.CDS.3216,group11368
BIN_15.genome.CDS.3211,group00516
BIN_15.genome.CDS.3210,group00634
BIN_15.genome.CDS.3213,group04174
BIN_15.genome.CDS.3212,group00004
BIN_15.genome.CDS.3219,group11758
BIN_15.genome.CDS.3218,group00063
BIN_15.genome.CDS.1583,group02314
BIN_15.genome.CDS.1921,group00513
BIN_15.genome.CDS.597,group11176
BIN_15.genome.CDS.2814,group00606
BIN_15.genome.CDS.2815,group04368
BIN_15.genome.CDS.2816,group00360
BIN_15.genome.CDS.2817,group00574
BIN_15.genome.CDS.2810,group08680
BIN_15.genome.CDS.2812,group06713
BIN_15.genome.CDS.2813,group01937
BIN_15.genome.CDS.1309,group00836
BIN_15.genome.CDS.2818,group00356
BIN_15.genome.CDS.19,group00903
BIN_15.genome.CDS.3067,group00054
BIN_15.genome.CDS.2424,group00053
BIN_15.genome.CDS.2960,group00119
BIN_15.genome.CDS.2961,group08347
BIN_15.genome.CDS.2962,group00269
BIN_15.genome.CDS.2963,group09126
BIN_15.genome.CDS.2964,group00870
BIN_15.genome.CDS.2965,group10778
BIN_15.genome.CDS.2966,group13515
BIN_15.genome.CDS.2967,group01677
BIN_15.genome.CDS.2968,group11315
BIN_15.genome.CDS.2969,group01206
BIN_15.genome.CDS.1947,group08305
BIN_15.genome.CDS.1946,group12056
BIN_15.genome.CDS.1945,group01887
BIN_15.genome.CDS.1944,group00796
BIN_15.genome.CDS.1943,group00111
BIN_15.genome.CDS.1942,group01847
BIN_15.genome.CDS.1941,group01847
BIN_15.genome.CDS.1940,group11474
BIN_15.genome.CDS.1949,group04129
BIN_15.genome.CDS.1948,group04375
BIN_15.genome.CDS.1059,group01451
BIN_15.genome.CDS.2021,group12799
BIN_15.genome.CDS.2020,group00017
BIN_15.genome.CDS.2023,group05845
BIN_15.genome.CDS.2022,group00735
BIN_15.genome.CDS.2025,group02186
BIN_15.genome.CDS.2024,group00316
BIN_15.genome.CDS.2027,group11729
BIN_15.genome.CDS.2026,group11486
BIN_15.genome.CDS.2029,group04121
BIN_15.genome.CDS.2028,group02574
BIN_15.genome.CDS.2159,group13611
BIN_15.genome.CDS.2158,group10684
BIN_15.genome.CDS.2155,group00930
BIN_15.genome.CDS.2154,group00627
BIN_15.genome.CDS.2157,group05374
BIN_15.genome.CDS.2156,group06575
BIN_15.genome.CDS.2151,group11522
BIN_15.genome.CDS.2150,group00052
BIN_15.genome.CDS.2153,group08488
BIN_15.genome.CDS.2152,group03570
BIN_15.genome.CDS.2799,group00458
BIN_15.genome.CDS.2798,group07148
BIN_15.genome.CDS.2793,group00122
BIN_15.genome.CDS.2792,group00098
BIN_15.genome.CDS.2791,group00062
BIN_15.genome.CDS.2790,group00072
BIN_15.genome.CDS.2797,group00244
BIN_15.genome.CDS.2796,group00336
BIN_15.genome.CDS.2795,group00145
BIN_15.genome.CDS.2794,group00115
BIN_15.genome.CDS.2775,group00652
BIN_15.genome.CDS.2774,group02366
BIN_15.genome.CDS.2777,group00293
BIN_15.genome.CDS.2776,group01560
BIN_15.genome.CDS.2771,group08192
BIN_15.genome.CDS.2770,group06649
BIN_15.genome.CDS.2772,group04660
BIN_15.genome.CDS.2779,group01407
BIN_15.genome.CDS.2778,group00314
BIN_15.genome.CDS.2379,group08483
BIN_15.genome.CDS.2378,group11183
BIN_15.genome.CDS.3087,group00582
BIN_15.genome.CDS.2371,group00270
BIN_15.genome.CDS.2370,group00270
BIN_15.genome.CDS.2373,group02047
BIN_15.genome.CDS.2372,group01022
BIN_15.genome.CDS.2375,group04182
BIN_15.genome.CDS.2374,group00238
BIN_15.genome.CDS.2377,group00597
BIN_15.genome.CDS.2376,group01045
BIN_15.genome.CDS.2487,group11216
BIN_15.genome.CDS.2486,group00046
BIN_15.genome.CDS.2484,group00046
BIN_15.genome.CDS.3178,group00494
BIN_15.genome.CDS.3179,group11362
BIN_15.genome.CDS.2481,group11212
BIN_15.genome.CDS.2480,group11213
BIN_15.genome.CDS.3175,group11359
BIN_15.genome.CDS.3176,group00760
BIN_15.genome.CDS.3177,group03713
BIN_15.genome.CDS.3170,group00256
BIN_15.genome.CDS.3171,group08653
BIN_15.genome.CDS.3172,group00732
BIN_15.genome.CDS.3173,group00489
BIN_15.genome.CDS.3196,group00487
BIN_15.genome.CDS.3197,group06572
BIN_15.genome.CDS.3194,group02258
BIN_15.genome.CDS.3195,group08918
BIN_15.genome.CDS.3192,group05271
BIN_15.genome.CDS.3193,group05271
BIN_15.genome.CDS.3191,group11363
BIN_15.genome.CDS.108,group11291
BIN_15.genome.CDS.3198,group11928
BIN_15.genome.CDS.3199,group00039
BIN_15.genome.CDS.2573,group03719
BIN_15.genome.CDS.2572,group11234
BIN_15.genome.CDS.3518,group05390
BIN_15.genome.CDS.3519,group01538
BIN_15.genome.CDS.2577,group04787
BIN_15.genome.CDS.2576,group00216
BIN_15.genome.CDS.2575,group01802
BIN_15.genome.CDS.2574,group05377
BIN_15.genome.CDS.3512,group00654
BIN_15.genome.CDS.3513,group01286
BIN_15.genome.CDS.2579,group11240
BIN_15.genome.CDS.2578,group01481
BIN_15.genome.CDS.3516,group00734
BIN_15.genome.CDS.3517,group00596
BIN_15.genome.CDS.3514,group00432
BIN_15.genome.CDS.3515,group12164
BIN_15.genome.CDS.2206,group03588
BIN_15.genome.CDS.3220,group00444
BIN_15.genome.CDS.3221,group09885
BIN_15.genome.CDS.3222,group00227
BIN_15.genome.CDS.3223,group00297
BIN_15.genome.CDS.3224,group00296
BIN_15.genome.CDS.3226,group00252
BIN_15.genome.CDS.3227,group00376
BIN_15.genome.CDS.3228,group01472
BIN_15.genome.CDS.3229,group00461
BIN_15.genome.CDS.291,group00434
BIN_15.genome.CDS.3427,group01339
BIN_15.genome.CDS.293,group03959
BIN_15.genome.CDS.3425,group11426
BIN_15.genome.CDS.3422,group00663
BIN_15.genome.CDS.3351,group11407
BIN_15.genome.CDS.3352,group02282
BIN_15.genome.CDS.3353,group01357
BIN_15.genome.CDS.3359,group07309
BIN_15.genome.CDS.3428,group00012
BIN_15.genome.CDS.3429,group10445
BIN_15.genome.CDS.3060,group12997
BIN_15.genome.CDS.2362,group04914
BIN_15.genome.CDS.725,group02580
BIN_15.genome.CDS.724,group01473
BIN_15.genome.CDS.2803,group02137
BIN_15.genome.CDS.3013,group00646
BIN_15.genome.CDS.2801,group14039
BIN_15.genome.CDS.2800,group01293
BIN_15.genome.CDS.2807,group00497
BIN_15.genome.CDS.2806,group11875
BIN_15.genome.CDS.2805,group00243
BIN_15.genome.CDS.3012,group00424
BIN_15.genome.CDS.1335,group04408
BIN_15.genome.CDS.1336,group04408
BIN_15.genome.CDS.2808,group01372
BIN_15.genome.CDS.1330,group00116
BIN_15.genome.CDS.3547,group07555
BIN_15.genome.CDS.3010,group00183
BIN_15.genome.CDS.3017,group00206
BIN_15.genome.CDS.3540,group00943
BIN_15.genome.CDS.3543,group00770
BIN_15.genome.CDS.3014,group01691
BIN_15.genome.CDS.435,group01413
BIN_15.genome.CDS.3462,group00962
BIN_15.genome.CDS.3463,group11443
BIN_15.genome.CDS.3394,group02528
BIN_15.genome.CDS.3467,group00322
BIN_15.genome.CDS.3396,group01624
BIN_15.genome.CDS.3397,group00133
BIN_15.genome.CDS.1857,group00395
BIN_15.genome.CDS.2979,group09049
BIN_15.genome.CDS.2978,group10011
BIN_15.genome.CDS.2977,group04540
BIN_15.genome.CDS.2976,group10547
BIN_15.genome.CDS.2975,group01811
BIN_15.genome.CDS.2974,group00373
BIN_15.genome.CDS.2972,group01126
BIN_15.genome.CDS.2971,group00124
BIN_15.genome.CDS.2970,group12682
BIN_15.genome.CDS.1848,group02393
BIN_15.genome.CDS.1597,group11429
BIN_15.genome.CDS.1846,group11313
BIN_15.genome.CDS.1847,group01616
BIN_15.genome.CDS.1844,group00970
BIN_15.genome.CDS.1845,group01583
BIN_15.genome.CDS.1843,group01582
BIN_15.genome.CDS.1840,group14024
BIN_15.genome.CDS.1841,group04044
BIN_15.genome.CDS.1932,group04416
BIN_15.genome.CDS.1933,group01716
BIN_15.genome.CDS.1931,group11471
BIN_15.genome.CDS.1936,group03000
BIN_15.genome.CDS.1937,group00352
BIN_15.genome.CDS.1934,group01484
BIN_15.genome.CDS.1935,group11473
BIN_15.genome.CDS.1938,group01866
BIN_15.genome.CDS.1939,group09663
BIN_15.genome.CDS.1116,group14020
BIN_15.genome.CDS.1119,group00397
BIN_15.genome.CDS.1063,group10443
BIN_15.genome.CDS.2018,group00928
BIN_15.genome.CDS.2019,group00923
BIN_15.genome.CDS.2014,group00845
BIN_15.genome.CDS.2015,group00862
BIN_15.genome.CDS.2016,group04410
BIN_15.genome.CDS.2017,group00920
BIN_15.genome.CDS.2010,group00082
BIN_15.genome.CDS.2011,group00082
BIN_15.genome.CDS.2012,group00063
BIN_15.genome.CDS.2013,group13673
BIN_15.genome.CDS.2168,group06574
BIN_15.genome.CDS.2160,group01914
BIN_15.genome.CDS.2161,group03573
BIN_15.genome.CDS.2162,group00065
BIN_15.genome.CDS.2163,group00146
BIN_15.genome.CDS.2164,group00127
BIN_15.genome.CDS.2165,group11517
BIN_15.genome.CDS.2166,group01405
BIN_15.genome.CDS.2167,group11524
BIN_15.genome.CDS.2742,group05561
BIN_15.genome.CDS.2743,group01640
BIN_15.genome.CDS.2744,group08639
BIN_15.genome.CDS.2745,group01675
BIN_15.genome.CDS.2746,group01675
BIN_15.genome.CDS.2747,group11278
BIN_15.genome.CDS.2748,group00286
BIN_15.genome.CDS.2749,group00286
BIN_15.genome.CDS.2345,group01240
BIN_15.genome.CDS.3169,group04115
BIN_15.genome.CDS.2347,group00311
BIN_15.genome.CDS.2340,group00050
BIN_15.genome.CDS.2341,group01670
BIN_15.genome.CDS.2342,group04181
BIN_15.genome.CDS.2343,group00130
BIN_15.genome.CDS.3163,group09466
BIN_15.genome.CDS.3162,group00192
BIN_15.genome.CDS.3161,group00246
BIN_15.genome.CDS.3160,group01611
BIN_15.genome.CDS.2348,group01798
BIN_15.genome.CDS.3166,group00014
BIN_15.genome.CDS.3165,group01047
BIN_15.genome.CDS.3164,group04360
BIN_15.genome.CDS.3185,group02571
BIN_15.genome.CDS.1235,group00045
BIN_15.genome.CDS.3187,group02801
BIN_15.genome.CDS.3186,group02572
BIN_15.genome.CDS.3181,group08483
BIN_15.genome.CDS.3180,group12288
BIN_15.genome.CDS.3183,group02575
BIN_15.genome.CDS.3182,group02573
BIN_15.genome.CDS.3189,group13659
BIN_15.genome.CDS.3188,group11360
BIN_15.genome.CDS.3509,group06868
BIN_15.genome.CDS.3508,group00112
BIN_15.genome.CDS.2588,group12686
BIN_15.genome.CDS.2589,group01508
BIN_15.genome.CDS.3501,group02188
BIN_15.genome.CDS.3500,group00446
BIN_15.genome.CDS.3503,group04009
BIN_15.genome.CDS.2585,group01246
BIN_15.genome.CDS.2582,group01631
BIN_15.genome.CDS.3504,group00256
BIN_15.genome.CDS.2580,group07897
BIN_15.genome.CDS.3506,group01497
BIN_15.genome.CDS.3239,group05359
BIN_15.genome.CDS.3237,group00564
BIN_15.genome.CDS.3236,group01512
BIN_15.genome.CDS.3235,group05403
BIN_15.genome.CDS.3234,group05403
BIN_15.genome.CDS.3233,group00445
BIN_15.genome.CDS.3231,group12705
BIN_15.genome.CDS.3343,group01772
BIN_15.genome.CDS.3342,group10760
BIN_15.genome.CDS.280,group11485
BIN_15.genome.CDS.3436,group11432
BIN_15.genome.CDS.3431,group04159
BIN_15.genome.CDS.3430,group12547
BIN_15.genome.CDS.3433,group00555
BIN_15.genome.CDS.3432,group11431
BIN_15.genome.CDS.3349,group02551
BIN_15.genome.CDS.3348,group01359
BIN_15.genome.CDS.3439,group11433
BIN_15.genome.CDS.3438,group01760
BIN_15.genome.CDS.3505,group12239
BIN_15.genome.CDS.3507,group02032
BIN_15.genome.CDS.736,group03885
BIN_15.genome.CDS.3346,group02803
BIN_15.genome.CDS.36,group06576
BIN_15.genome.CDS.424,group00944
BIN_15.genome.CDS.1217,group11321
BIN_15.genome.CDS.1216,group11322
BIN_15.genome.CDS.1219,group05360
BIN_15.genome.CDS.1218,group00003
BIN_15.genome.CDS.1284,group00544
BIN_15.genome.CDS.2908,group05381
BIN_15.genome.CDS.2909,group00944
BIN_15.genome.CDS.2902,group01370
BIN_15.genome.CDS.2903,group07515
BIN_15.genome.CDS.2900,group04473
BIN_15.genome.CDS.2901,group11304
BIN_15.genome.CDS.2906,group00380
BIN_15.genome.CDS.2907,group00272
BIN_15.genome.CDS.2904,group09996
BIN_15.genome.CDS.2905,group11305
BIN_15.genome.CDS.1859,group00020
BIN_15.genome.CDS.1858,group00021
BIN_15.genome.CDS.1855,group07127
BIN_15.genome.CDS.1854,group06573
BIN_15.genome.CDS.1585,group11425
BIN_15.genome.CDS.1856,group00263
BIN_15.genome.CDS.1851,group04587
BIN_15.genome.CDS.1850,group01054
BIN_15.genome.CDS.1853,group04063
BIN_15.genome.CDS.1852,group13893
BIN_15.genome.CDS.1693,group08765
BIN_15.genome.CDS.1920,group02029
BIN_15.genome.CDS.1923,group01183
BIN_15.genome.CDS.1922,group13132
BIN_15.genome.CDS.1925,group03164
BIN_15.genome.CDS.1924,group07269
BIN_15.genome.CDS.1927,group00607
BIN_15.genome.CDS.1926,group05093
BIN_15.genome.CDS.1928,group01511
BIN_15.genome.CDS.1101,group00380
BIN_15.genome.CDS.1457,group06963
BIN_15.genome.CDS.2520,group00185
BIN_15.genome.CDS.1079,group11295
BIN_15.genome.CDS.3038,group08240
BIN_15.genome.CDS.2009,group05289
BIN_15.genome.CDS.2008,group00129
BIN_15.genome.CDS.2002,group11484
BIN_15.genome.CDS.2001,group00273
BIN_15.genome.CDS.2000,group10435
BIN_15.genome.CDS.2007,group01822
BIN_15.genome.CDS.2006,group00095
BIN_15.genome.CDS.2005,group00151
BIN_15.genome.CDS.2004,group00181
BIN_15.genome.CDS.2528,group01037
BIN_15.genome.CDS.3030,group01811
BIN_15.genome.CDS.2177,group10533
BIN_15.genome.CDS.2176,group09580
BIN_15.genome.CDS.2175,group07790
BIN_15.genome.CDS.2174,group00864
BIN_15.genome.CDS.2173,group00162
BIN_15.genome.CDS.2172,group07685
BIN_15.genome.CDS.2171,group00540
BIN_15.genome.CDS.2170,group01550
BIN_15.genome.CDS.2179,group01696
BIN_15.genome.CDS.2326,group12857
BIN_15.genome.CDS.2455,group12283
BIN_15.genome.CDS.2324,group00342
BIN_15.genome.CDS.2325,group00289
BIN_15.genome.CDS.2759,group08801
BIN_15.genome.CDS.2758,group05380
BIN_15.genome.CDS.2757,group02416
BIN_15.genome.CDS.2756,group00405
BIN_15.genome.CDS.2755,group02148
BIN_15.genome.CDS.2753,group04367
BIN_15.genome.CDS.2752,group01488
BIN_15.genome.CDS.2751,group01488
BIN_15.genome.CDS.2750,group00993
BIN_15.genome.CDS.2320,group00457
BIN_15.genome.CDS.2321,group11171
BIN_15.genome.CDS.2353,group00995
BIN_15.genome.CDS.2352,group00995
BIN_15.genome.CDS.2351,group07568
BIN_15.genome.CDS.2350,group00989
BIN_15.genome.CDS.2357,group00265
BIN_15.genome.CDS.2356,group06202
BIN_15.genome.CDS.2355,group00061
BIN_15.genome.CDS.2354,group01075
BIN_15.genome.CDS.2359,group01600
BIN_15.genome.CDS.2358,group00083
BIN_15.genome.CDS.3101,group02145
BIN_15.genome.CDS.3100,group09463
BIN_15.genome.CDS.3103,group01934
BIN_15.genome.CDS.128,group04132
BIN_15.genome.CDS.3102,group10017
BIN_15.genome.CDS.2599,group08279
BIN_15.genome.CDS.2598,group00037
BIN_15.genome.CDS.2595,group12449
BIN_15.genome.CDS.2594,group03557
BIN_15.genome.CDS.2597,group00416
BIN_15.genome.CDS.2596,group01781
BIN_15.genome.CDS.2591,group01181
BIN_15.genome.CDS.2590,group01778
BIN_15.genome.CDS.2593,group01279
BIN_15.genome.CDS.2592,group07385
BIN_15.genome.CDS.3534,group13820
BIN_15.genome.CDS.3535,group07010
BIN_15.genome.CDS.3536,group03704
BIN_15.genome.CDS.3537,group11456
BIN_15.genome.CDS.3530,group00577
BIN_15.genome.CDS.3531,group00478
BIN_15.genome.CDS.3532,group00615
BIN_15.genome.CDS.3533,group02477
BIN_15.genome.CDS.3538,group07278
BIN_15.genome.CDS.3539,group00945
BIN_15.genome.CDS.3248,group00078
BIN_15.genome.CDS.388,group00636
BIN_15.genome.CDS.3242,group00393
BIN_15.genome.CDS.3243,group00721
BIN_15.genome.CDS.3240,group00838
BIN_15.genome.CDS.3241,group00838
BIN_15.genome.CDS.387,group10692
BIN_15.genome.CDS.3247,group01462
BIN_15.genome.CDS.3244,group00519
BIN_15.genome.CDS.3245,group01509
BIN_15.genome.CDS.3400,group03005
BIN_15.genome.CDS.3401,group11900
BIN_15.genome.CDS.3402,group11900
BIN_15.genome.CDS.3403,group02753
BIN_15.genome.CDS.3404,group05387
BIN_15.genome.CDS.3405,group02752
BIN_15.genome.CDS.3408,group00258
BIN_15.genome.CDS.3409,group00762
BIN_15.genome.CDS.703,group11209
BIN_15.genome.CDS.259,group00208
BIN_15.genome.CDS.708,group11210
BIN_15.genome.CDS.411,group11519
BIN_15.genome.CDS.3249,group00683
BIN_15.genome.CDS.25,group07175
BIN_15.genome.CDS.28,group12450
BIN_15.genome.CDS.1260,group11332
BIN_15.genome.CDS.1261,group11331
BIN_15.genome.CDS.950,group07830
BIN_15.genome.CDS.3322,group00211
BIN_15.genome.CDS.3246,group01196
BIN_15.genome.CDS.2919,group01767
BIN_15.genome.CDS.2918,group01391
BIN_15.genome.CDS.2910,group11307
BIN_15.genome.CDS.2913,group11306
BIN_15.genome.CDS.2912,group00882
BIN_15.genome.CDS.2915,group02155
BIN_15.genome.CDS.2917,group11308
BIN_15.genome.CDS.2916,group00061
BIN_15.genome.CDS.1868,group13460
BIN_15.genome.CDS.1869,group11381
BIN_15.genome.CDS.1860,group11375
BIN_15.genome.CDS.1861,group00784
BIN_15.genome.CDS.1862,group02756
BIN_15.genome.CDS.1863,group00155
BIN_15.genome.CDS.1865,group00567
BIN_15.genome.CDS.1866,group00131
BIN_15.genome.CDS.1867,group11382
BIN_15.genome.CDS.1919,group00410
BIN_15.genome.CDS.1914,group04052
BIN_15.genome.CDS.1915,group04577
BIN_15.genome.CDS.1916,group00372
BIN_15.genome.CDS.1917,group13943
BIN_15.genome.CDS.1662,group12187
BIN_15.genome.CDS.1911,group03181
BIN_15.genome.CDS.1912,group01603
BIN_15.genome.CDS.1913,group01966
BIN_15.genome.CDS.1466,group00781
BIN_15.genome.CDS.1467,group00781
BIN_15.genome.CDS.1488,group08563
BIN_15.genome.CDS.1489,group11393
BIN_15.genome.CDS.1006,group12597
BIN_15.genome.CDS.2292,group01326
BIN_15.genome.CDS.2293,group04766
BIN_15.genome.CDS.2291,group01326
BIN_15.genome.CDS.2296,group00837
BIN_15.genome.CDS.2297,group10423
BIN_15.genome.CDS.2294,group01425
BIN_15.genome.CDS.2295,group08124
BIN_15.genome.CDS.2298,group00002
BIN_15.genome.CDS.2299,group04853
BIN_15.genome.CDS.1712,group00903
BIN_15.genome.CDS.1719,group03569
BIN_15.genome.CDS.2102,group11510
BIN_15.genome.CDS.2103,group00821
BIN_15.genome.CDS.2100,group11511
BIN_15.genome.CDS.2101,group01403
BIN_15.genome.CDS.2106,group12801
BIN_15.genome.CDS.2104,group00637
BIN_15.genome.CDS.2108,group01076
BIN_15.genome.CDS.2109,group01746
BIN_15.genome.CDS.2728,group10940
BIN_15.genome.CDS.2729,group01829
BIN_15.genome.CDS.2722,group05054
BIN_15.genome.CDS.2723,group05378
BIN_15.genome.CDS.2720,group09465
BIN_15.genome.CDS.2721,group00816
BIN_15.genome.CDS.2726,group05379
BIN_15.genome.CDS.2727,group10218
BIN_15.genome.CDS.2724,group01301
BIN_15.genome.CDS.2618,group00232
BIN_15.genome.CDS.2619,group03301
BIN_15.genome.CDS.2616,group00390
BIN_15.genome.CDS.2617,group03669
BIN_15.genome.CDS.2615,group05001
BIN_15.genome.CDS.2612,group11243
BIN_15.genome.CDS.2613,group11245
BIN_15.genome.CDS.2610,group11244
BIN_15.genome.CDS.2611,group12311
BIN_15.genome.CDS.1962,group01577
BIN_15.genome.CDS.2436,group01924
BIN_15.genome.CDS.2437,group01924
BIN_15.genome.CDS.2434,group02161
BIN_15.genome.CDS.2435,group11200
BIN_15.genome.CDS.2433,group11201
BIN_15.genome.CDS.2430,group00027
BIN_15.genome.CDS.2431,group00037
BIN_15.genome.CDS.2438,group08976
BIN_15.genome.CDS.3523,group02109
BIN_15.genome.CDS.3522,group05999
BIN_15.genome.CDS.3521,group01615
BIN_15.genome.CDS.3520,group02943
BIN_15.genome.CDS.3527,group01295
BIN_15.genome.CDS.3525,group02132
BIN_15.genome.CDS.3524,group01982
BIN_15.genome.CDS.3529,group00042
BIN_15.genome.CDS.3528,group01274
BIN_15.genome.CDS.2334,group01317
BIN_15.genome.CDS.3259,group11912
BIN_15.genome.CDS.3258,group00051
BIN_15.genome.CDS.620,group11181
BIN_15.genome.CDS.3251,group11376
BIN_15.genome.CDS.3250,group00683
BIN_15.genome.CDS.3253,group05294
BIN_15.genome.CDS.3252,group05197
BIN_15.genome.CDS.3255,group01081
BIN_15.genome.CDS.3254,group02153
BIN_15.genome.CDS.3257,group01325
BIN_15.genome.CDS.3256,group01505
BIN_15.genome.CDS.3419,group00331
BIN_15.genome.CDS.1560,group01730
BIN_15.genome.CDS.3416,group11424
BIN_15.genome.CDS.3415,group00010
BIN_15.genome.CDS.3414,group00049
BIN_15.genome.CDS.3413,group02346
BIN_15.genome.CDS.3412,group07591
BIN_15.genome.CDS.3411,group01684
BIN_15.genome.CDS.3410,group00236
BIN_15.genome.CDS.710,group00517
BIN_15.genome.CDS.247,group04356
BIN_15.genome.CDS.240,group02527
BIN_15.genome.CDS.717,group11215
BIN_15.genome.CDS.718,group00055
BIN_15.genome.CDS.2941,group01385
BIN_15.genome.CDS.249,group12642
BIN_15.genome.CDS.2925,group02166
BIN_15.genome.CDS.2926,group00276
BIN_15.genome.CDS.2927,group01348
BIN_15.genome.CDS.2920,group01250
BIN_15.genome.CDS.1274,group04449
BIN_15.genome.CDS.2922,group12692
BIN_15.genome.CDS.2923,group12409
BIN_15.genome.CDS.1278,group11341
BIN_15.genome.CDS.2928,group02263
BIN_15.genome.CDS.2929,group02023
BIN_15.genome.CDS.3108,group12495
BIN_15.genome.CDS.2869,group05180
BIN_15.genome.CDS.1909,group01349
BIN_15.genome.CDS.1902,group04148
BIN_15.genome.CDS.1901,group00277
BIN_15.genome.CDS.1900,group00883
BIN_15.genome.CDS.1907,group00147
BIN_15.genome.CDS.1906,group00480
BIN_15.genome.CDS.1905,group00148
BIN_15.genome.CDS.1904,group07147
BIN_15.genome.CDS.1470,group11383
BIN_15.genome.CDS.1477,group00090
BIN_15.genome.CDS.1475,group11385
BIN_15.genome.CDS.2482,group00218
