AAA027J17.genome.CDS.1638,group00580
AAA027J17.genome.CDS.1129,group01198
AAA027J17.genome.CDS.2028,group06333
AAA027J17.genome.CDS.2029,group11221
AAA027J17.genome.CDS.1150,group00107
AAA027J17.genome.CDS.1672,group00754
AAA027J17.genome.CDS.1771,group01039
AAA027J17.genome.CDS.1770,group00647
AAA027J17.genome.CDS.1773,group01469
AAA027J17.genome.CDS.1772,group04455
AAA027J17.genome.CDS.1775,group00582
AAA027J17.genome.CDS.1774,group03657
AAA027J17.genome.CDS.1777,group00035
AAA027J17.genome.CDS.1776,group04592
AAA027J17.genome.CDS.1779,group01172
AAA027J17.genome.CDS.1778,group00552
AAA027J17.genome.CDS.1083,group00966
AAA027J17.genome.CDS.1678,group00800
AAA027J17.genome.CDS.1172,group01485
AAA027J17.genome.CDS.1171,group01056
AAA027J17.genome.CDS.1170,group01374
AAA027J17.genome.CDS.968,group00599
AAA027J17.genome.CDS.1176,group01272
AAA027J17.genome.CDS.1175,group00660
AAA027J17.genome.CDS.1174,group00605
AAA027J17.genome.CDS.964,group00144
AAA027J17.genome.CDS.1671,group00946
AAA027J17.genome.CDS.966,group00804
AAA027J17.genome.CDS.1178,group02126
AAA027J17.genome.CDS.1674,group01600
AAA027J17.genome.CDS.1675,group00556
AAA027J17.genome.CDS.1127,group00283
AAA027J17.genome.CDS.1677,group11426
AAA027J17.genome.CDS.320,group00122
AAA027J17.genome.CDS.1344,group12135
AAA027J17.genome.CDS.1160,group00273
AAA027J17.genome.CDS.1161,group00208
AAA027J17.genome.CDS.1528,group00212
AAA027J17.genome.CDS.1514,group07890
AAA027J17.genome.CDS.1517,group00993
AAA027J17.genome.CDS.1516,group00119
AAA027J17.genome.CDS.1511,group00093
AAA027J17.genome.CDS.1510,group00092
AAA027J17.genome.CDS.1513,group00046
AAA027J17.genome.CDS.1512,group00055
AAA027J17.genome.CDS.1163,group00095
AAA027J17.genome.CDS.1519,group05403
AAA027J17.genome.CDS.1518,group00780
AAA027J17.genome.CDS.1908,group09638
AAA027J17.genome.CDS.1909,group02766
AAA027J17.genome.CDS.1458,group00264
AAA027J17.genome.CDS.1459,group02594
AAA027J17.genome.CDS.1902,group00336
AAA027J17.genome.CDS.1903,group04070
AAA027J17.genome.CDS.1900,group00110
AAA027J17.genome.CDS.1901,group00040
AAA027J17.genome.CDS.1450,group01079
AAA027J17.genome.CDS.1907,group00108
AAA027J17.genome.CDS.1904,group01099
AAA027J17.genome.CDS.1905,group00167
AAA027J17.genome.CDS.1991,group00553
AAA027J17.genome.CDS.1990,group13626
AAA027J17.genome.CDS.1993,group00885
AAA027J17.genome.CDS.1992,group00241
AAA027J17.genome.CDS.1995,group00719
AAA027J17.genome.CDS.1997,group04034
AAA027J17.genome.CDS.1996,group00200
AAA027J17.genome.CDS.1999,group00292
AAA027J17.genome.CDS.1998,group00124
AAA027J17.genome.CDS.1169,group01020
AAA027J17.genome.CDS.1685,group00164
AAA027J17.genome.CDS.1684,group00195
AAA027J17.genome.CDS.1687,group00183
AAA027J17.genome.CDS.1686,group00075
AAA027J17.genome.CDS.1681,group00513
AAA027J17.genome.CDS.1680,group00902
AAA027J17.genome.CDS.1683,group00078
AAA027J17.genome.CDS.1682,group00168
AAA027J17.genome.CDS.1689,group00916
AAA027J17.genome.CDS.1688,group00211
AAA027J17.genome.CDS.1429,group00044
AAA027J17.genome.CDS.1293,group00206
AAA027J17.genome.CDS.1359,group02925
AAA027J17.genome.CDS.1358,group01535
AAA027J17.genome.CDS.1296,group00184
AAA027J17.genome.CDS.1319,group00796
AAA027J17.genome.CDS.1294,group00320
AAA027J17.genome.CDS.1295,group01059
AAA027J17.genome.CDS.1353,group00904
AAA027J17.genome.CDS.1420,group13051
AAA027J17.genome.CDS.1423,group00279
AAA027J17.genome.CDS.1299,group00243
AAA027J17.genome.CDS.1357,group04409
AAA027J17.genome.CDS.1356,group00906
AAA027J17.genome.CDS.1957,group00313
AAA027J17.genome.CDS.1426,group00128
AAA027J17.genome.CDS.1392,group06648
AAA027J17.genome.CDS.501,group12140
AAA027J17.genome.CDS.1889,group01992
AAA027J17.genome.CDS.1199,group13099
AAA027J17.genome.CDS.1051,group01001
AAA027J17.genome.CDS.1052,group11238
AAA027J17.genome.CDS.1053,group00974
AAA027J17.genome.CDS.1054,group00680
AAA027J17.genome.CDS.1055,group00629
AAA027J17.genome.CDS.1056,group00096
AAA027J17.genome.CDS.1057,group00102
AAA027J17.genome.CDS.1191,group00952
AAA027J17.genome.CDS.1739,group00083
AAA027J17.genome.CDS.1193,group00480
AAA027J17.genome.CDS.1192,group00805
AAA027J17.genome.CDS.1195,group00406
AAA027J17.genome.CDS.1194,group01809
AAA027J17.genome.CDS.1197,group00722
AAA027J17.genome.CDS.1196,group00695
AAA027J17.genome.CDS.1883,group01127
AAA027J17.genome.CDS.1734,group00207
AAA027J17.genome.CDS.1881,group00588
AAA027J17.genome.CDS.1880,group00716
AAA027J17.genome.CDS.1470,group00732
AAA027J17.genome.CDS.1887,group03020
AAA027J17.genome.CDS.1578,group00281
AAA027J17.genome.CDS.1730,group05250
AAA027J17.genome.CDS.1438,group01991
AAA027J17.genome.CDS.1885,group01668
AAA027J17.genome.CDS.1229,group01331
AAA027J17.genome.CDS.1228,group01375
AAA027J17.genome.CDS.1227,group01330
AAA027J17.genome.CDS.1226,group00720
AAA027J17.genome.CDS.1225,group00793
AAA027J17.genome.CDS.1224,group00884
AAA027J17.genome.CDS.1223,group00789
AAA027J17.genome.CDS.1222,group00270
AAA027J17.genome.CDS.1221,group00726
AAA027J17.genome.CDS.1220,group00650
AAA027J17.genome.CDS.1878,group08240
AAA027J17.genome.CDS.1360,group12134
AAA027J17.genome.CDS.48,group00807
AAA027J17.genome.CDS.1721,group00236
AAA027J17.genome.CDS.1488,group00915
AAA027J17.genome.CDS.1361,group02771
AAA027J17.genome.CDS.1720,group00366
AAA027J17.genome.CDS.1634,group00595
AAA027J17.genome.CDS.1635,group00594
AAA027J17.genome.CDS.1636,group00457
AAA027J17.genome.CDS.1888,group00117
AAA027J17.genome.CDS.1630,group10036
AAA027J17.genome.CDS.1738,group00265
AAA027J17.genome.CDS.1632,group00282
AAA027J17.genome.CDS.1633,group00457
AAA027J17.genome.CDS.1735,group00656
AAA027J17.genome.CDS.1882,group06998
AAA027J17.genome.CDS.1737,group09556
AAA027J17.genome.CDS.1736,group05119
AAA027J17.genome.CDS.1731,group00613
AAA027J17.genome.CDS.1639,group12127
AAA027J17.genome.CDS.1733,group00337
AAA027J17.genome.CDS.1884,group00519
AAA027J17.genome.CDS.1704,group13629
AAA027J17.genome.CDS.2019,group08763
AAA027J17.genome.CDS.2018,group14024
AAA027J17.genome.CDS.1838,group00090
AAA027J17.genome.CDS.1839,group00765
AAA027J17.genome.CDS.1836,group00192
AAA027J17.genome.CDS.1837,group00246
AAA027J17.genome.CDS.1834,group00186
AAA027J17.genome.CDS.2016,group00223
AAA027J17.genome.CDS.1832,group00126
AAA027J17.genome.CDS.1870,group00510
AAA027J17.genome.CDS.1830,group00065
AAA027J17.genome.CDS.1831,group00140
AAA027J17.genome.CDS.1520,group00506
AAA027J17.genome.CDS.2015,group01733
AAA027J17.genome.CDS.1707,group00918
AAA027J17.genome.CDS.1945,group01013
AAA027J17.genome.CDS.2014,group00684
AAA027J17.genome.CDS.1863,group01038
AAA027J17.genome.CDS.1369,group00936
AAA027J17.genome.CDS.2017,group12997
AAA027J17.genome.CDS.1877,group00036
AAA027J17.genome.CDS.1641,group00610
AAA027J17.genome.CDS.1506,group00091
AAA027J17.genome.CDS.1643,group07649
AAA027J17.genome.CDS.1642,group00618
AAA027J17.genome.CDS.1645,group08077
AAA027J17.genome.CDS.1644,group00328
AAA027J17.genome.CDS.1647,group00715
AAA027J17.genome.CDS.1646,group00612
AAA027J17.genome.CDS.1649,group07830
AAA027J17.genome.CDS.1648,group00764
AAA027J17.genome.CDS.1875,group12130
AAA027J17.genome.CDS.1504,group01058
AAA027J17.genome.CDS.1521,group00500
AAA027J17.genome.CDS.1833,group00013
AAA027J17.genome.CDS.1946,group00985
AAA027J17.genome.CDS.1082,group00707
AAA027J17.genome.CDS.1944,group02302
AAA027J17.genome.CDS.1080,group12125
AAA027J17.genome.CDS.1942,group00674
AAA027J17.genome.CDS.1943,group01137
AAA027J17.genome.CDS.1085,group00221
AAA027J17.genome.CDS.1941,group00249
AAA027J17.genome.CDS.1120,group01454
AAA027J17.genome.CDS.1502,group01237
AAA027J17.genome.CDS.1122,group05402
AAA027J17.genome.CDS.1123,group00822
AAA027J17.genome.CDS.1124,group12120
AAA027J17.genome.CDS.1125,group00597
AAA027J17.genome.CDS.1126,group00799
AAA027J17.genome.CDS.1251,group00784
AAA027J17.genome.CDS.2011,group01367
AAA027J17.genome.CDS.1190,group00497
AAA027J17.genome.CDS.1117,group01340
AAA027J17.genome.CDS.1501,group07708
AAA027J17.genome.CDS.1089,group01664
AAA027J17.genome.CDS.379,group01404
AAA027J17.genome.CDS.2010,group01195
AAA027J17.genome.CDS.1465,group01284
AAA027J17.genome.CDS.1396,group12513
AAA027J17.genome.CDS.1395,group00261
AAA027J17.genome.CDS.1466,group05439
AAA027J17.genome.CDS.1393,group07518
AAA027J17.genome.CDS.1460,group00069
AAA027J17.genome.CDS.1463,group00602
AAA027J17.genome.CDS.1390,group00043
AAA027J17.genome.CDS.1014,group00937
AAA027J17.genome.CDS.1015,group01718
AAA027J17.genome.CDS.1540,group01495
AAA027J17.genome.CDS.1541,group00679
AAA027J17.genome.CDS.1546,group00427
AAA027J17.genome.CDS.1547,group08653
AAA027J17.genome.CDS.1399,group01480
AAA027J17.genome.CDS.1545,group00635
AAA027J17.genome.CDS.2013,group00376
AAA027J17.genome.CDS.1498,group00361
AAA027J17.genome.CDS.403,group04327
AAA027J17.genome.CDS.1490,group02542
AAA027J17.genome.CDS.1491,group12141
AAA027J17.genome.CDS.1492,group00773
AAA027J17.genome.CDS.1493,group00393
AAA027J17.genome.CDS.1494,group00374
AAA027J17.genome.CDS.1495,group01028
AAA027J17.genome.CDS.1496,group00527
AAA027J17.genome.CDS.1497,group00689
AAA027J17.genome.CDS.1637,group00523
AAA027J17.genome.CDS.986,group12146
AAA027J17.genome.CDS.2012,group08226
AAA027J17.genome.CDS.1398,group00858
AAA027J17.genome.CDS.1269,group00934
AAA027J17.genome.CDS.1268,group01378
AAA027J17.genome.CDS.1017,group00018
AAA027J17.genome.CDS.1640,group00522
AAA027J17.genome.CDS.1263,group11729
AAA027J17.genome.CDS.1262,group00101
AAA027J17.genome.CDS.1261,group00196
AAA027J17.genome.CDS.1260,group10533
AAA027J17.genome.CDS.1267,group01071
AAA027J17.genome.CDS.1266,group00931
AAA027J17.genome.CDS.1265,group00939
AAA027J17.genome.CDS.1264,group07896
AAA027J17.genome.CDS.1453,group01208
AAA027J17.genome.CDS.1128,group00432
AAA027J17.genome.CDS.1158,group00274
AAA027J17.genome.CDS.1069,group00658
AAA027J17.genome.CDS.1301,group00900
AAA027J17.genome.CDS.1302,group01239
AAA027J17.genome.CDS.1303,group00883
AAA027J17.genome.CDS.1304,group00458
AAA027J17.genome.CDS.1305,group07142
AAA027J17.genome.CDS.1306,group00708
AAA027J17.genome.CDS.1307,group00244
AAA027J17.genome.CDS.1061,group00908
AAA027J17.genome.CDS.1309,group00145
AAA027J17.genome.CDS.1063,group01080
AAA027J17.genome.CDS.1062,group12283
AAA027J17.genome.CDS.1065,group00342
AAA027J17.genome.CDS.1064,group07897
AAA027J17.genome.CDS.1067,group00346
AAA027J17.genome.CDS.1859,group01012
AAA027J17.genome.CDS.1983,group02469
AAA027J17.genome.CDS.1601,group12705
AAA027J17.genome.CDS.1847,group00914
AAA027J17.genome.CDS.999,group06264
AAA027J17.genome.CDS.2040,group07954
AAA027J17.genome.CDS.1844,group00772
AAA027J17.genome.CDS.1843,group04983
AAA027J17.genome.CDS.2047,group12149
AAA027J17.genome.CDS.1841,group13710
AAA027J17.genome.CDS.2045,group00025
AAA027J17.genome.CDS.1986,group00326
AAA027J17.genome.CDS.2048,group00877
AAA027J17.genome.CDS.2049,group00277
AAA027J17.genome.CDS.1849,group02030
AAA027J17.genome.CDS.1848,group01022
AAA027J17.genome.CDS.1012,group00574
AAA027J17.genome.CDS.384,group01212
AAA027J17.genome.CDS.1947,group00016
AAA027J17.genome.CDS.1081,group00739
AAA027J17.genome.CDS.1769,group00587
AAA027J17.genome.CDS.1857,group00486
AAA027J17.genome.CDS.1087,group01124
AAA027J17.genome.CDS.1988,group12593
AAA027J17.genome.CDS.1013,group01129
AAA027J17.genome.CDS.1086,group00029
AAA027J17.genome.CDS.1762,group00956
AAA027J17.genome.CDS.1763,group11370
AAA027J17.genome.CDS.1760,group00933
AAA027J17.genome.CDS.1761,group13668
AAA027J17.genome.CDS.1766,group00135
AAA027J17.genome.CDS.1767,group00234
AAA027J17.genome.CDS.1764,group00979
AAA027J17.genome.CDS.1765,group12962
AAA027J17.genome.CDS.1768,group00305
AAA027J17.genome.CDS.1084,group05202
AAA027J17.genome.CDS.1355,group00975
AAA027J17.genome.CDS.1718,group00682
AAA027J17.genome.CDS.79,group06921
AAA027J17.genome.CDS.1164,group12985
AAA027J17.genome.CDS.1165,group04813
AAA027J17.genome.CDS.1166,group00357
AAA027J17.genome.CDS.1167,group11925
AAA027J17.genome.CDS.1609,group01270
AAA027J17.genome.CDS.1608,group13091
AAA027J17.genome.CDS.1162,group00151
AAA027J17.genome.CDS.1121,group00536
AAA027J17.genome.CDS.1605,group00395
AAA027J17.genome.CDS.1604,group00012
AAA027J17.genome.CDS.1607,group00971
AAA027J17.genome.CDS.1606,group00275
AAA027J17.genome.CDS.1168,group12411
AAA027J17.genome.CDS.1600,group02025
AAA027J17.genome.CDS.1603,group00453
AAA027J17.genome.CDS.1602,group00472
AAA027J17.genome.CDS.1298,group00152
AAA027J17.genome.CDS.1088,group02278
AAA027J17.genome.CDS.1948,group00004
AAA027J17.genome.CDS.1949,group00587
AAA027J17.genome.CDS.1331,group06547
AAA027J17.genome.CDS.1111,group08563
AAA027J17.genome.CDS.1110,group01319
AAA027J17.genome.CDS.1113,group11641
AAA027J17.genome.CDS.1112,group01311
AAA027J17.genome.CDS.1115,group01154
AAA027J17.genome.CDS.1503,group07301
AAA027J17.genome.CDS.1500,group00596
AAA027J17.genome.CDS.1116,group11866
AAA027J17.genome.CDS.1119,group08279
AAA027J17.genome.CDS.1118,group00786
AAA027J17.genome.CDS.1508,group00419
AAA027J17.genome.CDS.1509,group00148
AAA027J17.genome.CDS.1940,group12706
AAA027J17.genome.CDS.1939,group00218
AAA027J17.genome.CDS.1938,group00606
AAA027J17.genome.CDS.1937,group04420
AAA027J17.genome.CDS.1936,group00655
AAA027J17.genome.CDS.1935,group12429
AAA027J17.genome.CDS.1934,group00100
AAA027J17.genome.CDS.1933,group01321
AAA027J17.genome.CDS.1932,group00700
AAA027J17.genome.CDS.1931,group00566
AAA027J17.genome.CDS.1930,group13725
AAA027J17.genome.CDS.1982,group00181
AAA027J17.genome.CDS.1173,group02027
AAA027J17.genome.CDS.1980,group00794
AAA027J17.genome.CDS.1981,group00696
AAA027J17.genome.CDS.1599,group00674
AAA027J17.genome.CDS.1987,group12543
AAA027J17.genome.CDS.1984,group00524
AAA027J17.genome.CDS.1679,group00669
AAA027J17.genome.CDS.1595,group03047
AAA027J17.genome.CDS.1594,group00470
AAA027J17.genome.CDS.1597,group00426
AAA027J17.genome.CDS.1596,group00869
AAA027J17.genome.CDS.1591,group01578
AAA027J17.genome.CDS.1590,group00573
AAA027J17.genome.CDS.1593,group00696
AAA027J17.genome.CDS.1592,group00038
AAA027J17.genome.CDS.1696,group00165
AAA027J17.genome.CDS.1697,group08428
AAA027J17.genome.CDS.1694,group00071
AAA027J17.genome.CDS.1695,group00054
AAA027J17.genome.CDS.1692,group00889
AAA027J17.genome.CDS.1693,group00852
AAA027J17.genome.CDS.1690,group00452
AAA027J17.genome.CDS.1691,group05294
AAA027J17.genome.CDS.1177,group13631
AAA027J17.genome.CDS.1215,group00483
AAA027J17.genome.CDS.1698,group03946
AAA027J17.genome.CDS.1699,group00399
