AAA278O22.genome.CDS.1833,group00711
AAA278O22.genome.CDS.1686,group11221
AAA278O22.genome.CDS.1687,group01482
AAA278O22.genome.CDS.1684,group00834
AAA278O22.genome.CDS.1685,group01925
AAA278O22.genome.CDS.510,group01535
AAA278O22.genome.CDS.1688,group03566
AAA278O22.genome.CDS.1689,group00500
AAA278O22.genome.CDS.2241,group00667
AAA278O22.genome.CDS.1923,group01030
AAA278O22.genome.CDS.1746,group12700
AAA278O22.genome.CDS.2240,group00875
AAA278O22.genome.CDS.1932,group09227
AAA278O22.genome.CDS.774,group01405
AAA278O22.genome.CDS.1571,group00070
AAA278O22.genome.CDS.2246,group00173
AAA278O22.genome.CDS.1592,group00255
AAA278O22.genome.CDS.1648,group02603
AAA278O22.genome.CDS.1593,group00094
AAA278O22.genome.CDS.1649,group03955
AAA278O22.genome.CDS.1590,group00191
AAA278O22.genome.CDS.1396,group12674
AAA278O22.genome.CDS.1714,group01646
AAA278O22.genome.CDS.1591,group00080
AAA278O22.genome.CDS.2358,group06574
AAA278O22.genome.CDS.1638,group00414
AAA278O22.genome.CDS.1637,group00739
AAA278O22.genome.CDS.1636,group01024
AAA278O22.genome.CDS.1635,group13629
AAA278O22.genome.CDS.1634,group01394
AAA278O22.genome.CDS.1633,group01420
AAA278O22.genome.CDS.1632,group00537
AAA278O22.genome.CDS.1631,group01092
AAA278O22.genome.CDS.1630,group06333
AAA278O22.genome.CDS.1241,group04582
AAA278O22.genome.CDS.1297,group00755
AAA278O22.genome.CDS.1710,group00850
AAA278O22.genome.CDS.1928,group01343
AAA278O22.genome.CDS.1595,group00759
AAA278O22.genome.CDS.1711,group00797
AAA278O22.genome.CDS.1224,group00027
AAA278O22.genome.CDS.1225,group01398
AAA278O22.genome.CDS.1226,group04422
AAA278O22.genome.CDS.1227,group02195
AAA278O22.genome.CDS.1220,group02011
AAA278O22.genome.CDS.1221,group11238
AAA278O22.genome.CDS.1222,group04159
AAA278O22.genome.CDS.1223,group00405
AAA278O22.genome.CDS.1931,group01903
AAA278O22.genome.CDS.1245,group00961
AAA278O22.genome.CDS.1228,group00608
AAA278O22.genome.CDS.1229,group08342
AAA278O22.genome.CDS.2338,group00016
AAA278O22.genome.CDS.1292,group04000
AAA278O22.genome.CDS.1434,group00602
AAA278O22.genome.CDS.1823,group00680
AAA278O22.genome.CDS.1509,group00782
AAA278O22.genome.CDS.2059,group00151
AAA278O22.genome.CDS.1443,group00928
AAA278O22.genome.CDS.1897,group00873
AAA278O22.genome.CDS.2331,group00274
AAA278O22.genome.CDS.1827,group00032
AAA278O22.genome.CDS.1318,group00374
AAA278O22.genome.CDS.1319,group00658
AAA278O22.genome.CDS.1973,group00404
AAA278O22.genome.CDS.1310,group11178
AAA278O22.genome.CDS.1311,group05951
AAA278O22.genome.CDS.1312,group00045
AAA278O22.genome.CDS.1313,group00710
AAA278O22.genome.CDS.1314,group00551
AAA278O22.genome.CDS.1315,group05856
AAA278O22.genome.CDS.1316,group06533
AAA278O22.genome.CDS.1317,group00393
AAA278O22.genome.CDS.2171,group00324
AAA278O22.genome.CDS.2170,group00701
AAA278O22.genome.CDS.2173,group01235
AAA278O22.genome.CDS.2172,group00563
AAA278O22.genome.CDS.2175,group00768
AAA278O22.genome.CDS.2335,group01080
AAA278O22.genome.CDS.2177,group10212
AAA278O22.genome.CDS.2176,group00963
AAA278O22.genome.CDS.2179,group01376
AAA278O22.genome.CDS.2178,group04130
AAA278O22.genome.CDS.1977,group00564
AAA278O22.genome.CDS.2281,group00562
AAA278O22.genome.CDS.1792,group02795
AAA278O22.genome.CDS.2104,group00353
AAA278O22.genome.CDS.2105,group11180
AAA278O22.genome.CDS.2106,group01236
AAA278O22.genome.CDS.2107,group00484
AAA278O22.genome.CDS.2100,group00406
AAA278O22.genome.CDS.2101,group12611
AAA278O22.genome.CDS.2102,group00480
AAA278O22.genome.CDS.2103,group00805
AAA278O22.genome.CDS.2108,group13081
AAA278O22.genome.CDS.2109,group00678
AAA278O22.genome.CDS.1703,group13943
AAA278O22.genome.CDS.1702,group01467
AAA278O22.genome.CDS.1253,group13626
AAA278O22.genome.CDS.1252,group06963
AAA278O22.genome.CDS.1707,group00692
AAA278O22.genome.CDS.1254,group00807
AAA278O22.genome.CDS.1257,group07309
AAA278O22.genome.CDS.1256,group00478
AAA278O22.genome.CDS.1259,group00604
AAA278O22.genome.CDS.1258,group00811
AAA278O22.genome.CDS.1709,group00007
AAA278O22.genome.CDS.2267,group00340
AAA278O22.genome.CDS.1290,group00434
AAA278O22.genome.CDS.2085,group00773
AAA278O22.genome.CDS.2084,group01484
AAA278O22.genome.CDS.2087,group00970
AAA278O22.genome.CDS.2086,group00456
AAA278O22.genome.CDS.2081,group00555
AAA278O22.genome.CDS.2080,group00018
AAA278O22.genome.CDS.2083,group07518
AAA278O22.genome.CDS.2082,group01483
AAA278O22.genome.CDS.1445,group00924
AAA278O22.genome.CDS.2089,group00586
AAA278O22.genome.CDS.1921,group00037
AAA278O22.genome.CDS.2315,group00840
AAA278O22.genome.CDS.2314,group07897
AAA278O22.genome.CDS.1482,group12684
AAA278O22.genome.CDS.1432,group00846
AAA278O22.genome.CDS.2311,group00025
AAA278O22.genome.CDS.1485,group00246
AAA278O22.genome.CDS.2313,group00795
AAA278O22.genome.CDS.2312,group00203
AAA278O22.genome.CDS.1488,group00317
AAA278O22.genome.CDS.1489,group01319
AAA278O22.genome.CDS.1891,group00844
AAA278O22.genome.CDS.1890,group00821
AAA278O22.genome.CDS.2319,group04450
AAA278O22.genome.CDS.1896,group00820
AAA278O22.genome.CDS.1895,group00896
AAA278O22.genome.CDS.1894,group00897
AAA278O22.genome.CDS.1417,group00435
AAA278O22.genome.CDS.1967,group00233
AAA278O22.genome.CDS.1415,group00560
AAA278O22.genome.CDS.1414,group01149
AAA278O22.genome.CDS.1413,group00767
AAA278O22.genome.CDS.1799,group00126
AAA278O22.genome.CDS.1411,group00806
AAA278O22.genome.CDS.2307,group00307
AAA278O22.genome.CDS.2070,group00789
AAA278O22.genome.CDS.1795,group00102
AAA278O22.genome.CDS.1824,group00679
AAA278O22.genome.CDS.1825,group01829
AAA278O22.genome.CDS.2074,group00650
AAA278O22.genome.CDS.2075,group00997
AAA278O22.genome.CDS.1419,group03114
AAA278O22.genome.CDS.2077,group00185
AAA278O22.genome.CDS.1840,group00177
AAA278O22.genome.CDS.1868,group00016
AAA278O22.genome.CDS.1964,group00359
AAA278O22.genome.CDS.1558,group00513
AAA278O22.genome.CDS.1559,group10139
AAA278O22.genome.CDS.1556,group00124
AAA278O22.genome.CDS.1557,group00292
AAA278O22.genome.CDS.1554,group00373
AAA278O22.genome.CDS.1555,group13639
AAA278O22.genome.CDS.1552,group00450
AAA278O22.genome.CDS.1553,group11197
AAA278O22.genome.CDS.1550,group00027
AAA278O22.genome.CDS.2303,group08653
AAA278O22.genome.CDS.1384,group04798
AAA278O22.genome.CDS.1953,group00300
AAA278O22.genome.CDS.2300,group01812
AAA278O22.genome.CDS.1844,group08765
AAA278O22.genome.CDS.2301,group00386
AAA278O22.genome.CDS.432,group00503
AAA278O22.genome.CDS.1389,group09128
AAA278O22.genome.CDS.1845,group00911
AAA278O22.genome.CDS.2229,group00220
AAA278O22.genome.CDS.2228,group01268
AAA278O22.genome.CDS.1381,group12779
AAA278O22.genome.CDS.1425,group11853
AAA278O22.genome.CDS.2221,group00891
AAA278O22.genome.CDS.2220,group00375
AAA278O22.genome.CDS.2223,group00925
AAA278O22.genome.CDS.2222,group00128
AAA278O22.genome.CDS.2225,group10443
AAA278O22.genome.CDS.2224,group00277
AAA278O22.genome.CDS.2227,group05224
AAA278O22.genome.CDS.2226,group00237
AAA278O22.genome.CDS.1170,group01700
AAA278O22.genome.CDS.1171,group00319
AAA278O22.genome.CDS.1172,group01733
AAA278O22.genome.CDS.1173,group00684
AAA278O22.genome.CDS.2258,group12977
AAA278O22.genome.CDS.1175,group09395
AAA278O22.genome.CDS.1177,group00694
AAA278O22.genome.CDS.2254,group00074
AAA278O22.genome.CDS.1179,group00799
AAA278O22.genome.CDS.2256,group00285
AAA278O22.genome.CDS.2257,group00174
AAA278O22.genome.CDS.2250,group00086
AAA278O22.genome.CDS.2251,group00039
AAA278O22.genome.CDS.2252,group00947
AAA278O22.genome.CDS.2253,group00802
AAA278O22.genome.CDS.1679,group01059
AAA278O22.genome.CDS.1821,group01461
AAA278O22.genome.CDS.1969,group00183
AAA278O22.genome.CDS.1673,group00869
AAA278O22.genome.CDS.1672,group01079
AAA278O22.genome.CDS.1671,group00953
AAA278O22.genome.CDS.1883,group00616
AAA278O22.genome.CDS.1677,group08008
AAA278O22.genome.CDS.1676,group01513
AAA278O22.genome.CDS.1674,group07495
AAA278O22.genome.CDS.1813,group01895
AAA278O22.genome.CDS.1812,group00368
AAA278O22.genome.CDS.1072,group00752
AAA278O22.genome.CDS.1811,group00401
AAA278O22.genome.CDS.1762,group00256
AAA278O22.genome.CDS.1817,group00681
AAA278O22.genome.CDS.2008,group00527
AAA278O22.genome.CDS.1857,group00316
AAA278O22.genome.CDS.1533,group00453
AAA278O22.genome.CDS.1815,group00365
AAA278O22.genome.CDS.2040,group00526
AAA278O22.genome.CDS.1766,group01280
AAA278O22.genome.CDS.1436,group01203
AAA278O22.genome.CDS.1855,group00014
AAA278O22.genome.CDS.1769,group01198
AAA278O22.genome.CDS.721,group03032
AAA278O22.genome.CDS.489,group05443
AAA278O22.genome.CDS.2004,group02925
AAA278O22.genome.CDS.1853,group00117
AAA278O22.genome.CDS.1765,group00544
AAA278O22.genome.CDS.486,group01902
AAA278O22.genome.CDS.2007,group00556
AAA278O22.genome.CDS.2044,group00366
AAA278O22.genome.CDS.1354,group00713
AAA278O22.genome.CDS.1355,group00153
AAA278O22.genome.CDS.1356,group00221
AAA278O22.genome.CDS.1357,group03117
AAA278O22.genome.CDS.1350,group00988
AAA278O22.genome.CDS.1218,group00434
AAA278O22.genome.CDS.1352,group00112
AAA278O22.genome.CDS.1353,group00660
AAA278O22.genome.CDS.1215,group00261
AAA278O22.genome.CDS.1214,group02772
AAA278O22.genome.CDS.1217,group00536
AAA278O22.genome.CDS.1216,group00536
AAA278O22.genome.CDS.1358,group00140
AAA278O22.genome.CDS.2289,group00217
AAA278O22.genome.CDS.1213,group00537
AAA278O22.genome.CDS.1212,group13608
AAA278O22.genome.CDS.2326,group00050
AAA278O22.genome.CDS.1905,group10207
AAA278O22.genome.CDS.2002,group07471
AAA278O22.genome.CDS.1563,group00075
AAA278O22.genome.CDS.1729,group00590
AAA278O22.genome.CDS.1409,group00918
AAA278O22.genome.CDS.1430,group00732
AAA278O22.genome.CDS.2288,group01015
AAA278O22.genome.CDS.2327,group00138
AAA278O22.genome.CDS.2255,group00894
AAA278O22.genome.CDS.1641,group00418
AAA278O22.genome.CDS.1393,group05289
AAA278O22.genome.CDS.1908,group00738
AAA278O22.genome.CDS.1728,group01003
AAA278O22.genome.CDS.949,group08483
AAA278O22.genome.CDS.2041,group00800
AAA278O22.genome.CDS.1856,group12591
AAA278O22.genome.CDS.2043,group00252
AAA278O22.genome.CDS.1854,group00612
AAA278O22.genome.CDS.2045,group00296
AAA278O22.genome.CDS.1852,group06417
AAA278O22.genome.CDS.2047,group00297
AAA278O22.genome.CDS.1850,group08192
AAA278O22.genome.CDS.2049,group00890
AAA278O22.genome.CDS.2048,group00229
AAA278O22.genome.CDS.1402,group08226
AAA278O22.genome.CDS.1859,group00495
AAA278O22.genome.CDS.1858,group00007
AAA278O22.genome.CDS.1286,group00198
AAA278O22.genome.CDS.1287,group00091
AAA278O22.genome.CDS.1284,group00148
AAA278O22.genome.CDS.2037,group00665
AAA278O22.genome.CDS.2030,group00723
AAA278O22.genome.CDS.2032,group00769
AAA278O22.genome.CDS.1280,group00041
AAA278O22.genome.CDS.2033,group00222
AAA278O22.genome.CDS.2135,group06029
AAA278O22.genome.CDS.2134,group01178
AAA278O22.genome.CDS.2137,group02407
AAA278O22.genome.CDS.2136,group00357
AAA278O22.genome.CDS.2038,group00553
AAA278O22.genome.CDS.2130,group01001
AAA278O22.genome.CDS.1288,group00175
AAA278O22.genome.CDS.1289,group04327
AAA278O22.genome.CDS.1758,group00904
AAA278O22.genome.CDS.1759,group00878
AAA278O22.genome.CDS.1323,group01025
AAA278O22.genome.CDS.1450,group04306
AAA278O22.genome.CDS.1325,group01848
AAA278O22.genome.CDS.1456,group01138
AAA278O22.genome.CDS.1455,group11291
AAA278O22.genome.CDS.1454,group02699
AAA278O22.genome.CDS.1329,group12962
AAA278O22.genome.CDS.1751,group02694
AAA278O22.genome.CDS.1752,group00531
AAA278O22.genome.CDS.1458,group04115
AAA278O22.genome.CDS.1754,group02666
AAA278O22.genome.CDS.1755,group00898
AAA278O22.genome.CDS.1756,group01527
AAA278O22.genome.CDS.1757,group11549
AAA278O22.genome.CDS.1343,group00892
AAA278O22.genome.CDS.1601,group00539
AAA278O22.genome.CDS.1269,group00380
AAA278O22.genome.CDS.2131,group00364
AAA278O22.genome.CDS.2039,group00966
AAA278O22.genome.CDS.2265,group03198
AAA278O22.genome.CDS.2264,group00216
AAA278O22.genome.CDS.2348,group02706
AAA278O22.genome.CDS.2266,group02339
AAA278O22.genome.CDS.2261,group00280
AAA278O22.genome.CDS.2260,group00214
AAA278O22.genome.CDS.2263,group01390
AAA278O22.genome.CDS.2262,group00409
AAA278O22.genome.CDS.2342,group00057
AAA278O22.genome.CDS.2343,group00379
AAA278O22.genome.CDS.2340,group06649
AAA278O22.genome.CDS.2341,group00106
AAA278O22.genome.CDS.2269,group00011
AAA278O22.genome.CDS.2268,group08921
AAA278O22.genome.CDS.2344,group10778
AAA278O22.genome.CDS.2345,group00350
AAA278O22.genome.CDS.1527,group06372
AAA278O22.genome.CDS.1526,group00655
AAA278O22.genome.CDS.1525,group00477
AAA278O22.genome.CDS.1524,group10386
AAA278O22.genome.CDS.1523,group00426
AAA278O22.genome.CDS.1522,group04408
AAA278O22.genome.CDS.1918,group00669
AAA278O22.genome.CDS.1919,group00643
AAA278O22.genome.CDS.1916,group11426
AAA278O22.genome.CDS.1917,group00801
AAA278O22.genome.CDS.1914,group00557
AAA278O22.genome.CDS.1915,group00771
AAA278O22.genome.CDS.1912,group01282
AAA278O22.genome.CDS.1913,group04032
AAA278O22.genome.CDS.1529,group00218
AAA278O22.genome.CDS.1528,group00607
AAA278O22.genome.CDS.2298,group11743
AAA278O22.genome.CDS.2299,group01010
AAA278O22.genome.CDS.1322,group00345
AAA278O22.genome.CDS.2036,group00640
AAA278O22.genome.CDS.2290,group00206
AAA278O22.genome.CDS.1457,group01758
AAA278O22.genome.CDS.2292,group02354
AAA278O22.genome.CDS.2293,group00184
AAA278O22.genome.CDS.2294,group00535
AAA278O22.genome.CDS.2295,group00106
AAA278O22.genome.CDS.2296,group00104
AAA278O22.genome.CDS.1324,group00933
AAA278O22.genome.CDS.1348,group04578
AAA278O22.genome.CDS.1327,group01708
AAA278O22.genome.CDS.767,group11648
AAA278O22.genome.CDS.1326,group00956
AAA278O22.genome.CDS.1398,group12672
AAA278O22.genome.CDS.99,group01106
AAA278O22.genome.CDS.1750,group09553
AAA278O22.genome.CDS.1870,group00343
AAA278O22.genome.CDS.1328,group00971
AAA278O22.genome.CDS.1459,group02539
AAA278O22.genome.CDS.1620,group10962
AAA278O22.genome.CDS.1621,group00463
AAA278O22.genome.CDS.1622,group00520
AAA278O22.genome.CDS.1753,group10032
AAA278O22.genome.CDS.1624,group00427
AAA278O22.genome.CDS.1625,group00469
AAA278O22.genome.CDS.1626,group00733
AAA278O22.genome.CDS.1627,group04816
AAA278O22.genome.CDS.1628,group07994
AAA278O22.genome.CDS.1629,group01621
AAA278O22.genome.CDS.2046,group00413
AAA278O22.genome.CDS.1166,group00554
AAA278O22.genome.CDS.348,group00131
AAA278O22.genome.CDS.1210,group11679
AAA278O22.genome.CDS.2031,group07711
AAA278O22.genome.CDS.2006,group00415
AAA278O22.genome.CDS.1501,group00993
AAA278O22.genome.CDS.1293,group05283
AAA278O22.genome.CDS.1480,group00964
AAA278O22.genome.CDS.1581,group12616
AAA278O22.genome.CDS.2233,group00442
AAA278O22.genome.CDS.2230,group00287
AAA278O22.genome.CDS.1251,group08086
AAA278O22.genome.CDS.2231,group00251
AAA278O22.genome.CDS.1250,group00242
AAA278O22.genome.CDS.1585,group10353
AAA278O22.genome.CDS.1701,group03657
AAA278O22.genome.CDS.2237,group00785
AAA278O22.genome.CDS.1720,group09064
AAA278O22.genome.CDS.1700,group00582
AAA278O22.genome.CDS.1255,group02452
AAA278O22.genome.CDS.1586,group00253
AAA278O22.genome.CDS.1706,group00641
AAA278O22.genome.CDS.1369,group00434
AAA278O22.genome.CDS.1368,group02926
AAA278O22.genome.CDS.2208,group00321
AAA278O22.genome.CDS.1364,group03536
AAA278O22.genome.CDS.1367,group09918
AAA278O22.genome.CDS.1366,group03471
AAA278O22.genome.CDS.1361,group00036
AAA278O22.genome.CDS.1360,group00706
AAA278O22.genome.CDS.1363,group08416
AAA278O22.genome.CDS.1362,group09140
AAA278O22.genome.CDS.2162,group00210
AAA278O22.genome.CDS.2163,group00784
AAA278O22.genome.CDS.2160,group00630
AAA278O22.genome.CDS.2161,group00278
AAA278O22.genome.CDS.2166,group00390
AAA278O22.genome.CDS.2167,group07168
AAA278O22.genome.CDS.2164,group00651
AAA278O22.genome.CDS.2165,group00589
AAA278O22.genome.CDS.2168,group12865
AAA278O22.genome.CDS.2169,group00685
AAA278O22.genome.CDS.1708,group00944
AAA278O22.genome.CDS.1391,group00014
AAA278O22.genome.CDS.1939,group00716
AAA278O22.genome.CDS.1483,group00548
AAA278O22.genome.CDS.1834,group00762
AAA278O22.genome.CDS.1741,group00547
AAA278O22.genome.CDS.1242,group03578
AAA278O22.genome.CDS.1301,group00577
AAA278O22.genome.CDS.1716,group00504
AAA278O22.genome.CDS.1717,group00049
AAA278O22.genome.CDS.1246,group00703
AAA278O22.genome.CDS.1247,group11344
AAA278O22.genome.CDS.1712,group13751
AAA278O22.genome.CDS.1713,group00310
AAA278O22.genome.CDS.1705,group01039
AAA278O22.genome.CDS.1248,group00024
AAA278O22.genome.CDS.1249,group01026
AAA278O22.genome.CDS.1718,group00266
AAA278O22.genome.CDS.1719,group00858
AAA278O22.genome.CDS.2096,group05445
AAA278O22.genome.CDS.2097,group00416
AAA278O22.genome.CDS.2094,group00803
AAA278O22.genome.CDS.2095,group00311
AAA278O22.genome.CDS.2092,group00421
AAA278O22.genome.CDS.2093,group00034
AAA278O22.genome.CDS.2090,group08059
AAA278O22.genome.CDS.2091,group01717
AAA278O22.genome.CDS.1551,group02247
AAA278O22.genome.CDS.2098,group00721
AAA278O22.genome.CDS.2099,group00695
AAA278O22.genome.CDS.2306,group00533
AAA278O22.genome.CDS.1966,group13086
AAA278O22.genome.CDS.2304,group00470
AAA278O22.genome.CDS.2305,group00532
AAA278O22.genome.CDS.1963,group00315
AAA278O22.genome.CDS.1889,group07830
AAA278O22.genome.CDS.1961,group00355
AAA278O22.genome.CDS.1960,group13085
AAA278O22.genome.CDS.1884,group00328
AAA278O22.genome.CDS.1885,group03268
AAA278O22.genome.CDS.1886,group00611
AAA278O22.genome.CDS.1887,group00715
AAA278O22.genome.CDS.1880,group00522
AAA278O22.genome.CDS.1881,group00599
AAA278O22.genome.CDS.1882,group00595
AAA278O22.genome.CDS.2309,group00002
AAA278O22.genome.CDS.1761,group00906
AAA278O22.genome.CDS.1760,group00973
AAA278O22.genome.CDS.1763,group00591
AAA278O22.genome.CDS.1810,group00649
AAA278O22.genome.CDS.2009,group00107
AAA278O22.genome.CDS.1816,group00105
AAA278O22.genome.CDS.1767,group01054
AAA278O22.genome.CDS.1814,group00230
AAA278O22.genome.CDS.2005,group00493
AAA278O22.genome.CDS.1768,group13878
AAA278O22.genome.CDS.1819,group07419
AAA278O22.genome.CDS.1818,group00662
AAA278O22.genome.CDS.2001,group00588
AAA278O22.genome.CDS.2000,group00747
AAA278O22.genome.CDS.2003,group00585
AAA278O22.genome.CDS.2347,group00794
AAA278O22.genome.CDS.1408,group00826
AAA278O22.genome.CDS.1562,group00164
AAA278O22.genome.CDS.1561,group00195
AAA278O22.genome.CDS.1560,group00078
AAA278O22.genome.CDS.1567,group00452
AAA278O22.genome.CDS.1566,group00916
AAA278O22.genome.CDS.1565,group00211
AAA278O22.genome.CDS.1564,group00182
AAA278O22.genome.CDS.1400,group00939
AAA278O22.genome.CDS.1401,group03546
AAA278O22.genome.CDS.1569,group00889
AAA278O22.genome.CDS.1568,group05294
AAA278O22.genome.CDS.1404,group12214
AAA278O22.genome.CDS.1405,group00806
AAA278O22.genome.CDS.1406,group04321
AAA278O22.genome.CDS.1407,group01099
AAA278O22.genome.CDS.1486,group00090
AAA278O22.genome.CDS.1802,group00258
AAA278O22.genome.CDS.2088,group00837
AAA278O22.genome.CDS.1589,group00142
AAA278O22.genome.CDS.1588,group00180
AAA278O22.genome.CDS.2238,group12668
AAA278O22.genome.CDS.2239,group00629
AAA278O22.genome.CDS.1451,group00999
AAA278O22.genome.CDS.1665,group00776
AAA278O22.genome.CDS.2232,group07954
AAA278O22.genome.CDS.1580,group00167
AAA278O22.genome.CDS.1583,group09638
AAA278O22.genome.CDS.1582,group00108
AAA278O22.genome.CDS.2236,group00179
AAA278O22.genome.CDS.1584,group02894
AAA278O22.genome.CDS.1587,group12328
AAA278O22.genome.CDS.2235,group00980
AAA278O22.genome.CDS.1952,group04275
AAA278O22.genome.CDS.1448,group00968
AAA278O22.genome.CDS.1521,group00431
AAA278O22.genome.CDS.1481,group07845
AAA278O22.genome.CDS.1520,group00436
AAA278O22.genome.CDS.2317,group00476
AAA278O22.genome.CDS.1661,group09992
AAA278O22.genome.CDS.2316,group00339
AAA278O22.genome.CDS.1668,group02762
AAA278O22.genome.CDS.1669,group03915
AAA278O22.genome.CDS.1664,group03085
AAA278O22.genome.CDS.1484,group00192
AAA278O22.genome.CDS.1666,group03621
AAA278O22.genome.CDS.1667,group02540
AAA278O22.genome.CDS.1660,group14024
AAA278O22.genome.CDS.1781,group00940
AAA278O22.genome.CDS.1662,group07238
AAA278O22.genome.CDS.1663,group03454
